Time,E1_e,E2_e,E3_e,E4_e,E5_e,E6_e,E7_e,off_R1_e,off_R2_e,off_R3_e,off_R4_e,on_R1_e,on_R2_e,on_R3_e,on_R4_e,on_R5_e,on_R6_e
50000,6.0,0.0,0.0,11.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60000,8.5,0.0,0.0,11.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
70000,7.0,0.0,0.0,11.333333333333334,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
80000,5.25,0.0,0.0,9.75,0.0,10.75,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.25
90000,4.2,0.0,0.0,8.2,0.0,11.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2
100000,3.8333333333333335,0.0,0.0,6.833333333333333,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.1666666666666667,0.0,0.16666666666666666
110000,4.833333333333333,0.0,0.0,5.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.5
120000,5.666666666666667,0.0,0.0,3.6666666666666665,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.1666666666666665,0.0,1.0
130000,6.666666666666667,0.0,0.0,2.0,0.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.1666666666666665,0.0,1.0
140000,9.166666666666666,0.0,0.0,2.1666666666666665,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,2.1666666666666665,0.0,1.0
150000,11.166666666666666,0.0,0.0,3.6666666666666665,0.0,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.1666666666666665,0.0,1.0
160000,11.5,0.0,0.0,5.166666666666667,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
170000,9.5,0.0,0.0,7.333333333333333,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.16666666666666666,0.0,0.5
180000,6.833333333333333,0.0,0.0,7.833333333333333,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0
190000,5.333333333333333,0.0,0.0,7.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,0.0,0.0,1.0,0.0,0.0
200000,5.166666666666667,0.0,0.0,6.5,0.0,3.8333333333333335,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,0.0,0.0,1.6666666666666667,0.0,0.6666666666666666
210000,6.666666666666667,0.0,0.0,5.833333333333333,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,0.0,0.0,1.6666666666666667,0.0,1.1666666666666667
220000,8.166666666666666,0.0,0.0,6.0,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,0.0,0.0,1.6666666666666667,0.0,1.1666666666666667
230000,10.166666666666666,0.0,0.0,4.666666666666667,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.6666666666666667,0.0,1.1666666666666667
240000,12.333333333333334,0.0,0.0,6.166666666666667,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.6666666666666667,0.0,1.1666666666666667
250000,12.5,0.0,0.0,8.333333333333334,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.6666666666666666,0.0,1.1666666666666667
260000,10.333333333333334,0.0,0.0,10.0,0.0,5.833333333333333,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.5
270000,6.833333333333333,0.0,0.0,9.5,0.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,2.1666666666666665,0.0,0.0,0.16666666666666666,0.0,0.0
280000,4.833333333333333,0.0,0.0,7.833333333333333,0.0,7.833333333333333,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.1666666666666667,0.0,0.16666666666666666
290000,4.833333333333333,0.0,0.0,7.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,1.5,0.0,0.8333333333333334
300000,5.0,0.0,0.0,5.0,0.0,5.166666666666667,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,1.5,0.0,1.3333333333333333
310000,7.5,0.0,0.0,4.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,0.0,0.0,1.5,0.0,1.3333333333333333
320000,9.5,0.0,0.0,4.666666666666667,0.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,0.0,0.0,1.5,0.0,1.3333333333333333
330000,11.666666666666666,0.0,0.0,6.666666666666667,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,1.3333333333333333,0.0,1.3333333333333333
