===> epoch: 0, train_loss: 0.9553243536095046, val_loss_q: 2.994303550484642, val_loss_k: 27.129790837099875, test_loss_q: 2.963570852184025, test_loss_k: 20.690650730413417, test_mape_q: 42.30954612142621, test_mape_k: 36.11764628735837
===> epoch: 1, train_loss: 0.7557899016935603, val_loss_q: 2.0608059899142797, val_loss_k: 21.134370669454064, test_loss_q: 2.04991622762485, test_loss_k: 15.928576258538559, test_mape_q: 21.458728507503757, test_mape_k: 33.402936406642795
===> epoch: 2, train_loss: 0.5935001912225991, val_loss_q: 1.9321349082618244, val_loss_k: 18.845403305380216, test_loss_q: 1.9090363680135751, test_loss_k: 15.435488087573878, test_mape_q: 16.49124425544011, test_mape_k: 33.48876412612579
===> epoch: 3, train_loss: 0.5665174626813848, val_loss_q: 1.906344986086145, val_loss_k: 18.111045549128693, test_loss_q: 1.8787719073052662, test_loss_k: 16.007555374859752, test_mape_q: 15.346053927892173, test_mape_k: 35.28129588446015
===> epoch: 4, train_loss: 0.5551952175518579, val_loss_q: 1.7931756616983263, val_loss_k: 17.92232884813026, test_loss_q: 1.7842991349843105, test_loss_k: 16.25685187052969, test_mape_q: 14.316127805950751, test_mape_k: 35.00339913011605
===> epoch: 5, train_loss: 0.5409796375266279, val_loss_q: 1.6902882800919015, val_loss_k: 17.83913490606651, test_loss_q: 1.6906167819084026, test_loss_k: 16.312894259408395, test_mape_q: 12.773630988270801, test_mape_k: 34.665292985416
===> epoch: 6, train_loss: 0.5273683427749553, val_loss_q: 1.6098951143955815, val_loss_k: 17.81629352831049, test_loss_q: 1.6169751939745383, test_loss_k: 16.37683913006728, test_mape_q: 11.606150418360064, test_mape_k: 34.21238738757657
===> epoch: 7, train_loss: 0.5209400834928389, val_loss_q: 1.567368621203143, val_loss_k: 17.713315870920887, test_loss_q: 1.5788679067038982, test_loss_k: 16.398187255624332, test_mape_q: 10.766798203028767, test_mape_k: 34.19865628157289
===> epoch: 8, train_loss: 0.5134770364086574, val_loss_q: 1.5479957968069757, val_loss_k: 17.64278867317207, test_loss_q: 1.5487922872641866, test_loss_k: 16.479197822339927, test_mape_q: 10.25685377316347, test_mape_k: 34.18413263306845
===> epoch: 9, train_loss: 0.5080455462828118, val_loss_q: 1.497271539492337, val_loss_k: 17.65226671869873, test_loss_q: 1.5000955071777593, test_loss_k: 16.35256807660448, test_mape_q: 9.858322382840875, test_mape_k: 33.5762776901883
===> epoch: 10, train_loss: 0.502196329935221, val_loss_q: 1.4668274474086118, val_loss_k: 17.635043250851215, test_loss_q: 1.467238733387289, test_loss_k: 16.33645757206435, test_mape_q: 9.385604615484437, test_mape_k: 33.47419386450889
===> epoch: 11, train_loss: 0.4978392247447629, val_loss_q: 1.4412760629331007, val_loss_k: 17.62031620213843, test_loss_q: 1.440397210511537, test_loss_k: 16.28378110552452, test_mape_q: 9.020261974935487, test_mape_k: 33.30335959019685
===> epoch: 12, train_loss: 0.49455441762851854, val_loss_q: 1.4250255430649121, val_loss_k: 17.601558280445108, test_loss_q: 1.4234758128145901, test_loss_k: 16.22883544439176, test_mape_q: 8.788244343000851, test_mape_k: 33.14998585191656
===> epoch: 13, train_loss: 0.49213633587163974, val_loss_q: 1.4155819584874718, val_loss_k: 17.583583057231163, test_loss_q: 1.414032980855401, test_loss_k: 16.157722925801526, test_mape_q: 8.69301100507256, test_mape_k: 32.957147039255815
===> epoch: 14, train_loss: 0.49016307050738966, val_loss_q: 1.4083985860144572, val_loss_k: 17.570449918396896, test_loss_q: 1.4081228265487875, test_loss_k: 16.073436981142322, test_mape_q: 8.735327271125389, test_mape_k: 32.76537493875843
===> epoch: 15, train_loss: 0.48850187434261433, val_loss_q: 1.4005749123550881, val_loss_k: 17.575909414470413, test_loss_q: 1.4023814764581395, test_loss_k: 15.967519008706427, test_mape_q: 8.875461587681462, test_mape_k: 32.52942908856316
