Time,E1_D,E1_T,E1_V,E1_N,E2_D,E2_T,E2_V,E2_N,E3_D,E3_T,E3_V,E3_N,E4_D,E4_T,E4_V,E4_N,E5_D,E5_T,E5_V,E5_N,E6_D,E6_T,E6_V,E6_N,E7_D,E7_T,E7_V,E7_N,off_R1_D,off_R1_T,off_R1_V,off_R1_N,off_R2_D,off_R2_T,off_R2_V,off_R2_N,off_R3_D,off_R3_T,off_R3_V,off_R3_N,off_R4_D,off_R4_T,off_R4_V,off_R4_N,on_R1_D,on_R1_T,on_R1_V,on_R1_N,on_R2_D,on_R2_T,on_R2_V,on_R2_N,on_R3_D,on_R3_T,on_R3_V,on_R3_N,on_R4_D,on_R4_T,on_R4_V,on_R4_N,on_R5_D,on_R5_T,on_R5_V,on_R5_N,on_R6_D,on_R6_T,on_R6_V,on_R6_N
10000,0.0,0.0,0.0,0.0,0.0494662967841709,0.0866666666666666,0.5707649628942801,2.0,0.4095833316138065,0.6266666666666668,0.6535904227879891,6.0,0.4208412443666378,0.7700000000000009,0.5465470706060225,8.0,0.3451466174575981,0.5299999999999996,0.6512200329388649,7.0,0.3939715732793244,0.9400000000000022,0.4191186949780038,9.0,0.4720620848131748,1.2100000000000002,0.3901339543910535,10.0,0.0,0.0,0.0,0.0,0.125278490394309,0.7966666666666679,0.1572533352229817,5.0,0.0376011887339472,0.1033333333333333,0.363882471618844,3.0,0.0,0.0,0.0,0.0,0.016291954451438,0.333333333333333,0.0488758633543142,2.0,0.0033877381810891,0.0033333333333333,1.016321454326752,1.0,0.0,0.0,0.0,0.0,0.0007723449022639,0.1666666666666666,0.0046340694135836,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20000,0.00048917779222625,0.0283333333333333,0.00863254927458135,0.5,0.04922772621609765,0.07499999999999996,0.6721389734052278,1.5,0.2529013116833111,0.4733333333333333,0.47713785475776926,4.5,0.2787675277217577,0.8600000000000015,0.3452176463961045,7.0,0.236197435957182,0.4566666666666662,0.4915860005434752,5.0,0.45883046418133633,0.9816666666666689,0.46543362521702164,8.0,0.43216914324972266,1.125000000000001,0.38366130492931033,10.0,0.0,0.0,0.0,0.0,0.10476419491619579,0.621666666666667,0.17293625653471775,4.5,0.028000419773182003,0.08499999999999995,0.31993861690254843,2.0,0.0,0.0,0.0,0.0,0.05420381213563065,0.4149999999999995,0.11717182746892571,2.5,0.00169386909054455,0.00166666666666665,0.508160727163376,0.5,0.0,0.0,0.0,0.0,0.0124059493236749,0.1666666666666666,0.07443569594204975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30000,0.008982869813370301,0.09111111111111103,0.045709269550733934,1.0,0.0328184841440651,0.04999999999999997,0.4480926489368185,1.0,0.2068589890246529,0.45777777777777756,0.40775935919320294,4.666666666666667,0.19727188866626996,0.9455555555555571,0.24037811567361034,7.0,0.17028407517473798,0.4611111111111106,0.3549987192345508,4.333333333333333,0.3354533517702694,0.9322222222222242,0.3457687342572686,7.0,0.3378449764447899,1.0833333333333348,0.3055064175645148,8.666666666666666,0.0,0.0,0.0,0.0,0.06984279661079719,0.5255555555555557,0.11529083768981184,3.6666666666666665,0.0289145376953992,0.11222222222222217,0.27477795834803287,1.6666666666666667,0.0,0.0,0.0,0.0,0.06916567552979501,0.4622222222222218,0.13744952309392877,3.0,0.014801667202220268,0.035555555555555535,0.47108757109463256,1.3333333333333333,0.0,0.0,0.0,0.0,0.011671656840962968,0.12111111111111106,0.16299126257846766,1.0,0.005257571383957167,0.024444444444444435,0.0716941552357796,0.3333333333333333,0.0,0.0,0.0,0.0
40000,0.0947521399265015,0.25250000000000017,0.15375931085057132,2.25,0.03004081679255725,0.04499999999999997,0.516967942852895,1.0,0.1806461705200287,0.5033333333333332,0.3456662830691819,4.5,0.14795391649970246,0.9491666666666684,0.18028358675520775,6.75,0.12964699589467887,0.4383333333333328,0.271475902976252,4.0,0.251613148264655,0.8991666666666684,0.2593554687391426,6.5,0.2569658693548756,1.0525000000000018,0.23286120590388942,8.0,0.0,0.0,0.0,0.0,0.052382097458097895,0.4741666666666666,0.08646812826735888,3.25,0.027937499950574853,0.11333333333333327,0.2596685831526714,1.5,0.0,0.0,0.0,0.0,0.06521586673288743,0.5066666666666664,0.12393340807910468,3.25,0.011101250401665201,0.02666666666666665,0.35331567832097444,1.0,0.0,0.0,0.0,0.0,0.014234229021058874,0.1033333333333333,0.23185317474058414,1.0,0.009474956535731702,0.042499999999999975,0.11099590605887436,0.75,0.0,0.0,0.0,0.0
50000,0.1465385325580879,0.32266666666666677,0.24025079776921957,3.4,0.08464437672062236,0.12733333333333322,0.5463007556397831,1.8,0.19578629089739336,0.5319999999999999,0.35581553338529975,4.4,0.14382759913096083,0.8993333333333349,0.18060467787730736,6.8,0.14412324099437984,0.47866666666666624,0.28031454156637153,4.6,0.20129051861172398,0.8860000000000017,0.20748437499131409,6.2,0.2055907753700777,1.042000000000002,0.18630704460928876,7.6,0.0,0.0,0.0,0.0,0.04272677899810806,0.44799999999999995,0.07156605901669219,3.2,0.03901650452743632,0.14133333333333323,0.2735237003391494,1.8,0.0,0.0,0.0,0.0,0.05597052815038096,0.5386666666666665,0.10484347860939028,3.4,0.00888100032133216,0.021333333333333322,0.2826525426567795,0.8,0.0,0.0,0.0,0.0,0.030850105312170417,0.11599999999999996,0.3022588723644073,1.0,0.012289487626965339,0.05066666666666664,0.14531099362765937,0.8,0.0,0.0,0.0,0.0
60000,0.18210099454239648,0.368888888888889,0.30018491604766606,3.8333333333333335,0.1523274475629528,0.22944444444444445,0.5657782877571627,2.8333333333333335,0.18208877208397256,0.48055555555555546,0.3812899430078011,4.5,0.15311678914256477,0.8194444444444455,0.2296954614059247,6.333333333333333,0.18987704666773722,0.5594444444444445,0.30602556809328935,5.166666666666667,0.1914601386556448,0.8616666666666682,0.20495505097817812,6.333333333333333,0.17822092396727995,1.0483333333333353,0.16164038701287817,7.666666666666667,0.0,0.0,0.0,0.0,0.056367999416355376,0.4399999999999999,0.11154425814207357,3.1666666666666665,0.047952360527233895,0.20611111111111094,0.2570658636556503,2.1666666666666665,0.0035274762398433833,0.0111111111111111,0.052912143597650764,0.3333333333333333,0.046642106791984134,0.5599999999999999,0.08736956550782522,3.5,0.007400833601110134,0.017777777777777767,0.23554378554731628,0.6666666666666666,0.0,0.0,0.0,0.0,0.028584092126448482,0.1244444444444444,0.269136419834845,1.0,0.011221475281949868,0.044999999999999964,0.179906630258442,0.8333333333333334,0.0,0.0,0.0,0.0
70000,0.24495893861298124,0.46944444444444455,0.40436935373371813,4.833333333333333,0.20933271018905322,0.3216666666666667,0.572603364915609,3.3333333333333335,0.16529478464282063,0.4599999999999998,0.37461628765358723,4.166666666666667,0.08907257212299136,0.7005555555555564,0.24618058370452098,5.166666666666667,0.17999008437938166,0.5616666666666666,0.28516522836854963,5.0,0.19636117418812835,0.7955555555555568,0.2649724217970464,5.833333333333333,0.1357224165253399,1.0250000000000021,0.13042974977971725,7.5,0.0,0.0,0.0,0.0,0.04408563594864953,0.33277777777777745,0.14140527066441058,2.5,0.07248824965353157,0.30499999999999994,0.240633264356752,2.5,0.006678283129329866,0.02166666666666665,0.10266172606322684,0.6666666666666666,0.0439267810500778,0.6066666666666667,0.0792235882821062,3.8333333333333335,0.0068362105709286166,0.01722222222222222,0.06615687649285763,0.5,0.0,0.0,0.0,0.0,0.028455367976071164,0.12222222222222218,0.268364074932581,1.0,0.011221475281949868,0.044999999999999964,0.179906630258442,0.8333333333333334,0.0,0.0,0.0,0.0
80000,0.30344132681179536,0.5800000000000002,0.48294384767398196,6.0,0.2933173089438841,0.4400000000000002,0.5628433161976133,4.666666666666667,0.20803283485383772,0.5077777777777777,0.4213832800723249,4.833333333333333,0.09882584336786608,0.5955555555555561,0.32387287924959723,4.666666666666667,0.1774798656916651,0.5472222222222224,0.29286627243963653,5.0,0.15806272397329318,0.6966666666666673,0.29359520278473655,5.333333333333333,0.12687440609264036,1.0077777777777799,0.1279187352723836,7.166666666666667,0.0,0.0,0.0,0.0,0.03096691941472345,0.28611111111111087,0.11550634125786106,2.0,0.09671343437857223,0.43277777777777793,0.22738428915824194,3.1666666666666665,0.006678283129329866,0.02166666666666665,0.10266172606322684,0.6666666666666666,0.028574169413440584,0.6350000000000002,0.04831228968485,4.0,0.0068362105709286166,0.01722222222222222,0.06615687649285763,0.5,0.0,0.0,0.0,0.0,0.024448775685223512,0.12222222222222218,0.24432452118749504,1.0,0.011221475281949868,0.044999999999999964,0.179906630258442,0.8333333333333334,0.0,0.0,0.0,0.0
90000,0.31807228188089043,0.6272222222222225,0.5008853907468851,6.166666666666667,0.3652222727527475,0.5444444444444447,0.6775852797223952,5.666666666666667,0.28353724815388803,0.5661111111111112,0.4983952223422554,5.333333333333333,0.13290261923622482,0.48111111111111143,0.4112917445391864,4.333333333333333,0.20467588728933753,0.5244444444444446,0.3800456546014619,5.166666666666667,0.1521309900342794,0.5733333333333338,0.3706923833130613,4.833333333333333,0.14924127056339598,1.008888888888891,0.14997279860664972,7.5,0.0029236252671814337,0.007222222222222217,0.06746827539649491,0.16666666666666666,0.03181927756969105,0.25833333333333314,0.12062049018766667,1.8333333333333333,0.12925987099698946,0.5677777777777784,0.23521171924474557,4.0,0.006678283129329866,0.02166666666666665,0.10266172606322684,0.6666666666666666,0.020383634822965617,0.6461111111111114,0.031999401494356546,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02295651883555237,0.14499999999999993,0.18889031932312336,1.0,0.008592689589971282,0.032777777777777746,0.1440595526405522,0.6666666666666666,0.0,0.0,0.0,0.0
100000,0.2610363634576645,0.5877777777777776,0.4245152981973845,5.666666666666667,0.37095094586657806,0.5816666666666669,0.593880949364105,6.0,0.32774660136163947,0.5361111111111111,0.6048973198393534,5.666666666666667,0.201435015214073,0.4372222222222222,0.5096636047944708,4.5,0.2462742550049025,0.5222222222222225,0.4968068566338955,5.5,0.1810064132555582,0.4761111111111113,0.5040154715967425,4.333333333333333,0.17746332809998175,0.9766666666666685,0.18741148460616497,7.333333333333333,0.0127014549455023,0.049444444444444395,0.10606497149513,0.6666666666666666,0.03874164994817714,0.24666666666666648,0.14830997970161106,1.8333333333333333,0.15384775382787472,0.6588888888888895,0.24283848143458908,4.833333333333333,0.006678283129329866,0.02166666666666665,0.10266172606322684,0.6666666666666666,0.027083547316920153,0.597777777777778,0.06265708875329495,3.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0193028612419946,0.16444444444444437,0.11581716745196774,1.0,0.004904837591462066,0.01666666666666665,0.10590935955252577,0.3333333333333333,0.0,0.0,0.0,0.0
