Time,E1_e,E2_e,E3_e,E4_e,E5_e,E6_e,E7_e,off_R1_e,off_R2_e,off_R3_e,off_R4_e,on_R1_e,on_R2_e,on_R3_e,on_R4_e,on_R5_e,on_R6_e
10000,4.0,3.0,13.0,7.0,6.0,7.0,4.0,1.0,8.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
20000,5.0,6.5,14.0,8.0,8.0,8.5,11.0,1.0,4.0,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.0
30000,3.6666666666666665,8.333333333333334,14.333333333333334,9.666666666666666,8.333333333333334,7.333333333333333,11.333333333333334,0.6666666666666666,2.6666666666666665,0.3333333333333333,0.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0
40000,2.75,7.75,13.5,9.75,9.75,7.75,10.5,0.75,2.0,1.25,0.0,2.75,0.5,0.25,0.25,0.0,0.0
50000,2.2,6.8,11.6,8.0,9.0,8.0,9.4,1.2,2.8,1.2,0.0,3.2,0.4,0.2,0.6,0.0,0.0
60000,2.5,5.666666666666667,9.666666666666666,6.666666666666667,7.5,7.166666666666667,8.333333333333334,1.5,2.6666666666666665,1.0,0.0,3.1666666666666665,1.1666666666666667,0.16666666666666666,1.6666666666666667,0.16666666666666666,0.16666666666666666
70000,4.0,5.666666666666667,7.5,5.5,6.833333333333333,6.0,7.666666666666667,1.6666666666666667,1.3333333333333333,1.0,0.0,3.0,0.8333333333333334,0.16666666666666666,2.6666666666666665,0.8333333333333334,0.6666666666666666
80000,5.333333333333333,5.666666666666667,6.0,4.833333333333333,6.333333333333333,4.5,4.666666666666667,1.5,1.3333333333333333,1.1666666666666667,0.0,3.0,0.8333333333333334,0.0,2.6666666666666665,1.0,0.8333333333333334
90000,7.833333333333333,5.833333333333333,5.666666666666667,3.6666666666666665,6.0,4.166666666666667,2.6666666666666665,1.8333333333333333,1.8333333333333333,1.8333333333333333,0.0,2.6666666666666665,0.8333333333333334,0.0,2.6666666666666665,1.1666666666666667,0.8333333333333334
100000,9.833333333333334,7.166666666666667,6.333333333333333,3.8333333333333335,5.166666666666667,3.5,2.0,2.1666666666666665,2.6666666666666665,1.1666666666666667,0.0,1.3333333333333333,0.8333333333333334,0.0,2.6666666666666665,1.3333333333333333,0.8333333333333334
