Time,E1_e,E2_e,E3_e,E4_e,E5_e,E6_e,E7_e,off_R1_e,off_R2_e,off_R3_e,off_R4_e,on_R1_e,on_R2_e,on_R3_e,on_R4_e,on_R5_e,on_R6_e
90000,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100000,2.5,0.0,0.0,7.5,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110000,5.666666666666667,0.0,0.0,9.333333333333334,0.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120000,6.75,0.0,0.0,9.75,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130000,5.4,0.0,0.0,9.4,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
140000,4.5,0.0,0.0,8.5,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0
150000,4.666666666666667,0.0,0.0,7.333333333333333,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.8333333333333334,0.0,0.0
160000,4.666666666666667,0.0,0.0,6.0,0.0,6.166666666666667,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,1.3333333333333333,0.0,0.3333333333333333
170000,4.333333333333333,0.0,0.0,4.166666666666667,0.0,4.5,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,1.8333333333333333,0.0,0.6666666666666666
180000,5.0,0.0,0.0,4.833333333333333,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,1.8333333333333333,0.0,0.6666666666666666
190000,6.833333333333333,0.0,0.0,4.5,0.0,3.1666666666666665,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,1.8333333333333333,0.0,0.6666666666666666
200000,8.5,0.0,0.0,6.333333333333333,0.0,3.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.8333333333333333,0.0,0.6666666666666666
