Time,E1_D,E1_T,E1_V,E1_N,E2_D,E2_T,E2_V,E2_N,E3_D,E3_T,E3_V,E3_N,E4_D,E4_T,E4_V,E4_N,E5_D,E5_T,E5_V,E5_N,E6_D,E6_T,E6_V,E6_N,E7_D,E7_T,E7_V,E7_N,off_R1_D,off_R1_T,off_R1_V,off_R1_N,off_R2_D,off_R2_T,off_R2_V,off_R2_N,off_R3_D,off_R3_T,off_R3_V,off_R3_N,off_R4_D,off_R4_T,off_R4_V,off_R4_N,on_R1_D,on_R1_T,on_R1_V,on_R1_N,on_R2_D,on_R2_T,on_R2_V,on_R2_N,on_R3_D,on_R3_T,on_R3_V,on_R3_N,on_R4_D,on_R4_T,on_R4_V,on_R4_N,on_R5_D,on_R5_T,on_R5_V,on_R5_N,on_R6_D,on_R6_T,on_R6_V,on_R6_N
390000,0.2084720171346855,0.4933333333333327,0.4225784131108496,5.0,0.3296066135994968,0.6766666666666672,0.4871033698514727,7.0,0.0731827299088254,0.2699999999999997,0.2710471478104647,4.0,0.0454441195422638,0.07,0.6492017077466267,1.0,0.0001415749734611,0.1466666666666666,0.0009652839099622,1.0,0.0008003655970125,0.293333333333333,0.0027285190807247,2.0,0.0334903499822704,0.4566666666666661,0.0733365328078915,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1219573286546983,0.5566666666666663,0.2190850215353864,5.0,0.0,0.0,0.0,0.0,0.0095451992327611,0.5033333333333327,0.0189639719856182,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400000,0.1497379284913471,0.4333333333333328,0.3331693492090081,4.0,0.3757766485010543,0.6883333333333339,0.5449421730704589,6.0,0.16921229669666535,0.4516666666666666,0.3449250450772101,5.5,0.0475093851673465,0.0733333333333333,0.6479137938239392,1.0,0.0528366147573962,0.2016666666666665,0.20606378716536705,1.5,0.016438987142063148,0.22666666666666646,0.1016067866875932,2.0,0.05929188469007095,0.565,0.09985644912513744,4.5,0.0099251036543102,0.04166666666666665,0.11910124385172265,0.5,0.0,0.0,0.0,0.0,0.1027638793485813,0.5433333333333329,0.18838253910964076,4.5,0.0,0.0,0.0,0.0,0.007571299668165849,0.585,0.013680036070487102,4.0,0.0,0.0,0.0,0.0,0.00456492548097205,0.015,0.1521641826990694,0.5,0.0320989735830758,0.0783333333333333,0.20488706542388815,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410000,0.1314384314124459,0.384444444444444,0.3323913148850484,4.333333333333333,0.2973899203168251,0.5166666666666669,0.6337110588707549,4.666666666666667,0.27977080150238504,0.6066666666666672,0.41209105227468196,6.333333333333333,0.10704419156997887,0.16999999999999985,0.6393863864409538,2.0,0.07812018357919166,0.20222222222222208,0.34833867978693767,2.0,0.04479443722060674,0.1955555555555554,0.3215012012359637,2.0,0.10677455214335496,0.6211111111111113,0.15827091474248076,4.666666666666667,0.0128055498166113,0.0833333333333333,0.11653371351690889,0.6666666666666666,0.0,0.0,0.0,0.0,0.08103770497912123,0.5288888888888884,0.15064526356656127,4.0,0.0,0.0,0.0,0.0,0.005047533112110566,0.6122222222222223,0.009120024046991401,4.0,0.0,0.0,0.0,0.0,0.0231720641882512,0.06555555555555553,0.22221547167166533,0.6666666666666666,0.042950630242824,0.10777777777777774,0.26589926407389963,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420000,0.20304412164375746,0.5408333333333336,0.3527244743661851,5.0,0.23796889999696552,0.4050000000000002,0.6885184335723045,3.75,0.2585213961707414,0.5858333333333337,0.40211280202885086,6.0,0.16251045530803743,0.2558333333333331,0.6397228644356895,2.75,0.12214476670037315,0.24249999999999977,0.43617500713188995,2.75,0.0846235879314672,0.21666666666666648,0.4233679009841592,2.25,0.10859828964991942,0.5425000000000001,0.21169462804295813,4.5,0.014691175714630376,0.10416666666666663,0.11792236525071309,0.75,0.0,0.0,0.0,0.0,0.061537844772242424,0.5216666666666661,0.11450307975072399,3.75,0.0,0.0,0.0,0.0,0.013841059467963575,0.6675000000000004,0.018906509595900303,4.5,0.0,0.0,0.0,0.0,0.023727585949185476,0.0908333333333333,0.20475283060173147,0.75,0.03670630605158515,0.13333333333333325,0.22082127362431603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430000,0.18050648585036644,0.6660000000000004,0.2976691696661142,5.4,0.19037511999757242,0.3240000000000002,0.5508147468578436,3.0,0.23167364153584505,0.5380000000000001,0.39339175489015366,5.4,0.15892685281640592,0.24666666666666642,0.6494853799770087,2.8,0.18080755260958256,0.3099999999999997,0.4922016251008293,3.2,0.13420031270981037,0.25799999999999973,0.49578434212111483,2.8,0.11388924751677076,0.4886666666666667,0.26817502852034913,4.2,0.02335916021794858,0.14066666666666658,0.13482470492002732,1.2,0.0,0.0,0.0,0.0,0.05820830176214992,0.4866666666666661,0.11750061556314455,3.6,0.0,0.0,0.0,0.0,0.03159967980899478,0.7100000000000006,0.03845115339788374,4.8,0.0,0.0,0.0,0.0,0.01898206875934838,0.10599999999999996,0.16380226448138518,0.8,0.04321635686544252,0.1733333333333332,0.2182109549719761,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440000,0.15086235895785674,0.7494444444444449,0.24843503060204394,5.666666666666667,0.16304940915464444,0.27944444444444455,0.5367206859305695,2.6666666666666665,0.20093989818112815,0.47111111111111126,0.385474244612783,4.666666666666667,0.1478071024561778,0.22888888888888867,0.6510096626654088,2.6666666666666665,0.17531816352242546,0.29888888888888865,0.5114496771410839,3.3333333333333335,0.1976954560713826,0.33388888888888874,0.5335207149013753,3.1666666666666665,0.12708625576925173,0.4716666666666666,0.3066995770852004,4.166666666666667,0.03528068923573933,0.19666666666666652,0.1455316600410577,1.5,0.0012671195189833833,0.005,0.04223731729944633,0.16666666666666666,0.05086788901905198,0.41499999999999954,0.13958137170525473,3.1666666666666665,0.0005352353602922,0.00055555555555555,0.16057060808766346,0.16666666666666666,0.05507280840840478,0.7100000000000007,0.07252113755116009,4.833333333333333,0.0,0.0,0.0,0.0,0.01581839063279032,0.11611111111111107,0.136501887067821,0.8333333333333334,0.04111996818007963,0.19999999999999982,0.1971614748532794,1.3333333333333333,0.0011021347139741,0.005,0.03673782379913668,0.16666666666666666,0.0,0.0,0.0,0.0
450000,0.11674498845006626,0.8616666666666674,0.17854355138184652,6.0,0.12049585178525181,0.21,0.5031555533804145,2.0,0.1969309264484115,0.44388888888888905,0.4170636254660271,4.333333333333333,0.1402330825324672,0.21722222222222198,0.542809378040971,2.5,0.18066076992130786,0.31111111111111084,0.5356806247975715,3.6666666666666665,0.22005740236954932,0.3122222222222221,0.6707925366049411,3.3333333333333335,0.1776798502201611,0.4938888888888889,0.38968922746120915,4.5,0.0436957026251645,0.25222222222222196,0.17077670020933325,1.8333333333333333,0.012381767871043949,0.03277777777777777,0.10892520741180982,0.3333333333333333,0.030541667576602264,0.32222222222222185,0.103067201449357,2.3333333333333335,0.0019983010787278832,0.009444444444444434,0.18800309030833265,0.3333333333333333,0.08016961906721315,0.7533333333333343,0.10432249808316645,5.0,0.00245088499340375,0.007222222222222217,0.056558884463163504,0.16666666666666666,0.01812204602223025,0.13111111111111107,0.16209805806159805,1.0,0.053364967630447735,0.24666666666666645,0.24089361574745127,1.6666666666666667,0.0011021347139741,0.005,0.03673782379913668,0.16666666666666666,0.0,0.0,0.0,0.0
460000,0.136575806590596,0.9761111111111123,0.17093393601480097,7.0,0.09679061494800605,0.21555555555555558,0.4662637078728867,2.3333333333333335,0.1640739442093237,0.39388888888888896,0.381313120100357,3.5,0.131970640733729,0.2044444444444442,0.43503839805742905,2.3333333333333335,0.1740121089884128,0.3516666666666663,0.4890334727087633,3.8333333333333335,0.21471113425503038,0.2855555555555555,0.6373783608891976,3.0,0.17660797516268945,0.49277777777777776,0.388292042150739,4.333333333333333,0.04913956988277146,0.31166666666666637,0.15096772909749476,2.1666666666666665,0.023046783761163748,0.06055555555555553,0.17291530275252867,0.5,0.018700936631338132,0.2411111111111108,0.1249642857361933,1.8333333333333333,0.0019983010787278832,0.009444444444444434,0.18800309030833265,0.3333333333333333,0.08974324853475664,0.7422222222222231,0.12043403053194923,5.166666666666667,0.00245088499340375,0.007222222222222217,0.056558884463163504,0.16666666666666666,0.016600404195239567,0.12611111111111106,0.11137666382857492,0.8333333333333334,0.042665309769422476,0.22055555555555537,0.1725979272728219,1.5,0.006153393573824783,0.02555555555555555,0.07769397671684504,0.3333333333333333,0.0,0.0,0.0,0.0
470000,0.14995766045422124,1.0405555555555568,0.15914387693148282,7.166666666666667,0.19175400883579682,0.3644444444444448,0.4420550737227315,3.6666666666666665,0.11935034293340992,0.3527777777777776,0.3480899232818726,3.3333333333333335,0.09428500667118839,0.14388888888888873,0.3313164694449319,1.6666666666666667,0.15340661247655246,0.4011111111111107,0.38523684258762375,3.8333333333333335,0.20342831671989525,0.28333333333333327,0.5574528449544177,2.8333333333333335,0.14298466065436896,0.48166666666666663,0.34244206782121106,4.166666666666667,0.0511477348616974,0.3355555555555552,0.14886119664164096,2.3333333333333335,0.023137912908944066,0.0883333333333333,0.17346207763921065,0.6666666666666666,0.0264052803578969,0.19499999999999976,0.17498166843191268,1.6666666666666667,0.0019983010787278832,0.009444444444444434,0.18800309030833265,0.3333333333333333,0.09190322876190703,0.7144444444444451,0.12475399098625001,5.0,0.00245088499340375,0.007222222222222217,0.056558884463163504,0.16666666666666666,0.0065360139281046515,0.09833333333333331,0.05099032222576538,0.6666666666666666,0.031889652509035735,0.19277777777777758,0.10794398371050144,1.3333333333333333,0.011385144639341033,0.040555555555555546,0.13582454411147007,0.5,0.0,0.0,0.0,0.0
480000,0.13854452275038406,0.9977777777777787,0.16748686845023805,7.0,0.24122980953485673,0.45333333333333375,0.3983957293672944,4.666666666666667,0.2012010715394884,0.49388888888888854,0.3695003395279945,4.166666666666667,0.05450511108397158,0.08277777777777771,0.3270616996312889,1.5,0.14380349728406078,0.4172222222222217,0.33985466501235706,3.5,0.1841517522016458,0.2711111111111111,0.5072901564387818,2.8333333333333335,0.12402019718369318,0.5416666666666667,0.28051845350020227,4.166666666666667,0.05013167689657538,0.33611111111111075,0.1424854036427137,2.5,0.023442131608583966,0.11611111111111107,0.17528738983705006,0.8333333333333334,0.037206141070054134,0.1444444444444443,0.23146334458297294,1.5,0.0019983010787278832,0.009444444444444434,0.18800309030833265,0.3333333333333333,0.08519962233931992,0.6588888888888892,0.1167096632791455,4.5,0.00245088499340375,0.007222222222222217,0.056558884463163504,0.16666666666666666,0.0023036553894399347,0.07055555555555554,0.025596170993777066,0.5,0.02889409692939097,0.1577777777777776,0.09367943333124057,1.0,0.011385144639341033,0.040555555555555546,0.13582454411147007,0.5,0.0,0.0,0.0,0.0
