===> epoch: 0, train_loss: 0.8652441827847307, val_loss_q: 2.106164000085172, val_loss_k: 21.59475475210686, test_loss_q: 2.0860437702438794, test_loss_k: 16.183323748419337, test_mape_q: 22.730287751295865, test_mape_k: 32.38571387209402
===> epoch: 1, train_loss: 0.5838695892976871, val_loss_q: 1.893094980128787, val_loss_k: 18.255943919421124, test_loss_q: 1.8616896299424057, test_loss_k: 16.0927198287116, test_mape_q: 15.812513049202979, test_mape_k: 33.81628666245914
===> epoch: 2, train_loss: 0.556131356437668, val_loss_q: 1.7507099620869262, val_loss_k: 17.91353638441107, test_loss_q: 1.731770530163528, test_loss_k: 16.620471155268845, test_mape_q: 13.943877655950065, test_mape_k: 33.77628187315504
===> epoch: 3, train_loss: 0.5330005974736265, val_loss_q: 1.6007993655204784, val_loss_k: 17.72932080757022, test_loss_q: 1.5964900421260997, test_loss_k: 16.824429107169298, test_mape_q: 11.635581497376846, test_mape_k: 33.38704739271058
===> epoch: 4, train_loss: 0.5183781841992298, val_loss_q: 1.517077357004871, val_loss_k: 17.635067083987597, test_loss_q: 1.5056888799634354, test_loss_k: 16.90973039676422, test_mape_q: 10.693611992517548, test_mape_k: 32.49519134117867
===> epoch: 5, train_loss: 0.5092962742448058, val_loss_q: 1.4609575127676642, val_loss_k: 17.62879281487191, test_loss_q: 1.448536020944227, test_loss_k: 16.769250384850174, test_mape_q: 9.6397256127033, test_mape_k: 32.305629788399465
===> epoch: 6, train_loss: 0.502126556867074, val_loss_q: 1.4301616186752164, val_loss_k: 17.620364767411218, test_loss_q: 1.4179473549377688, test_loss_k: 16.63653873016693, test_mape_q: 9.05411301994992, test_mape_k: 32.16719812286525
===> epoch: 7, train_loss: 0.4979381527906508, val_loss_q: 1.4167386478488015, val_loss_k: 17.607988872233516, test_loss_q: 1.4035973586952708, test_loss_k: 16.56667859828165, test_mape_q: 8.786321714808924, test_mape_k: 31.960555634262278
===> epoch: 8, train_loss: 0.4958114069561325, val_loss_q: 1.4101889001923062, val_loss_k: 17.590846192088893, test_loss_q: 1.3969266035972632, test_loss_k: 16.4641471968461, test_mape_q: 8.656932241114736, test_mape_k: 31.82713741194692
===> epoch: 9, train_loss: 0.49378966553476356, val_loss_q: 1.405282813664487, val_loss_k: 17.565749439144653, test_loss_q: 1.3920790584874503, test_loss_k: 16.368966155711572, test_mape_q: 8.60231169694729, test_mape_k: 31.67173141717453
===> epoch: 10, train_loss: 0.49184828815178433, val_loss_q: 1.4014488638098366, val_loss_k: 17.547915331782043, test_loss_q: 1.3883997705891142, test_loss_k: 16.304683019785905, test_mape_q: 8.572661909779626, test_mape_k: 31.54909220210766
