Time,E1_e,E2_e,E3_e,E4_e,E5_e,E6_e,E7_e,off_R1_e,off_R2_e,off_R3_e,off_R4_e,on_R1_e,on_R2_e,on_R3_e,on_R4_e,on_R5_e,on_R6_e
10000,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
20000,0,0,0,13,0,9,0,0,0,0,0,2,0,0,0,0,0
30000,4,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0
40000,0,0,0,9,0,11,0,0,0,0,0,7,0,0,0,0,0
50000,0,0,0,4,0,12,0,0,0,0,0,8,0,0,0,0,0
60000,0,0,0,0,0,9,0,0,0,0,0,2,0,0,6,0,0
70000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
80000,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
90000,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,11,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0
110000,13,0,0,15,0,8,0,0,0,0,0,0,0,0,0,0,0
120000,5,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0
130000,0,0,0,8,0,9,0,0,0,0,0,7,0,0,0,0,0
140000,0,0,0,3,0,10,0,0,0,0,0,1,0,0,0,0,0
150000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0
160000,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
170000,16,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3
180000,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
190000,13,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0
200000,15,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0
210000,6,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0
220000,0,0,0,8,0,10,0,0,0,0,0,4,0,0,0,0,0
230000,0,0,0,6,0,6,0,0,0,0,0,6,0,0,0,0,0
240000,1,0,0,0,0,6,0,0,0,0,0,6,0,0,6,0,0
250000,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
260000,15,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3
270000,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
280000,12,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0
290000,9,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0
300000,10,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0
310000,0,0,0,13,0,9,0,0,0,0,0,7,0,0,0,0,0
320000,0,0,0,6,0,4,0,0,0,0,0,6,0,0,0,0,0
330000,0,0,0,0,0,4,0,0,0,0,0,2,0,0,4,0,0
340000,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
350000,17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4
360000,13,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
370000,13,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0
380000,10,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0
390000,7,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0
400000,0,0,0,11,0,9,0,0,0,0,0,5,0,0,0,0,0
410000,0,0,0,6,0,8,0,0,0,0,0,6,0,0,0,0,0
420000,0,0,0,0,0,4,0,0,0,0,0,3,0,0,5,0,0
430000,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
440000,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
450000,15,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
460000,9,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0
470000,8,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0
480000,7,0,0,10,0,6,0,0,0,0,0,1,0,0,0,0,0
490000,0,0,0,10,0,7,0,0,0,0,0,6,0,0,0,0,0
500000,0,0,0,3,0,11,0,0,0,0,0,4,0,0,1,0,0
510000,1,0,0,0,0,6,0,0,0,0,0,1,0,0,4,0,0
520000,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
530000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
540000,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
550000,11,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0
560000,10,0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0
570000,5,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0
580000,0,0,0,9,0,9,0,0,0,0,0,7,0,0,0,0,0
590000,0,0,0,4,0,7,0,0,0,0,0,6,0,0,0,0,0
600000,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0
610000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
620000,18,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
630000,13,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
640000,14,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0
650000,12,0,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0
660000,8,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0
670000,0,0,0,11,0,7,0,0,0,0,0,6,0,0,0,0,0
680000,0,0,0,2,0,11,0,0,0,0,0,4,0,0,0,0,0
690000,1,0,0,0,0,10,0,0,0,0,0,1,0,0,4,0,0
700000,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
710000,15,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1
720000,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
