Time,E1_D1,E1_T1,E1_D2,E1_T2,E1_D3,E1_T3,E1_D4,E1_T4,E1_D5,E1_T5,E1_D6,E1_T6,E1_D7,E1_T7,E1_D8,E1_T8,E2_D1,E2_T1,E2_D2,E2_T2,E2_D3,E2_T3,E2_D4,E2_T4,E2_D5,E2_T5,E2_D6,E2_T6,E2_D7,E2_T7,E2_D8,E2_T8,E3_D1,E3_T1,E3_D2,E3_T2,E3_D3,E3_T3,E3_D4,E3_T4,E3_D5,E3_T5,E3_D6,E3_T6,E3_D7,E3_T7,E3_D8,E3_T8,E4_D1,E4_T1,E4_D2,E4_T2,E4_D3,E4_T3,E4_D4,E4_T4,E4_D5,E4_T5,E4_D6,E4_T6,E4_D7,E4_T7,E4_D8,E4_T8,E5_D1,E5_T1,E5_D2,E5_T2,E5_D3,E5_T3,E5_D4,E5_T4,E5_D5,E5_T5,E5_D6,E5_T6,E5_D7,E5_T7,E5_D8,E5_T8,E6_D1,E6_T1,E6_D2,E6_T2,E6_D3,E6_T3,E6_D4,E6_T4,E6_D5,E6_T5,E6_D6,E6_T6,E6_D7,E6_T7,E6_D8,E6_T8,E7_D1,E7_T1,E7_D2,E7_T2,E7_D3,E7_T3,E7_D4,E7_T4,E7_D5,E7_T5,E7_D6,E7_T6,E7_D7,E7_T7,E7_D8,E7_T8,off_R1_D1,off_R1_T1,off_R1_D2,off_R1_T2,off_R1_D3,off_R1_T3,off_R1_D4,off_R1_T4,off_R1_D5,off_R1_T5,off_R1_D6,off_R1_T6,off_R1_D7,off_R1_T7,off_R1_D8,off_R1_T8,off_R2_D1,off_R2_T1,off_R2_D2,off_R2_T2,off_R2_D3,off_R2_T3,off_R2_D4,off_R2_T4,off_R2_D5,off_R2_T5,off_R2_D6,off_R2_T6,off_R2_D7,off_R2_T7,off_R2_D8,off_R2_T8,off_R3_D1,off_R3_T1,off_R3_D2,off_R3_T2,off_R3_D3,off_R3_T3,off_R3_D4,off_R3_T4,off_R3_D5,off_R3_T5,off_R3_D6,off_R3_T6,off_R3_D7,off_R3_T7,off_R3_D8,off_R3_T8,off_R4_D1,off_R4_T1,off_R4_D2,off_R4_T2,off_R4_D3,off_R4_T3,off_R4_D4,off_R4_T4,off_R4_D5,off_R4_T5,off_R4_D6,off_R4_T6,off_R4_D7,off_R4_T7,off_R4_D8,off_R4_T8,on_R1_D1,on_R1_T1,on_R1_D2,on_R1_T2,on_R1_D3,on_R1_T3,on_R1_D4,on_R1_T4,on_R1_D5,on_R1_T5,on_R1_D6,on_R1_T6,on_R1_D7,on_R1_T7,on_R1_D8,on_R1_T8,on_R2_D1,on_R2_T1,on_R2_D2,on_R2_T2,on_R2_D3,on_R2_T3,on_R2_D4,on_R2_T4,on_R2_D5,on_R2_T5,on_R2_D6,on_R2_T6,on_R2_D7,on_R2_T7,on_R2_D8,on_R2_T8,on_R3_D1,on_R3_T1,on_R3_D2,on_R3_T2,on_R3_D3,on_R3_T3,on_R3_D4,on_R3_T4,on_R3_D5,on_R3_T5,on_R3_D6,on_R3_T6,on_R3_D7,on_R3_T7,on_R3_D8,on_R3_T8,on_R4_D1,on_R4_T1,on_R4_D2,on_R4_T2,on_R4_D3,on_R4_T3,on_R4_D4,on_R4_T4,on_R4_D5,on_R4_T5,on_R4_D6,on_R4_T6,on_R4_D7,on_R4_T7,on_R4_D8,on_R4_T8,on_R5_D1,on_R5_T1,on_R5_D2,on_R5_T2,on_R5_D3,on_R5_T3,on_R5_D4,on_R5_T4,on_R5_D5,on_R5_T5,on_R5_D6,on_R5_T6,on_R5_D7,on_R5_T7,on_R5_D8,on_R5_T8,on_R6_D1,on_R6_T1,on_R6_D2,on_R6_T2,on_R6_D3,on_R6_T3,on_R6_D4,on_R6_T4,on_R6_D5,on_R6_T5,on_R6_D6,on_R6_T6,on_R6_D7,on_R6_T7,on_R6_D8,on_R6_T8
5000,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0,0,0,0,0,0,0.016890751589979526,0.030000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.052032735261950396,0.07666666666666665,0.021716072652549188,0.030000000000000002,0.02043421739270424,0.02666666666666667,0.015307794184868322,0.02666666666666667,0.018640049138043315,0.03333333333333333,0,0,0,0,0,0,0.03339551655949832,0.06666666666666667,0.047103631727109296,0.16999999999999982,0.036275891921216545,0.060000000000000005,0.0,0.0,0,0,0,0,0,0,0,0,0.11255561154759444,0.14999999999999986,0.09046513767470701,0.12666666666666657,0.045784417321796146,0.05,0.02040943751826231,0.02,0.0,0.0,0,0,0,0,0,0,0.030780015518258822,0.06999999999999999,0.020205652736372398,0.08999999999999996,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.08666666666666663,0.0,0.08666666666666663,0.0,0.0,0.013048435211966969,0.0833333333333333,0.0008112526638566171,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25999999999999973,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,6.067460587081215e-05,0.08666666666666663,0.0,0.0,0.0015250101810212703,0.0033333333333333335,0.019131470013185225,0.04,0.020495746637019786,0.04,0.0016660262493201619,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
10000,0.0,0.0,0.0,0.17333333333333314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17333333333333314,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.014961773779987177,0.030000000000000002,0.02152297224301741,0.04,0.005439289251012083,0.01,0.0,0.0,0,0,0,0,0,0,0.07049815882920009,0.10666666666666659,0.04379573254326781,0.13999999999999987,0.019004217608620134,0.03333333333333333,0.01099116492539358,0.02,0,0,0,0,0,0,0,0,0.022876079449182844,0.03333333333333333,0.03792799999564776,0.05333333333333334,0.05167819344546734,0.07999999999999997,0.058171892928559794,0.10333333333333326,0.0072049626369777645,0.006666666666666667,0,0,0,0,0,0,0.011762047685897292,0.02666666666666667,0.0410611513845086,0.08999999999999996,0.03744563789459218,0.09666666666666661,0.02423636071299903,0.023333333333333334,0,0,0,0,0,0,0,0,0.0010412657466110516,0.07999999999999997,0.0043381614043745,0.15999999999999984,0.0,0.0,0.0,0.07999999999999997,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.07999999999999997,0.0,0.07999999999999997,0.0,0.0,0.0027473535691894518,0.07999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23999999999999969,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004901668432239546,0.23999999999999969,0.0,0.0,0,0,0.009820360601837734,0.04666666666666667,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0004902999646149138,0.07999999999999997,0.012828180475717715,0.05,0.016534083757662722,0.030000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
15000,0.0,0.0,0.0,0.15999999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15999999999999984,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006379303915025586,0.016666666666666666,0.018353434129389654,0.05333333333333334,0,0,0.0024990217681569045,0.06999999999999999,0.005373765103034582,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.01393654294554682,0.030000000000000002,0.03027785608302452,0.13666666666666655,0.028769102794638457,0.03666666666666667,0.013274465777049951,0.013333333333333334,0,0,0,0,0,0,0,0,0.0,0.0,0.02199365125061914,0.04666666666666667,0.04596633262652646,0.06999999999999999,0.04654089099816488,0.06666666666666667,0.0039386031972967524,0.006666666666666667,0,0,0,0,0,0,0.040285533382223813,0.060000000000000005,0.04266956180763891,0.06666666666666667,0.025449518855997968,0.043333333333333335,0.04051044387588772,0.05666666666666667,0,0,0,0,0,0,0,0,0.013329624693539639,0.07333333333333332,0.0021241184796963433,0.10333333333333326,0.0,0.0,0.0,0.08666666666666663,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.08666666666666663,0.0,0.08666666666666663,0.0,0.0,0.0026187442794806735,0.08666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25999999999999973,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.010087558839054945,0.03666666666666667,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00646857212416166,0.016666666666666666,0.020139642163599196,0.06999999999999999,0.014872395006078268,0.17333333333333314,0.0,0.0,0,0,0.0038740531137860844,0.01,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0002820450615684711,0.08666666666666663,0.0007805555308684109,0.08666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
20000,0.0,0.0,0.0,0.15999999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0063103364885833645,0.016666666666666666,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15999999999999984,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013325475400316466,0.043333333333333335,0.014042891473514145,0.03666666666666667,0.0,0.0,0,0,0.0,0.07333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.07333333333333332,0.00713073729057291,0.01,0.012937817546107257,0.02,0,0,0,0,0,0,0,0,0.07325154621615544,0.10333333333333326,0.035600293212697746,0.03333333333333333,0.01492142077880305,0.02,0.018453170452077106,0.03333333333333333,0.0,0.0,0,0,0,0,0,0,0.03370408886498561,0.06666666666666667,0.022583727425555505,0.05666666666666667,0.028841586008629967,0.04,0.0,0.0,0,0,0,0,0,0,0,0,0.014333720466728964,0.06333333333333334,0.0,0.0,0.0,0.0,0.0,0.07333333333333332,0.0,0.0,0.0,0.0,0,0,0,0,0.018712547237248477,0.06999999999999999,0.0,0.07333333333333332,0.0,0.0,0.00040562604657351324,0.07333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21999999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.006255465271307291,0.030000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.007068467864628681,0.043333333333333335,0.02053066120027332,0.05333333333333334,0.017872958444093173,0.05,0.016539485995224014,0.1299999999999999,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.005635999652026098,0.07333333333333332,0.0,0.07333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
25000,0.0,0.0,0.004051090981362883,0.15999999999999984,0.0,0.0,0.008261537601304311,0.023333333333333334,0.03903789469177982,0.09333333333333328,0.041682432698074125,0.10999999999999992,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024681534791842962,0.15999999999999984,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001346357231489835,0.043333333333333335,0.007605909614913551,0.03666666666666667,0.0,0.0,0.0,0.0,0,0,0.0,0.08666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.08666666666666663,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.012813632469189103,0.02666666666666667,0.039900734818729536,0.08666666666666663,0.0392479209063569,0.06999999999999999,0.02344785331936317,0.02,0.0,0.0,0,0,0,0,0,0,0.032166848300489256,0.08666666666666663,0.02057086285294424,0.10333333333333326,0.01944984285960541,0.02,0.022152390231300372,0.02,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08666666666666663,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.08666666666666663,0.0,0.0,0.00048511384619928297,0.08666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25999999999999973,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.013649216696506506,0.05666666666666667,0.005953248642783844,0.023333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.006256494950820782,0.06999999999999999,0.03316544880121749,0.09333333333333328,0.01992001315569905,0.04,0.004140967834722304,0.09666666666666661,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.009838801859924931,0.043333333333333335,0.00708723072395357,0.043333333333333335,0.008854928475827174,0.08666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
30000,0.010938687386209947,0.06999999999999999,0.014706495287370528,0.10333333333333326,0.009210589175317302,0.04,0.06403501888846869,0.18999999999999978,0.0896768323750249,0.22333333333333305,0.04689059742768131,0.10666666666666659,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.014488126998514525,0.1299999999999999,0.006882856706383215,0.02666666666666667,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.009527942565563802,0.08666666666666663,0.0,0.0,0.0,0.0,0.005241215430527534,0.016666666666666666,0,0,0.0,0.07999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0072835904446078275,0.10999999999999992,0.010140396444701157,0.02666666666666667,0.0,0.0,0,0,0,0,0,0,0,0,0.03150204791593097,0.06333333333333334,0.007440173307134981,0.016666666666666666,0.0061008025515828825,0.016666666666666666,0.008033691022858098,0.06333333333333334,0.0,0.0,0,0,0,0,0,0,0.043518762976289066,0.14999999999999986,0.008123616580430152,0.08999999999999996,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07999999999999997,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.07999999999999997,0.0,0.0,0.00034396344786325584,0.07999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23999999999999969,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.013237276862380219,0.05,0.010251964909408108,0.03666666666666667,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.012742916432911854,0.03666666666666667,0.021759330328515583,0.1199999999999999,0.0017637859558130781,0.0033333333333333335,0.0,0.0,0.0,0.07999999999999997,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.00830112595991513,0.023333333333333334,0.016805524170096314,0.06999999999999999,0.002314581822302093,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
35000,0.013473078748670693,0.09999999999999994,0.051513342645430366,0.13666666666666655,0.08251280931645522,0.23999999999999969,0.05712980086542813,0.1433333333333332,0.011586722189087796,0.05,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.010197975617625189,0.04,0.006509700955850762,0.013333333333333334,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.012570547774381269,0.03666666666666667,0.00925199176906899,0.03666666666666667,0.0,0.0,0.017638710088178536,0.03666666666666667,0.02571616503074503,0.06666666666666667,0,0,0.00037572035476996933,0.07999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.019104963228015137,0.15999999999999984,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.011319435676774823,0.030000000000000002,0.01311075453678201,0.05,0.0,0.07999999999999997,0.0,0.0,0,0,0,0,0,0,0.002712379652524113,0.08999999999999996,0.004553416472224293,0.14999999999999986,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07999999999999997,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.07999999999999997,0.0,0.0,0.0010400774775207347,0.07999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23999999999999969,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.006803787974164913,0.023333333333333334,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.006760482870002757,0.07999999999999997,0.00034284581657319056,0.07999999999999997,0.0,0.0,0.0,0.0,0.0,0.07999999999999997,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.015475606180987981,0.06999999999999999,0.002240795894179681,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.004953682431950046,0.01,0,0,0,0
40000,0.10380141750740222,0.23666666666666636,0.05468628347799062,0.13666666666666655,0.021587010863659033,0.08666666666666663,0.015219980355197553,0.08666666666666663,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.02289313981550402,0.043333333333333335,0.08167544393866277,0.16999999999999982,0.0,0.0,0,0,0,0,0,0,0.01576285079661329,0.030000000000000002,0.02053381709751281,0.04,0.007369518169272778,0.016666666666666666,0.01521440202598372,0.03666666666666667,0.02462004509251218,0.05666666666666667,0.020076170404954324,0.05,0.010918814422457396,0.030000000000000002,0,0,0.0024011415731852986,0.07999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.007870598808256704,0.043333333333333335,0.010257653852286273,0.15333333333333318,0.009004287644320947,0.03333333333333333,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0037187002588403937,0.07999999999999997,0.0,0.07999999999999997,0.0,0.0,0,0,0,0,0,0,0.0,0.07999999999999997,0.0,0.15999999999999984,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07999999999999997,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.07999999999999997,0.0033259462186344063,0.03666666666666667,0.0019828420952190417,0.043333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23999999999999969,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.07999999999999997,0.0012622412168659994,0.07999999999999997,0.0,0.0,0.0,0.0,0.0,0.07999999999999997,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.004520730629618093,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.001471654347710023,0.006666666666666667,0,0,0,0
45000,0.0170575784820994,0.03333333333333333,0.012634917856201505,0.08666666666666663,0.017737725782521224,0.07666666666666665,0.0008250958513527283,0.0033333333333333335,0.015790251328514113,0.02666666666666667,0.026132095042601635,0.04666666666666667,0,0,0,0,0.07381726549091217,0.10333333333333326,0.09273862168597241,0.14999999999999986,0.11004596112625464,0.1933333333333331,0.05128200789814223,0.09333333333333328,0.0,0.0,0,0,0,0,0,0,0.012210585733770367,0.013333333333333334,0.020415382875895165,0.02666666666666667,0.018953712715465806,0.03333333333333333,0.02068438684523087,0.05333333333333334,0.01569905729351381,0.03666666666666667,0.0,0.0,0.0,0.0,0,0,0.0046659950027938026,0.08666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.012989898024330582,0.04,0.014075492456961304,0.1566666666666665,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.08666666666666663,0.0,0.08666666666666663,0.0,0.0,0,0,0,0,0,0,0.0012658114018530078,0.0833333333333333,4.274305397732972e-05,0.17666666666666647,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08666666666666663,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.08666666666666663,0.0008030645292777486,0.08666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.011101113309468667,0.023333333333333334,0.01919916151267064,0.05333333333333334,0.0,0.0,0.0,0.25999999999999973,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.08666666666666663,0.0023088931152132853,0.08666666666666663,0.0,0.0,0.0,0.0,0.0,0.08666666666666663,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
50000,0.02175588042451012,0.05666666666666667,0.039303458756417955,0.10333333333333326,0.043028833580677966,0.06333333333333334,0.04246940737606874,0.060000000000000005,0.02133567665940517,0.03333333333333333,0.0,0.0,0,0,0,0,0.1574331849594915,0.23333333333333303,0.11569985460493092,0.23999999999999969,0.06659814683742235,0.0833333333333333,0.026025224735277748,0.03666666666666667,0.005895879443814771,0.006666666666666667,0,0,0,0,0,0,0.013382270197230244,0.016666666666666666,0.0007086073832196426,0.0033333333333333335,0.018717844727565207,0.060000000000000005,0.005888947180720734,0.023333333333333334,0.0,0.0,0.0,0.0,0.008979899527814115,0.01,0,0,0.008650026716801108,0.030000000000000002,0.0,0.0,0.016750420797870313,0.023333333333333334,0.020381900443714636,0.02666666666666667,0.015786400056559964,0.02,0,0,0,0,0,0,0.015756716602383074,0.06999999999999999,0.0,0.07999999999999997,0.011512577506528452,0.05,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.07999999999999997,0.0,0.07999999999999997,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0010191356078649752,0.23999999999999969,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07999999999999997,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.07999999999999997,0.0,0.07999999999999997,0.0,0.0,0.012662827246249158,0.030000000000000002,0.02090425443735635,0.04,0.009274773751460179,0.016666666666666666,0.0,0.0,0.0,0.0,0.0006661617445073866,0.23999999999999969,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.07999999999999997,0.0014504318326033017,0.07999999999999997,0.0,0.0,0.0,0.0,0.0,0.07999999999999997,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
