Time,E1_e,E2_e,E3_e,E4_e,E5_e,E6_e,E7_e,off_R1_e,off_R2_e,off_R3_e,off_R4_e,on_R1_e,on_R2_e,on_R3_e,on_R4_e,on_R5_e,on_R6_e
10000,4,0,0,7,0,7,0,0,0,0,0,1,0,0,1,0,0
20000,6,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0
30000,1,0,0,13,0,5,0,0,0,0,0,2,0,0,0,0,0
40000,0,0,0,10,0,9,0,0,0,0,0,8,0,0,0,0,0
50000,0,0,0,1,0,9,0,0,0,0,0,5,0,0,2,0,0
60000,4,0,0,0,0,3,0,0,0,0,0,3,0,0,7,0,1
70000,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4
80000,14,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1
90000,16,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0
100000,12,0,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0
110000,11,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0
120000,2,0,0,13,0,9,0,0,0,0,0,2,0,0,0,0,0
130000,0,0,0,11,0,9,0,0,0,0,0,9,0,0,0,0,0
140000,0,0,0,2,0,7,0,0,0,0,0,4,0,0,2,0,0
150000,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
160000,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
170000,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1
180000,11,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0
190000,8,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0
200000,9,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0
210000,2,0,0,9,0,5,0,0,0,0,0,1,0,0,0,0,0
220000,0,0,0,9,0,7,0,0,0,0,0,9,0,0,0,0,0
230000,0,0,0,1,0,12,0,0,0,0,0,6,0,0,2,0,0
240000,4,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1
250000,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5
260000,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1
270000,13,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0
280000,8,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0
290000,6,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0
300000,2,0,0,12,0,10,0,0,0,0,0,2,0,0,0,0,0
310000,0,0,0,14,0,7,0,0,0,0,0,6,0,0,0,0,0
320000,0,0,0,2,0,7,0,0,0,0,0,4,0,0,2,0,0
