Time,E1_D,E1_T,E1_V,E2_D,E2_T,E2_V,E3_D,E3_T,E3_V,E4_D,E4_T,E4_V,E5_D,E5_T,E5_V,E6_D,E6_T,E6_V,E7_D,E7_T,E7_V,off_R1_D,off_R1_T,off_R1_V,off_R2_D,off_R2_T,off_R2_V,off_R3_D,off_R3_T,off_R3_V,off_R4_D,off_R4_T,off_R4_V,on_R1_D,on_R1_T,on_R1_V,on_R2_D,on_R2_T,on_R2_V,on_R3_D,on_R3_T,on_R3_V,on_R4_D,on_R4_T,on_R4_V,on_R5_D,on_R5_T,on_R5_V,on_R6_D,on_R6_T,on_R6_V
10000,0.08264390820792872,1.4999999999999973,0.05509593880528591,0.058542063918221685,0.09333333333333334,0.6272363991238037,1.1333882318971493,3.133333333333352,0.36171964847781146,0.9412036130926391,1.773333333333329,0.5307539171575045,0.8616879470128244,1.9033333333333275,0.452725716469086,0.9344561248056925,2.0566666666666604,0.45435467980827976,0.9221502197265485,1.8566666666666605,0.4966697772315359,0.1945876699567911,0.4633333333333327,0.4199733883959526,0.3529053398561955,1.8633333333333268,0.1893946367743453,0.061155409197123534,1.4333333333333313,0.042666564556132755,0.0,0.0,0.0,0.052217351006636076,0.313333333333333,0.1666511202339451,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.12417715774394796,0.9500000000000022,0.13071279762520807,0.04584192707825425,0.15999999999999995,0.28651204423908916,0.0,0.0,0.0
20000,0.03253639493850606,1.4999999999999973,0.02169092995900408,0.0864170389658366,0.1666666666666666,0.5185022337950198,0.22067966096031894,1.2966666666666664,0.17018996989227686,0.5040648237695492,1.3299999999999996,0.3789961080974055,1.025731882861921,2.1599999999999966,0.4748758716953346,0.9493912839673518,2.0933333333333284,0.45353086813727106,0.9229192705528001,1.866666666666661,0.49442103779614444,0.11463760492722579,0.26333333333333314,0.43533267693883243,0.4480972123084011,2.6733333333333413,0.16761741108793007,0.13594168975589338,1.6566666666666625,0.08205735800154551,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.05453373615176466,1.140000000000001,0.04783661065944264,0.1003794276672116,0.5033333333333327,0.1994293264911491,0.0,0.0,0.0
30000,0.31887768600768157,2.039999999999994,0.15631259118023655,0.0512699501330071,0.09,0.5696661125889678,0.08447217721757869,0.9133333333333352,0.092487785274721,0.08574410956312616,1.3299999999999992,0.06446925531062121,0.2860050513015543,1.383333333333332,0.2067506394950997,1.2090285833922805,2.4300000000000024,0.497542626910403,0.5680966173840778,1.536666666666664,0.3696941110959298,0.0,0.0,0.0,0.5076807512091885,2.7000000000000086,0.18802990785525442,0.15511068414955054,1.6399999999999961,0.09457968545704323,0.0,0.0,0.0,0.06451682971810999,0.3499999999999996,0.1843337991946002,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.1925140736902887,1.336666666666666,0.14402549153886943,0.1758611329746014,0.9366666666666688,0.18775209926113987,0.0,0.0,0.0
40000,0.772429832602685,2.2266666666666644,0.3468996254203679,0.35391602026541924,0.5599999999999997,0.6319928933311061,0.15611143478129352,0.8766666666666685,0.17807387997866145,0.03878834684455126,1.3633333333333322,0.028451110154927597,0.10652825668453893,1.5099999999999973,0.07054851436062193,0.3790992033612857,1.4433333333333314,0.26265533720181494,0.4412934289893486,2.3966666666666683,0.18412799540584768,0.0040652423728268884,0.13,0.03127109517559145,0.2387037633612024,2.119999999999995,0.11259611479302024,0.11006427218780823,1.6233333333333295,0.0678013997050155,0.0,0.0,0.0,0.25668545888517236,0.873333333333335,0.2939146475784411,0.0,0.0,0.0,0.0,0.15999999999999995,0.0,0.29346436338547977,1.0900000000000016,0.2692333609041095,0.2890700310414145,1.0566666666666686,0.27356785272058104,0.0,0.0,0.0
50000,0.8188976498440009,2.0433333333333272,0.4007655708861354,1.1184425880164113,1.6966666666666628,0.6591999536442518,0.2021775296156514,0.723333333333334,0.2795081054594256,0.18261317502023577,1.7633333333333283,0.10356134689238353,0.13032127070429378,1.8866666666666603,0.06907487846517361,0.03127320117258613,1.3999999999999984,0.02233800083756155,0.14955034557046434,2.666666666666674,0.05608137958892397,0.0,0.1666666666666666,0.0,0.01352534649312789,2.1666666666666625,0.006242467612212884,0.1533919428046625,2.189999999999997,0.07004198301582773,0.0,0.0,0.0,0.09140216215824518,1.0000000000000024,0.09140216215824495,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.1684544895000467,0.8500000000000015,0.19818175235299576,0.16158974583609428,0.9800000000000022,0.16488749575111625,0.0,0.0,0.0
60000,0.9774116094060893,2.103333333333329,0.4646964862469531,1.1422177693944227,1.9899999999999936,0.573978778590164,0.8417250898085126,1.556666666666664,0.5407227557656407,0.28889947785952136,1.4366666666666648,0.20109012380013114,0.44859460895811065,2.306666666666666,0.19447743162923875,0.09187193298618898,1.5466666666666635,0.05939995667210506,0.015779323599024356,2.666666666666674,0.005917246349634117,0.005154345052700848,0.1666666666666666,0.0309260703162051,0.009948849746863888,2.1966666666666637,0.004529066652593582,0.27334739548216225,2.7866666666666773,0.09809117062756981,0.0,0.0,0.0,0.02858378824227655,1.0900000000000016,0.026223658937868353,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.12807284347449788,1.073333333333335,0.11932252497624007,0.052457023159054365,0.7066666666666672,0.07423163654583159,0.0,0.0,0.0
70000,0.9865704099813526,2.0166666666666604,0.4892084677593499,1.373138189080827,2.023333333333327,0.678651493779653,0.8375188363663054,1.4633333333333318,0.5723363346466785,0.4669626830514687,1.2033333333333338,0.38805763134471066,0.4122449223872249,1.7133333333333294,0.24060987687970378,0.5977203643774617,1.9066666666666605,0.3134897015965718,0.2698414502202217,2.4100000000000015,0.11196740673038239,0.08323698474019621,0.23666666666666647,0.35170556932477304,0.16887022049936476,2.189999999999997,0.07710968972573744,0.2624441460370278,2.246666666666665,0.11681490179689676,0.0,0.0,0.0,0.0466104885212768,1.0666666666666684,0.04369733298869693,0.0,0.0,0.0,0.0,0.1533333333333333,0.0,0.09882088568876637,1.263333333333333,0.07822233695680718,0.04237820418320241,0.6133333333333334,0.06909489812478653,0.0,0.0,0.0
80000,1.051858902638894,2.126666666666662,0.4946044996734622,1.4038071340163178,2.1799999999999975,0.6439482266129906,1.136754592989327,2.166666666666664,0.5246559659950747,0.4573866562079416,1.6666666666666632,0.27443199372476557,0.41623887781538815,1.6299999999999968,0.25536127473336745,0.6438231886366981,1.5366666666666642,0.41897387546856774,0.8110785386361787,2.3800000000000012,0.3407893019479741,0.06837210668651937,0.22333333333333316,0.3061437612829228,0.4256417066249871,1.4733333333333312,0.2888970859445618,0.19825368808168015,1.9799999999999924,0.10012812529377824,0.02165439504623422,0.14666666666666664,0.14764360258796064,0.01855298281976954,1.2200000000000004,0.015207362967024208,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.06516611458406049,1.8133333333333277,0.03593719554268053,7.554841256081737e-05,0.6666666666666671,0.00011332261884122598,0.0,0.0,0.0
90000,0.5097773545825185,1.5866666666666631,0.32128824868646194,1.5143897822020604,2.406666666666669,0.6292478319399137,0.9948781305235598,2.013333333333327,0.4941447668163392,0.625140734633007,1.6499999999999966,0.37887317250485353,0.726168193142665,2.179999999999997,0.3331046757535165,0.5172684427310223,1.0366666666666686,0.4989727743386058,0.7360198304334955,1.776666666666662,0.41427007341472655,0.05349209661253824,0.1666666666666666,0.32095257967522955,0.2108990141924734,0.9166666666666685,0.23007165184633416,0.18652192200862236,1.8999999999999932,0.09816943263611738,0.0,0.0,0.0,0.17008532491518585,1.6433333333333293,0.10350019771715188,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.11317402232073974,2.1633333333333296,0.05231464822222185,0.0,0.6666666666666671,0.0,0.0,0.0,0.0
100000,0.0767300001325339,1.6666666666666623,0.046038000079520455,0.14457647395889067,0.8866666666666684,0.1630561736378463,1.2396000452915232,2.500000000000005,0.4958400181166083,0.5595349199545417,1.3366666666666662,0.41860467827023085,0.8380594076269658,2.3366666666666673,0.35865595190882976,0.6154100012927789,1.1133333333333346,0.5527634742150702,0.6028973264502645,1.4199999999999988,0.4245755820072289,0.1372746576867142,0.3966666666666662,0.3460705655967589,0.23106015393039123,1.2000000000000006,0.19255012827532592,0.1471132162207285,1.953333333333326,0.07531393321880327,0.0,0.0,0.0,0.2343509961852105,1.2799999999999996,0.18308671576969576,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.2257962029645197,2.333333333333333,0.09676980127050845,0.0,0.6666666666666671,0.0,0.0,0.0,0.0
110000,0.048139877386581334,1.6666666666666623,0.028883926431948877,0.11454487713979344,0.9733333333333357,0.11768309295184229,0.17467195296719956,1.6033333333333304,0.10894300600864858,0.5047955182580688,1.2899999999999996,0.39131435523881314,0.8899930747621527,2.1566666666666636,0.41267066835957683,0.8568915786064906,1.4266666666666652,0.6006249382755782,0.45407047627931985,0.846666666666668,0.5363037121409281,0.2933690071887172,0.7466666666666675,0.39290492034203156,0.12145141739896247,1.4633333333333312,0.08299641280111343,0.15728310280067412,1.9699999999999924,0.07983913847749986,0.004513502124403093,0.01,0.45135021244030926,0.2605282950916515,0.7700000000000009,0.33834843518396257,0.03533597798584373,0.09666666666666666,0.36554459985355586,0.0,0.1666666666666666,0.0,0.0796741614251142,2.333333333333333,0.034146069182191804,0.01636508606338905,0.7766666666666677,0.021070926261874283,0.0,0.0,0.0
