Time,E1_e,E2_e,E3_e,E4_e,E5_e,E6_e,E7_e,off_R1_e,off_R2_e,off_R3_e,off_R4_e,on_R1_e,on_R2_e,on_R3_e,on_R4_e,on_R5_e,on_R6_e
10000,11,0,0,0,0,0,0,3,0,1,0,0,4,1,1,3,3
20000,12,6,0,2,3,0,0,3,0,0,0,0,0,0,0,4,5
30000,7,12,11,11,9,0,0,3,0,3,0,0,0,0,0,0,0
40000,12,10,15,6,13,9,0,1,7,1,0,0,0,0,0,0,0
50000,9,7,10,13,10,14,2,0,3,0,0,0,0,0,0,0,0
60000,5,13,9,7,11,10,12,0,0,0,0,0,0,0,0,0,0
70000,1,6,9,5,7,9,13,2,0,4,0,3,0,0,0,0,0
80000,0,1,7,6,7,2,8,0,5,2,0,5,0,0,0,0,0
90000,0,0,1,0,0,4,7,3,5,0,1,4,2,1,4,0,0
100000,13,1,0,0,1,0,0,3,0,0,0,0,4,0,4,4,5
110000,21,8,0,2,4,0,0,3,0,0,0,0,0,0,0,4,4
120000,15,15,7,2,6,0,0,3,0,6,0,0,0,0,0,0,0
130000,18,19,16,6,4,7,0,0,6,2,1,0,0,0,0,1,0
140000,11,14,14,8,6,4,9,0,1,0,0,0,0,0,0,0,0
150000,9,14,19,16,9,5,5,3,0,0,0,0,0,0,0,0,0
160000,0,12,13,17,14,8,5,1,0,3,0,3,0,0,0,0,0
170000,0,0,14,7,16,10,8,2,3,6,0,5,0,0,0,0,0
180000,0,0,3,0,1,8,6,3,7,0,0,6,3,2,4,0,0
190000,9,1,0,0,0,0,0,4,0,0,0,0,4,1,5,3,3
200000,15,5,1,4,3,0,0,2,0,1,0,0,0,0,1,5,0
210000,12,13,12,11,11,0,0,1,0,3,0,0,0,0,0,0,0
220000,9,11,15,12,13,9,0,3,7,1,0,0,0,0,0,0,0
230000,10,11,11,11,12,10,10,0,1,0,0,0,0,0,0,0,0
240000,10,12,14,9,15,7,11,1,0,0,0,0,0,0,0,0,0
250000,0,11,12,12,8,9,10,0,0,3,0,3,0,0,0,0,0
260000,0,0,12,4,10,9,9,1,4,7,0,5,0,0,0,0,0
270000,0,0,0,0,2,3,9,2,8,0,0,5,1,1,4,0,0
280000,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,2,4
290000,17,10,0,0,1,0,0,2,0,0,1,0,0,0,0,4,4
300000,5,16,10,10,8,1,0,2,1,6,0,0,0,0,0,0,0
310000,14,12,16,9,10,10,0,0,6,2,0,0,0,0,0,0,0
320000,9,10,14,12,9,8,8,0,0,1,0,0,0,0,0,0,0
330000,7,9,9,12,14,8,12,3,0,0,0,0,0,0,0,0,0
340000,0,7,11,6,13,9,12,2,0,2,0,3,0,0,0,0,0
350000,0,0,7,7,6,10,10,0,2,4,0,5,0,0,1,0,0
360000,0,0,0,0,1,2,9,2,8,0,0,4,3,1,2,0,0
370000,12,1,0,0,0,0,0,3,0,0,0,0,2,1,2,5,3
380000,15,10,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1
390000,12,16,9,7,5,1,0,0,1,5,0,0,0,0,0,0,0
400000,14,12,17,9,10,5,0,0,3,2,0,0,0,0,0,0,0
410000,13,18,16,13,10,11,8,0,1,0,0,0,0,0,0,0,0
420000,8,12,15,11,12,3,10,1,0,0,0,0,0,0,0,0,0
430000,0,11,14,15,14,12,6,1,0,6,0,4,0,0,0,0,0
440000,0,2,11,5,12,12,10,2,2,2,0,5,0,0,0,0,0
450000,0,0,0,0,1,8,7,2,6,0,0,4,2,2,6,0,0
460000,9,1,0,0,1,0,0,1,0,0,0,0,4,0,1,3,4
470000,16,7,2,1,1,0,0,3,0,0,0,0,0,0,1,0,4
480000,14,15,8,9,6,0,0,2,0,5,0,0,0,0,0,1,0
490000,11,16,9,8,15,6,0,1,5,1,0,0,0,0,0,0,0
500000,12,12,14,8,5,8,8,1,2,0,0,0,0,0,0,0,0
510000,8,9,14,14,11,7,14,0,0,0,0,0,0,0,0,0,0
520000,0,13,12,10,14,2,13,0,0,1,0,6,0,0,0,0,0
530000,0,3,13,8,7,14,2,3,2,0,0,6,0,0,0,0,0
540000,0,1,3,0,0,4,3,3,5,0,0,5,2,1,4,0,0
550000,13,1,0,0,2,0,0,3,0,0,0,0,5,0,4,4,3
560000,20,8,0,3,2,0,0,2,0,0,0,0,0,0,1,4,6
570000,13,17,13,10,8,1,0,1,0,4,0,0,0,0,0,1,0
580000,13,16,19,10,11,3,1,4,3,2,0,0,0,0,0,0,0
590000,12,17,17,15,13,12,9,0,2,0,0,0,0,0,0,0,0
600000,9,9,15,11,11,7,12,0,0,0,0,0,0,0,0,0,0
610000,0,10,15,13,13,9,8,2,1,5,0,3,0,0,0,0,0
620000,0,1,8,11,15,6,11,2,6,4,0,6,0,0,0,0,0
630000,1,0,0,0,1,5,2,2,4,0,0,4,4,1,6,0,0
640000,13,0,0,0,2,0,0,2,0,0,0,0,5,0,6,2,3
650000,15,6,1,2,3,0,0,3,0,0,0,0,0,0,2,4,3
660000,6,20,10,8,9,1,0,3,0,8,0,0,0,0,0,1,0
670000,10,7,20,9,14,8,0,4,5,2,0,0,0,0,0,0,0
680000,12,6,11,12,13,14,7,1,2,0,0,0,0,0,0,0,0
690000,11,9,7,10,14,11,12,1,0,0,0,0,0,0,0,0,0
700000,0,12,10,10,7,12,13,2,0,2,0,5,0,0,0,0,0
