Time,E1_D,E1_T,E2_D,E2_T,E3_D,E3_T,E4_D,E4_T,E5_D,E5_T,E6_D,E6_T,E7_D,E7_T,off_R1_D,off_R1_T,off_R2_D,off_R2_T,off_R3_D,off_R3_T,off_R4_D,off_R4_T,on_R1_D,on_R1_T,on_R2_D,on_R2_T,on_R3_D,on_R3_T,on_R4_D,on_R4_T,on_R5_D,on_R5_T,on_R6_D,on_R6_T
13630,127.43469009989053,31.166666666666668,127.19061238196576,10.333333333333334,289.76584827105546,107.75,61.71582057082863,8.25,192.09003627079923,18.833333333333332,227.45125164870865,21.166666666666668,178.13188363813822,20.583333333333332,0.0,0.0,24.644253628941044,2.25,0.0,0.0,43.78204580159353,4.166666666666667,7.8079481882416575,1.1666666666666667,6.592622793175461,9.25,1.4698210249256423,13.833333333333334,48.89561636111386,18.916666666666668,0.0,0.0,0.0,0.0
13640,123.05734689775342,39.583333333333336,91.78249024172128,7.916666666666667,278.08308922313637,106.5,64.30611472691278,12.916666666666666,108.07474550167309,14.583333333333334,173.31161133360547,16.25,160.64321613839937,18.666666666666668,0.0,0.0,26.848114729940733,2.4166666666666665,0.0,0.0,43.78204580159353,4.166666666666667,17.203088670779284,2.8333333333333335,6.592622793175461,7.583333333333333,1.4698210249256423,10.5,48.14638477518963,17.083333333333332,0.0,0.0,0.0,0.0
13650,137.87862089220963,42.75,132.30911690363016,12.666666666666666,265.19912053828926,103.83333333333333,67.02839677562322,22.666666666666668,73.59298549909137,15.916666666666666,80.73877742680826,7.833333333333333,125.42176156165465,14.833333333333334,0.0,0.0,35.88570262669901,3.1666666666666665,0.0,0.0,43.78204580159353,4.166666666666667,22.0240989600881,5.333333333333333,6.592622793175461,5.916666666666667,1.4698210249256423,7.166666666666667,32.52036322820219,13.75,0.0,0.0,0.0,0.0
13660,130.22642041257936,41.666666666666664,211.206558173635,21.25,247.47715395682545,94.5,76.91915865141792,35.25,64.9928827131519,18.0,17.231032107654155,2.25,81.01645175405223,9.75,0.0,0.0,53.987057037744336,4.5,1.67055000000002,0.25,33.03730465125466,2.9166666666666665,32.39559951353394,8.666666666666666,6.592622793175461,4.25,1.4698210249256423,3.8333333333333335,27.611783337376455,10.416666666666666,0.0,0.0,0.0,0.0
13670,121.38061874699724,39.75,227.77990293530138,24.333333333333332,313.5199059086017,85.33333333333333,101.12528624356408,41.75,127.9214615967643,24.75,24.735153207128835,2.9166666666666665,22.333674077181893,2.6666666666666665,0.0,0.0,71.20091662628273,6.0,22.749927559435736,1.9166666666666667,12.72622959213831,1.0,32.63253780662826,12.0,6.592622793175461,2.5833333333333335,1.3358882948498554,0.5833333333333334,14.401840097266595,5.416666666666667,0.0,0.0,0.0,0.0
13680,139.8792680034562,35.0,273.31126611763335,28.083333333333332,351.27950677878897,71.08333333333333,142.92405277900147,47.666666666666664,185.7625822156042,30.25,67.49238548422909,6.833333333333333,0.0,0.0,7.09957840065469,0.75,95.33501566794831,7.916666666666667,27.53674981212089,2.25,12.156328821310316,1.25,32.63265204480941,15.333333333333334,11.276028242090787,1.9166666666666667,0.0,0.0,4.04059549400453,0.8333333333333334,0.0,0.0,11.611516947650584,1.6666666666666667
13690,151.1495944073113,27.916666666666668,324.5355259803849,31.75,366.2553442336418,60.833333333333336,136.0318603844365,46.166666666666664,212.79339768034137,32.666666666666664,154.92801499692175,15.166666666666666,2.8242228333332995,0.3333333333333333,16.54752330576833,1.4166666666666667,82.76631722317973,6.916666666666667,27.53674981212089,2.25,20.80606326667809,1.9166666666666667,24.82470385656774,17.5,9.569309956092695,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,14.83912551768911,3.3333333333333335
13700,151.1691571610789,19.916666666666668,341.1180238816684,32.833333333333336,344.1157711787105,58.0,116.57073881702212,39.416666666666664,242.739448062538,32.916666666666664,210.90585104982867,20.833333333333332,57.578099107505956,7.083333333333333,17.25853157416184,1.6666666666666667,80.56245612218004,6.75,27.53674981212089,2.25,20.80606326667809,1.9166666666666667,15.571793227857901,18.916666666666668,9.583929439727664,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,27.143461611829796,6.666666666666667
13710,132.66929956034554,18.333333333333332,268.44990602719844,26.083333333333332,310.70233462375637,61.583333333333336,102.87253454395629,28.25,245.01336156241237,28.166666666666668,275.8785068454824,27.416666666666668,118.23495968489904,14.583333333333334,45.28958284927979,4.25,71.52486822542176,6.0,27.53674981212089,2.25,20.80606326667809,1.9166666666666667,19.04883062648339,18.166666666666668,9.583950174658474,6.0,0.0,0.0,0.0,0.0,0.0,0.0,28.620513194207017,10.0
13720,129.06200292766025,20.666666666666668,162.1468218442784,16.666666666666668,281.8634764175322,68.41666666666667,92.98177266816161,15.666666666666666,236.57245556252414,24.75,289.5439216670922,29.0,158.095438889243,19.75,54.081797375802466,4.916666666666667,53.42351381437643,4.666666666666667,25.866199812120897,2.0,20.80606326667809,1.9166666666666667,20.83661357120059,16.25,10.185977160644052,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,28.6237045170094,13.333333333333334
13730,91.48239107667757,19.75,155.46978131588557,16.0,207.22834613860778,69.66666666666667,68.77564507601541,9.166666666666666,173.6438766789117,18.0,274.1349253850139,27.333333333333332,190.38771733173766,24.083333333333332,54.081797375802466,4.916666666666667,36.20965422583802,3.1666666666666665,4.786822252685179,0.3333333333333333,20.80606326667809,1.9166666666666667,20.599675278106268,12.916666666666666,18.57262493679786,9.416666666666666,0.0,0.0,0.0,0.0,9.75634735438535,1.5,29.145611633042275,16.666666666666668
