Time,E1_Q,E1_K,E2_Q,E2_K,E3_Q,E3_K,E4_Q,E4_K,E5_Q,E5_K,E6_Q,E6_K,E7_Q,E7_K,off_R1_Q,off_R1_K,off_R2_Q,off_R2_K,off_R3_Q,off_R3_K,off_R4_Q,off_R4_K,on_R1_Q,on_R1_K,on_R2_Q,on_R2_K,on_R3_Q,on_R3_K,on_R4_Q,on_R4_K,on_R5_Q,on_R5_K,on_R6_Q,on_R6_K
10,6.889777523178476,21.69811320754717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3591136989327888,9.084302325581392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,23.274853318815662,46.462264150943355,4.195907989084449,5.005005005005006,0.0,0.0,0.6589034573723864,2.317497103128621,0.0,0.0,0.8897212997193182,2.2635408245755864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.849897610676953,15.443313953488367,0.8051833032644156,2.3229882921390077,2.253939846566928,5.013033888109087,0.03826488406477015,0.33311125916055967,0.0,0.0,0.0,0.0
30,25.64652654074733,49.213836477987364,14.99865568075151,19.008907897796792,1.6655663983209859,1.8981264375516405,1.5776673253516158,3.2831208960988802,1.1607915718400743,1.5246332217579024,1.6964611239003302,3.5569927243330643,0.05905961543626944,0.12202413637417481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.596358317874298,19.985465116279062,3.0964663830066583,7.43356253484482,1.8809406334882146,6.684045184145449,1.259656069939627,2.442815900510771,0.0,0.0,0.0,0.0
40,29.284204574942695,57.31132075471694,20.4773126782622,26.76919343586011,8.308663218123204,9.965163797146095,2.9713689645195522,4.490150637311703,1.5925855921770538,2.0790453023971396,1.9447947022298764,3.5569927243330643,1.1020837013713907,1.9218801478932526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.247911299648283,29.0697674418605,2.740365226545884,10.221148485411629,1.410705475116161,7.51955083216363,1.4308722526486415,3.497668221185876,0.0,0.0,0.0,0.0
50,33.059778598940305,62.452830188679215,25.407290531876072,33.063366396699735,14.147013240345913,17.28411603135257,6.633723023809456,8.690614136732325,3.713455937048321,4.5738996652737045,2.3999409971437324,4.139046079223929,1.2503292445720515,2.196434454735146,0.0,0.0,0.7608771841108786,0.8987417615338525,0.0,0.0,0.0,0.0,8.717377508493051,39.42587209302335,2.1932844841438093,11.893700055751713,1.1285643800929288,8.020854220974538,2.0272712268394466,6.1292471685543,0.0,0.0,0.0,0.0
60,34.2368885387012,65.56603773584904,29.706929273242782,38.92781670559447,17.734533552736746,22.05176302449699,11.534261584163204,14.967168791039015,7.159796365977345,9.286402350707224,3.3555716123514787,5.173807599029913,1.670280020184473,3.0506034093543692,0.2484986041558975,0.5059046297500832,1.3160692814134105,1.4979029358897542,0.21648608138649428,0.39753001351602046,0.0,0.0,8.431553446590266,48.90382751938,1.8277370701198412,13.008734435978434,0.9404703167441073,8.35505648018181,2.7704675308089417,8.43881856540085,0.4632424608880276,1.0644768856447686,0.054686433140872494,0.307332964533776
70,40.504435440836154,82.78301886792458,34.595333085728356,46.106712773379435,27.14224525060096,34.333757620419355,15.787788270627127,20.471224410969484,12.309417796650672,15.939347318378067,5.668504785963845,8.353543519267044,2.4945155108456785,4.514893045844467,1.682287403365209,3.2522440483933903,2.026999959341681,2.2468544038346314,0.8981536775247795,1.1925900405480614,0.0,0.0,10.318024625724162,64.49854651162813,1.8277370701198412,16.106052158830444,0.9404703167441073,10.026067776218174,2.8386159612277524,11.769931157006448,0.9546786372174662,2.737226277372262,1.3898468961321642,3.073329645337758
80,40.643212332046254,104.24528301886782,36.185414161600335,50.40393929282817,31.167803689850786,40.19561867756412,23.859407273070858,30.80339899575127,17.682404422833645,23.28530738684795,8.892994839726995,12.449474535165713,4.274045000818568,7.565496455198837,7.652476371362837,12.141711114001984,2.775483417046665,3.0457359696425,0.8981536775247795,1.1925900405480614,0.0,0.0,12.094116349603445,68.4350775193801,1.6263878865272632,17.499845134113848,0.19875821839065008,9.27411269300181,2.825954142341978,14.990006662225197,1.7181308445330972,5.77858880778589,2.0048467503251084,6.761325219743067
90,40.268545961870664,139.15094339622595,32.55438344919521,49.79727201949424,32.84307523591141,43.76856256001426,26.533961860847686,40.845886442641984,22.552261500716188,38.531639604427006,9.446020559297976,13.365669630827258,6.378532142215529,11.28723261461117,11.759440366874353,17.778934131217202,2.775483417046665,3.0457359696425,1.7547554763804207,2.6060300886050225,0.0,0.0,12.034161803899243,65.93689437984521,0.346549129445406,14.55739329740444,0.009601183835518766,7.603101396965449,2.2615188222366567,14.379302687097505,1.8925084930679335,6.386861313868614,2.683637964788217,11.678652652283477
100,38.826835212828676,182.3113207547159,28.83802874683488,51.36449580894024,28.639011294666492,42.54036310042202,25.438625560696792,49.15025106218622,23.102284819772123,54.54028843288501,9.028992050659415,13.850714093236315,7.524673361638005,13.666703273907578,12.763542273690454,19.00755966061026,2.775483417046665,3.0457359696425,2.915238057438924,3.931130133658423,0.48094911527648115,0.919254943867995,13.411931555250996,62.83309108527154,0.16387043284146166,11.924673232980233,0.009601183835518766,5.932090100929085,1.937432022107376,13.268931823228973,2.2541093267761867,7.299270072992702,3.7464226156049043,15.289814985555344
