===> epoch: 0, train_loss: 0.4158956131933974, val_loss_q: 1.4557498528058683, val_loss_k: 19.418099775311024, test_loss_q: 1.4870415710929452, test_loss_k: 20.347923513655758, test_mape_q: 11.105389544715788, test_mape_k: 33.343002983312246
===> epoch: 1, train_loss: 0.408093999047399, val_loss_q: 1.434408447550965, val_loss_k: 19.337443876502682, test_loss_q: 1.456848377063086, test_loss_k: 20.385227562334393, test_mape_q: 10.734616063759187, test_mape_k: 32.97073591171161
===> epoch: 2, train_loss: 0.4065415828397913, val_loss_q: 1.4257424462274482, val_loss_k: 19.434288996912233, test_loss_q: 1.4343557000507754, test_loss_k: 20.361039453547857, test_mape_q: 10.154957496862696, test_mape_k: 33.07932375361771
===> epoch: 3, train_loss: 0.40671208206584597, val_loss_q: 1.4203616456365613, val_loss_k: 19.359481357306002, test_loss_q: 1.421733779019749, test_loss_k: 20.156830970774713, test_mape_q: 9.795600501177102, test_mape_k: 32.928925617997585
===> epoch: 4, train_loss: 0.4068458090044544, val_loss_q: 1.4214489319572925, val_loss_k: 19.496875010138428, test_loss_q: 1.4155605274226664, test_loss_k: 20.09996267193474, test_mape_q: 9.602677779254561, test_mape_k: 33.10508354049485
===> epoch: 5, train_loss: 0.40332114821060405, val_loss_q: 1.414709234522833, val_loss_k: 19.533187978050456, test_loss_q: 1.4098331830655397, test_loss_k: 20.05542846217561, test_mape_q: 9.451721335209426, test_mape_k: 33.1650451455079
===> epoch: 6, train_loss: 0.4049155826508292, val_loss_q: 1.4071919606448873, val_loss_k: 19.24597304988117, test_loss_q: 1.403438996303303, test_loss_k: 20.140610703688896, test_mape_q: 9.31566616768453, test_mape_k: 32.75405390387323
===> epoch: 7, train_loss: 0.408119057805707, val_loss_q: 1.402320552254575, val_loss_k: 19.305591743132872, test_loss_q: 1.3939989050651707, test_loss_k: 20.101719311620414, test_mape_q: 9.19070279010435, test_mape_k: 32.53829376979208
===> epoch: 8, train_loss: 0.41170480168307677, val_loss_q: 1.4010615552730896, val_loss_k: 19.400157756959164, test_loss_q: 1.3931169787526, test_loss_k: 20.205015821832063, test_mape_q: 8.991357524979321, test_mape_k: 32.73058947701202
===> epoch: 9, train_loss: 0.4080959549080381, val_loss_q: 1.3996430309081351, val_loss_k: 19.45581673733988, test_loss_q: 1.3926873701782405, test_loss_k: 20.209162508409424, test_mape_q: 9.176041990142306, test_mape_k: 32.62686275029312
===> epoch: 10, train_loss: 0.40699203978847837, val_loss_q: 1.3954853090352584, val_loss_k: 19.364690481557584, test_loss_q: 1.3894867016820558, test_loss_k: 20.157608691124665, test_mape_q: 9.192217696365406, test_mape_k: 32.48945174168911
===> epoch: 11, train_loss: 0.4072929818156419, val_loss_q: 1.3904859041656703, val_loss_k: 19.310178722871484, test_loss_q: 1.3865959788906264, test_loss_k: 20.197543457942704, test_mape_q: 9.13061422603319, test_mape_k: 32.5128929550314
===> epoch: 12, train_loss: 0.4064609896377767, val_loss_q: 1.3867622747739872, val_loss_k: 19.34202905728646, test_loss_q: 1.385407942366572, test_loss_k: 20.20189284073333, test_mape_q: 9.107632832940602, test_mape_k: 32.384288078717645
===> epoch: 13, train_loss: 0.4073600365497269, val_loss_q: 1.3837563770126804, val_loss_k: 19.317604884833727, test_loss_q: 1.3843131767321275, test_loss_k: 20.167394848093593, test_mape_q: 9.216705779755767, test_mape_k: 32.30030871906916
===> epoch: 14, train_loss: 0.40873502798918326, val_loss_q: 1.380469283570043, val_loss_k: 19.309152723189193, test_loss_q: 1.3821366036881502, test_loss_k: 20.15616890601461, test_mape_q: 9.08236119143441, test_mape_k: 32.35093065565368
===> epoch: 15, train_loss: 0.409105386185775, val_loss_q: 1.3788598548277113, val_loss_k: 19.268751835929166, test_loss_q: 1.3820320204535868, test_loss_k: 20.148554509496893, test_mape_q: 9.092122958951103, test_mape_k: 32.380608775548616
===> epoch: 16, train_loss: 0.4095740589417316, val_loss_q: 1.3787292466200882, val_loss_k: 19.283206491738145, test_loss_q: 1.3827142364810214, test_loss_k: 20.151871094858375, test_mape_q: 9.045554441245827, test_mape_k: 32.394766840988545
===> epoch: 17, train_loss: 0.41328391979974843, val_loss_q: 1.381284262063377, val_loss_k: 19.364698128322512, test_loss_q: 1.3838996841409206, test_loss_k: 19.987726106234266, test_mape_q: 9.122562591431786, test_mape_k: 32.28343925560325
