Time,E1_C,E2_C,E3_C,E4_C,E5_C,E6_C,E7_C,off_R1_C,off_R2_C,off_R3_C,off_R4_C,on_R1_C,on_R2_C,on_R3_C,on_R4_C,on_R5_C,on_R6_C
3020,9,6,16,10,11,7,0,0,0,0,0,0,0,0,0,0,0
3030,5,5,12,11,7,10,0,0,0,0,0,0,0,0,0,0,0
3040,1,6,7,13,8,7,0,0,0,0,0,4,0,0,0,0,0
3050,0,3,3,7,10,8,0,0,0,0,0,7,1,0,0,0,0
3060,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,2
3070,18,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3
3080,12,9,4,1,4,0,0,0,0,0,0,0,0,0,2,0,2
3090,8,13,11,3,9,4,0,0,0,0,0,0,0,0,0,0,0
3100,8,10,12,7,5,11,0,0,0,0,0,0,0,0,0,0,0
3110,8,9,15,11,5,7,0,0,0,0,0,0,0,0,0,0,0
3120,8,9,7,12,7,4,0,0,0,0,0,0,0,0,0,0,0
3130,1,6,7,5,12,3,0,0,0,0,0,4,0,0,0,0,0
3140,0,3,10,3,8,7,0,0,0,0,0,7,1,1,0,0,0
3150,0,0,0,0,0,0,0,0,0,0,0,4,3,1,6,3,2
3160,17,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0
3170,16,9,5,4,3,0,0,0,0,0,0,0,0,0,1,0,1
3180,12,14,13,7,4,4,0,0,0,0,0,0,0,0,0,0,0
3190,3,15,13,13,9,10,0,0,0,0,0,0,0,0,0,0,0
3200,5,11,15,9,10,9,0,0,0,0,0,0,0,0,0,0,0
3210,4,6,15,11,6,9,0,0,0,0,0,0,0,0,0,0,0
3220,1,4,8,8,11,6,0,0,0,0,0,4,0,0,0,0,0
3230,0,4,6,7,6,7,0,0,0,0,0,6,1,0,0,0,0
3240,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,3,2
3250,19,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,4
3260,12,7,5,3,4,0,0,0,0,0,0,0,0,0,2,1,3
3270,12,9,8,4,11,4,0,0,0,0,0,0,0,0,0,0,0
3280,11,12,12,7,8,11,0,0,0,0,0,0,0,0,0,0,0
3290,10,11,11,6,5,11,0,0,0,0,0,0,0,0,0,0,0
3300,11,10,11,8,6,8,0,0,0,0,0,0,0,0,0,0,0
3310,2,11,11,8,6,3,0,0,0,0,0,4,0,0,0,0,0
3320,0,9,5,6,5,5,0,0,0,0,0,7,1,0,0,0,0
3330,0,0,0,0,0,0,0,0,0,0,0,4,3,1,5,3,3
3340,19,0,0,0,0,0,0,0,0,0,0,0,3,0,2,4,0
3350,14,12,5,2,4,0,0,0,0,0,0,0,0,0,0,1,1
3360,11,15,18,5,7,4,0,0,0,0,0,0,0,0,0,0,1
3370,7,12,18,13,5,11,0,0,0,0,0,0,0,0,0,0,0
3380,7,9,16,11,11,5,0,0,0,0,0,0,0,0,0,0,0
3390,4,6,11,14,9,6,0,0,0,0,0,0,0,0,0,0,0
3400,1,7,9,5,7,10,0,0,0,0,0,4,0,0,0,0,0
3410,0,3,8,3,6,10,0,0,0,0,0,6,1,1,0,0,0
3420,0,0,0,0,0,0,0,0,0,0,0,5,3,3,6,3,2
3430,19,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,1
3440,14,8,5,4,4,0,0,0,0,0,0,0,0,0,0,1,0
3450,8,13,18,7,2,4,0,0,0,0,0,0,0,0,0,0,0
3460,7,11,12,15,8,5,0,0,0,0,0,0,0,0,0,0,0
3470,12,10,11,9,11,4,0,0,0,0,0,0,0,0,0,0,0
3480,3,10,11,8,9,9,0,0,0,0,0,0,0,0,0,0,0
3490,0,7,13,7,8,10,0,0,0,0,0,4,0,0,0,0,0
3500,0,4,8,8,4,7,0,0,0,0,0,7,1,0,0,0,0
3510,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,3,3
3520,19,0,0,0,0,0,0,0,0,0,0,0,3,0,2,4,3
3530,14,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,2
3540,10,15,14,8,12,4,0,0,0,0,0,0,0,0,0,0,0
3550,11,12,13,10,8,8,0,0,0,0,0,0,0,0,0,0,0
3560,4,9,15,10,10,7,0,0,0,0,0,0,0,0,0,0,0
3570,7,13,9,12,9,8,0,0,0,0,0,0,0,0,0,0,0
3580,1,8,11,9,10,7,0,0,0,0,0,4,0,0,0,0,0
3590,0,5,11,5,5,8,0,0,0,0,0,7,1,1,0,0,0
3600,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,3,1
3610,17,0,0,0,0,0,0,0,0,0,0,0,3,0,4,2,1
3620,16,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,1
3630,11,9,12,8,7,4,0,0,0,0,0,0,0,0,0,0,0
