Time,E1_s,E1_e,E2_s,E2_e,E3_s,E3_e,E4_s,E4_e,E5_s,E5_e,E6_s,E6_e,E7_s,E7_e,off_R1_s,off_R1_e,off_R2_s,off_R2_e,off_R3_s,off_R3_e,off_R4_s,off_R4_e,on_R1_s,on_R1_e,on_R2_s,on_R2_e,on_R3_s,on_R3_e,on_R4_s,on_R4_e,on_R5_s,on_R5_e,on_R6_s,on_R6_e
10000,0,0,1,0,0,6,6,10,10,4,3,10,10,10,2,1,0,0,0,2,0,0,0,3,0,0,0,0,2,0,2,0,1,0
20000,3,0,1,0,3,0,0,1,1,10,8,4,3,5,5,3,0,1,2,4,3,0,2,6,0,2,0,1,0,0,0,0,0,0
30000,10,6,6,2,3,0,0,1,8,0,0,4,4,0,1,3,0,5,0,0,0,0,3,1,0,0,0,1,0,7,0,0,0,0
40000,9,12,12,8,8,3,3,0,5,2,0,0,1,0,0,1,0,0,4,0,2,2,1,0,0,0,0,0,0,5,0,4,1,3
50000,7,11,10,11,11,13,8,4,4,3,0,0,0,0,1,2,5,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3
60000,8,12,10,8,7,11,8,6,6,8,5,0,0,2,2,4,3,0,1,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0
70000,8,8,7,11,11,10,6,7,7,8,7,7,6,9,1,1,4,6,1,4,1,0,2,0,0,0,0,0,1,0,1,0,0,0
80000,11,6,3,9,9,8,6,9,9,8,5,8,8,6,3,0,2,3,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
90000,0,0,4,5,5,8,5,9,9,8,5,5,5,7,3,1,3,0,1,0,0,0,1,6,2,0,0,0,0,0,1,0,1,0
100000,0,0,4,0,0,5,4,7,7,9,6,3,3,5,4,4,1,0,3,2,0,1,1,5,2,0,1,0,0,0,2,0,0,0
110000,6,0,0,0,3,0,0,2,2,6,5,2,1,3,1,3,0,1,1,6,1,0,2,1,2,3,0,0,1,0,1,0,0,0
120000,12,6,6,1,2,0,0,0,1,0,0,7,6,0,2,1,0,7,0,0,1,0,1,2,0,1,0,0,0,1,0,0,0,0
130000,10,17,16,9,9,2,2,0,1,0,0,0,1,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,2,0,1
140000,12,15,15,10,9,12,10,2,2,0,0,0,1,0,0,2,2,0,0,0,1,0,3,0,0,0,0,0,1,0,1,0,0,2
150000,6,11,9,15,14,12,9,10,10,8,7,0,0,2,2,3,3,0,1,5,0,0,1,0,0,0,0,0,2,0,0,0,0,0
160000,10,13,13,15,14,12,11,11,11,12,9,7,6,9,0,4,1,5,2,2,1,0,2,0,0,0,1,0,3,0,0,0,0,0
170000,6,7,7,11,11,15,11,11,11,11,10,7,7,5,0,2,4,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0
180000,0,0,2,11,11,10,8,12,12,9,9,13,11,6,4,0,2,0,0,0,3,0,1,5,0,0,0,0,0,0,0,0,1,0
190000,0,0,0,0,3,10,9,8,8,10,8,9,9,10,6,0,1,0,2,0,0,0,1,6,0,2,0,1,1,0,2,0,0,0
200000,5,0,1,0,5,0,0,4,4,11,8,9,9,8,4,4,0,2,2,3,0,1,1,5,0,5,0,0,1,0,1,0,1,0
210000,13,9,9,3,3,0,0,0,6,0,0,5,5,0,2,3,0,9,1,0,0,0,1,2,0,0,0,0,3,6,1,1,0,0
220000,9,13,13,6,6,4,2,0,3,1,0,0,0,0,0,2,2,0,1,0,3,0,2,0,0,0,1,0,0,3,0,1,0,3
230000,8,13,13,11,11,11,8,2,2,1,0,0,0,0,0,1,3,0,2,0,1,0,1,0,0,0,0,0,0,0,2,2,0,1
240000,10,5,5,16,16,14,10,9,9,9,6,0,0,1,0,2,4,0,3,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0
250000,4,10,9,7,7,15,14,12,12,12,8,10,10,12,1,5,1,7,2,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0
260000,6,5,4,11,11,10,10,14,14,9,6,10,10,10,2,1,0,2,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0
270000,0,0,3,4,4,8,7,11,11,14,12,8,7,8,3,1,1,0,1,1,1,0,1,4,0,0,1,0,1,0,0,0,0,0
280000,0,0,2,0,1,7,5,8,8,12,9,8,8,13,4,3,2,0,2,1,0,0,1,5,0,1,0,0,0,0,1,0,0,0
290000,4,1,3,0,4,0,0,2,2,9,6,10,9,4,4,4,0,1,2,5,1,0,1,6,0,2,0,2,0,0,2,0,0,0
300000,14,4,4,1,1,0,0,0,6,0,0,6,5,0,1,1,0,5,0,0,1,0,1,1,0,0,0,0,3,6,0,0,0,0
310000,11,15,13,10,10,2,2,0,1,1,0,0,0,0,2,1,0,0,5,0,1,0,1,0,0,0,0,0,1,1,0,5,0,1
320000,10,17,16,9,9,12,9,5,5,0,0,0,0,0,1,0,3,0,1,0,5,0,0,0,0,0,1,0,1,0,1,1,0,5
330000,5,9,9,12,12,10,9,9,9,10,7,1,1,0,0,2,1,0,2,4,0,0,2,0,0,0,0,0,2,0,1,0,0,0
340000,8,7,6,11,11,11,11,11,11,13,12,7,6,16,1,3,0,3,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0
350000,8,3,3,7,7,10,9,11,11,14,12,8,8,7,0,1,1,1,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0
360000,0,0,2,9,9,7,7,9,9,12,10,12,11,10,4,0,0,0,1,0,1,0,2,6,0,0,0,0,2,0,2,0,0,0
370000,0,0,0,0,0,6,6,6,6,8,5,15,14,8,2,1,0,0,1,3,2,0,2,2,1,0,0,0,2,0,1,0,0,0
380000,3,0,2,0,5,0,0,2,4,6,5,5,5,6,0,3,0,0,1,5,1,0,2,2,3,3,0,2,2,2,0,0,0,0
