Time,E1_s,E1_e,E2_s,E2_e,E3_s,E3_e,E4_s,E4_e,E5_s,E5_e,E6_s,E6_e,E7_s,E7_e,off_R1_s,off_R1_e,off_R2_s,off_R2_e,off_R3_s,off_R3_e,off_R4_s,off_R4_e,on_R1_s,on_R1_e,on_R2_s,on_R2_e,on_R3_s,on_R3_e,on_R4_s,on_R4_e,on_R5_s,on_R5_e,on_R6_s,on_R6_e
10000,10,16,15,12,12,0,0,2,2,4,0,0,0,0,1,3,0,0,4,0,0,0,1,0,0,0,0,0,1,0,1,4,2,0
20000,10,9,9,12,12,13,10,8,8,7,6,2,1,0,0,1,3,3,0,1,1,0,2,0,0,0,0,0,1,0,2,0,1,0
30000,9,13,12,14,14,16,11,11,11,12,10,5,5,0,1,0,5,3,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
40000,10,6,5,12,12,12,12,12,12,12,9,8,8,4,1,0,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0
50000,3,3,2,7,6,13,12,12,12,13,9,10,9,10,1,1,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
60000,0,0,1,3,2,9,7,6,6,11,7,10,10,10,8,1,2,0,1,5,0,0,0,9,0,0,0,0,0,0,1,0,1,0
70000,0,0,4,0,0,3,3,6,6,5,2,8,7,10,3,4,0,3,1,5,1,0,1,6,0,0,1,0,0,0,3,0,4,0
80000,10,0,0,0,2,0,0,0,7,0,0,2,3,8,3,4,0,7,0,0,1,0,3,3,0,1,0,1,2,7,1,0,2,2
90000,11,17,16,1,3,0,0,0,2,0,0,0,0,0,1,3,0,0,5,0,4,0,3,0,0,2,0,0,0,2,0,5,2,4
100000,11,15,12,12,11,1,1,4,4,4,0,0,0,0,3,0,0,0,2,0,3,0,2,0,0,0,0,0,3,0,0,2,0,3
110000,10,9,8,13,12,10,9,4,4,12,9,0,0,0,1,1,1,2,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120000,9,10,9,10,10,12,10,10,10,6,5,8,6,0,1,1,2,1,0,2,2,0,2,0,0,0,0,0,1,0,1,0,0,0
130000,7,10,10,11,11,12,11,9,9,8,3,8,8,8,0,3,1,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
140000,6,5,5,8,8,10,5,9,9,13,9,1,1,8,0,4,5,0,2,0,0,0,2,0,3,0,0,0,0,0,1,0,1,0
150000,0,0,1,8,8,12,10,8,8,8,6,9,8,5,4,0,2,0,1,5,1,0,2,5,1,0,0,0,0,0,0,0,1,0
160000,1,0,0,0,0,6,6,3,3,4,4,7,7,5,6,2,0,4,0,5,0,0,1,6,1,0,0,0,3,0,2,0,2,0
170000,12,0,1,0,3,0,0,0,5,1,0,3,3,4,4,2,0,3,0,0,1,0,4,5,0,3,0,0,3,5,0,0,0,1
180000,13,14,13,1,3,0,0,0,3,1,0,0,0,0,1,4,0,0,4,0,3,0,3,0,0,2,0,0,0,3,0,4,0,3
190000,12,14,13,7,6,1,0,3,4,3,0,0,0,0,1,4,1,0,3,0,1,0,1,0,0,0,0,0,2,1,0,3,0,1
200000,8,19,19,14,14,11,9,8,8,9,7,0,0,0,0,3,2,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
210000,12,7,6,16,16,11,7,10,10,11,10,6,6,0,1,3,4,4,0,1,0,0,0,0,0,0,0,0,4,0,3,0,1,0
220000,10,11,11,15,15,12,12,10,10,8,5,10,10,11,0,0,0,1,1,0,0,0,3,0,0,0,2,0,1,0,1,0,0,0
230000,4,6,4,8,8,14,13,12,12,12,9,4,4,10,3,1,1,0,1,0,0,0,3,1,1,0,0,0,2,0,0,0,1,0
240000,0,0,2,7,7,10,9,11,11,12,11,9,8,5,2,2,1,0,1,3,1,0,0,4,1,0,0,0,1,0,0,0,1,0
250000,0,0,2,0,0,10,9,5,6,9,7,8,8,7,6,2,1,2,1,4,0,0,2,6,2,0,0,0,2,1,1,0,1,0
260000,12,1,6,1,5,0,0,0,5,0,0,6,6,6,2,2,0,4,0,0,0,0,2,4,0,4,1,0,2,5,2,0,1,0
270000,10,13,14,2,3,0,0,0,4,1,0,0,0,0,0,2,0,0,4,0,0,0,2,1,0,2,0,0,0,4,0,4,0,0
280000,9,14,14,12,12,2,2,3,4,1,0,0,0,0,0,2,0,0,2,0,0,0,3,0,0,0,0,0,1,1,0,2,0,0
290000,11,13,13,15,15,11,8,10,10,11,8,0,0,0,0,1,3,0,2,3,0,0,2,0,0,0,0,0,2,0,1,1,0,0
300000,9,12,12,15,15,16,14,9,9,14,13,9,9,0,0,2,2,5,1,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0
310000,9,8,8,13,13,17,13,14,14,11,7,12,12,10,0,0,4,1,2,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0
320000,2,3,3,12,12,15,14,14,14,12,9,9,9,11,0,1,1,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
330000,0,0,0,5,5,12,9,11,11,13,10,10,9,13,4,0,3,0,2,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0
340000,1,0,2,0,0,9,6,5,5,12,6,7,6,11,4,2,3,5,3,2,1,0,0,4,0,0,0,0,1,0,3,0,1,0
350000,7,0,2,0,7,0,0,0,5,2,0,6,5,5,2,1,0,0,0,1,1,0,2,3,0,5,1,2,1,5,1,0,0,0
360000,13,11,11,1,8,0,0,0,5,0,0,0,0,0,0,2,0,0,4,1,4,0,2,0,0,6,0,1,0,5,0,4,0,4
370000,13,13,13,11,11,2,2,3,3,3,0,0,0,0,0,2,0,0,4,1,2,0,4,0,0,0,0,0,0,0,0,3,0,2
380000,12,16,15,9,9,12,8,11,11,12,8,0,0,0,1,1,4,1,1,6,0,0,3,0,0,0,0,0,1,0,1,0,0,0
390000,11,14,13,14,14,17,13,9,9,14,9,10,10,0,1,1,4,7,4,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0
400000,12,12,12,16,16,13,12,12,12,9,7,12,12,10,0,1,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
410000,4,4,4,15,15,16,15,11,11,11,8,7,6,14,1,1,1,0,2,1,1,0,3,1,0,0,0,0,2,0,0,0,0,0
420000,0,0,2,8,8,12,12,15,15,10,4,6,5,13,4,0,0,0,4,6,1,0,1,6,1,0,0,0,1,0,1,0,1,0
430000,1,0,5,0,0,11,10,6,6,14,10,5,5,6,5,3,1,9,2,3,0,0,1,7,0,0,1,0,4,0,1,0,1,0
440000,10,2,5,0,4,0,0,0,5,0,0,5,5,4,3,1,0,1,1,0,1,0,2,5,0,4,0,0,1,5,2,1,1,1
450000,12,15,13,1,2,0,0,0,6,1,1,0,0,0,2,3,0,0,3,0,2,0,2,0,0,1,0,0,0,6,0,4,0,2
460000,11,17,17,13,13,1,0,3,3,4,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
470000,14,12,12,18,17,13,10,11,11,13,10,0,0,0,0,2,3,0,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0
480000,10,13,12,15,15,14,13,12,12,12,9,10,10,1,1,3,1,2,2,2,0,0,3,0,0,0,0,0,3,0,0,0,0,0
490000,11,10,9,15,14,17,17,12,12,12,5,13,12,12,1,1,0,0,3,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0
500000,5,4,4,9,9,17,15,13,13,13,8,10,10,9,0,0,2,0,2,0,0,0,5,0,2,0,0,0,1,0,0,0,0,0
510000,0,0,1,8,8,13,11,16,16,12,10,7,6,12,5,1,2,0,1,6,1,0,1,6,3,0,0,0,1,0,1,0,2,0
