Time,E1_s,E1_e,E2_s,E2_e,E3_s,E3_e,E4_s,E4_e,E5_s,E5_e,E6_s,E6_e,E7_s,E7_e,off_R1_s,off_R1_e,off_R2_s,off_R2_e,off_R3_s,off_R3_e,off_R4_s,off_R4_e,on_R1_s,on_R1_e,on_R2_s,on_R2_e,on_R3_s,on_R3_e,on_R4_s,on_R4_e,on_R5_s,on_R5_e,on_R6_s,on_R6_e
10000,6,7,7,9,9,15,13,11,11,11,9,8,7,14,0,0,2,6,1,1,1,0,3,0,0,0,0,0,3,0,0,0,0,0
20000,1,1,1,6,6,10,7,10,10,11,9,8,7,9,4,1,3,0,2,0,1,0,1,4,0,0,0,0,0,0,1,0,1,0
30000,0,0,3,0,0,10,9,9,9,12,9,8,7,11,5,0,1,0,2,0,1,0,2,6,1,0,0,0,0,0,3,0,0,0
40000,3,0,2,0,8,0,0,5,5,11,6,12,10,9,1,4,0,0,2,4,2,0,2,1,2,4,0,4,2,0,2,0,2,0
50000,12,6,6,0,6,0,0,0,6,1,1,8,7,1,1,2,0,6,0,1,1,0,2,1,0,6,0,0,1,6,1,0,1,0
60000,10,15,12,6,7,0,0,0,3,1,0,1,0,0,3,4,0,1,3,0,1,0,2,0,0,1,0,0,1,3,0,3,0,0
70000,6,13,12,15,15,9,6,2,2,4,0,0,2,0,1,0,3,0,3,0,2,0,0,0,0,0,0,0,1,0,0,3,1,4
80000,14,7,7,10,10,17,12,5,5,3,2,0,0,0,0,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
90000,12,8,8,12,12,12,9,12,12,6,3,3,2,5,0,0,3,3,2,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0
100000,10,13,12,10,10,10,7,7,7,14,12,2,2,7,1,1,3,4,2,0,0,0,6,0,1,0,1,0,2,0,1,0,0,0
110000,0,0,1,6,6,13,11,7,7,6,5,9,9,8,2,1,2,0,1,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0
120000,0,0,2,0,1,10,8,15,15,7,5,8,8,8,5,1,2,0,1,0,0,0,1,6,2,1,0,0,1,0,1,0,0,0
130000,3,0,1,0,8,0,0,2,2,13,10,6,5,11,4,4,0,0,2,3,1,0,2,5,0,7,0,1,0,0,1,0,2,0
140000,8,8,7,0,4,0,0,0,6,1,0,9,8,0,1,3,0,8,1,2,2,0,2,0,0,4,0,0,4,6,1,0,1,0
150000,11,16,14,5,5,0,0,0,1,1,0,0,0,0,2,2,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0
160000,13,9,7,10,10,7,6,0,1,0,0,0,0,0,2,2,1,0,2,1,2,0,1,0,0,0,0,0,0,1,2,2,0,2
170000,8,15,15,16,16,17,11,10,11,6,5,0,0,0,0,3,6,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,2
