Time,E1_s,E1_e,E2_s,E2_e,E3_s,E3_e,E4_s,E4_e,E5_s,E5_e,E6_s,E6_e,E7_s,E7_e,off_R1_s,off_R1_e,off_R2_s,off_R2_e,off_R3_s,off_R3_e,off_R4_s,off_R4_e,on_R1_s,on_R1_e,on_R2_s,on_R2_e,on_R3_s,on_R3_e,on_R4_s,on_R4_e,on_R5_s,on_R5_e,on_R6_s,on_R6_e
390000,9,9,8,11,10,4,4,2,3,6,5,1,1,2,1,1,0,0,1,5,0,0,3,0,0,0,0,0,2,1,0,0,0,0
400000,7,10,7,16,16,8,8,5,5,7,5,8,8,1,3,3,0,4,1,3,0,0,1,0,0,0,1,0,2,0,2,0,0,0
410000,9,7,7,12,12,16,15,9,9,7,6,6,6,6,0,3,1,0,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0
420000,6,4,4,8,8,13,11,15,15,9,5,6,6,11,0,1,2,0,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
430000,0,0,0,3,3,13,8,11,11,11,10,6,6,10,7,1,5,0,0,4,0,0,1,7,1,0,0,0,2,0,0,0,0,0
440000,0,0,3,1,1,7,4,5,5,15,11,9,8,8,3,3,3,3,1,6,1,0,1,4,0,0,0,0,3,0,1,0,0,0
450000,6,0,5,0,5,0,0,0,5,0,0,7,7,7,3,2,0,5,0,1,0,0,3,7,0,4,0,1,2,5,1,0,0,0
460000,11,6,6,1,7,0,0,0,5,0,0,1,3,0,2,2,0,0,3,0,3,0,4,2,0,7,0,0,0,5,0,3,0,5
470000,10,17,16,10,10,0,0,1,4,1,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0
480000,8,13,11,10,10,11,8,5,5,10,6,0,0,0,2,1,3,1,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
490000,3,12,11,14,14,13,9,9,9,9,9,9,9,0,1,2,4,5,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0
500000,7,4,3,13,13,14,11,9,9,12,6,7,6,11,1,1,3,0,2,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0
510000,5,5,4,4,4,13,9,13,13,10,6,9,8,10,1,2,4,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0
520000,0,0,2,4,4,13,9,7,7,11,9,8,6,11,5,1,4,0,1,4,2,0,0,6,0,0,0,0,1,0,0,0,1,0
530000,0,0,2,1,1,6,3,7,7,6,2,8,8,8,3,3,3,3,1,4,0,0,1,5,0,0,0,0,3,0,0,0,0,0
540000,9,0,0,1,3,1,0,0,4,0,0,3,2,5,2,2,1,5,0,0,1,0,2,2,0,2,0,0,4,4,2,0,2,0
550000,11,4,4,0,9,0,0,0,3,1,0,0,1,0,3,2,0,0,4,0,3,0,3,3,0,7,0,2,0,3,1,4,0,4
560000,8,12,11,6,6,0,0,2,3,1,0,0,1,0,1,0,0,0,4,0,2,0,4,0,0,0,0,0,1,1,0,4,0,3
570000,12,14,13,6,6,6,3,2,2,10,7,0,0,0,1,2,3,0,3,2,0,0,2,0,0,0,0,0,0,0,1,1,1,0
580000,9,12,12,13,12,13,9,7,7,8,6,4,4,0,0,3,4,6,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0
590000,8,12,12,13,13,11,8,5,5,10,7,6,5,8,0,1,3,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
600000,7,6,6,13,13,14,12,10,10,6,5,9,8,8,0,2,2,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0
610000,0,0,2,10,10,11,11,10,10,11,10,7,7,6,3,2,0,0,0,4,0,0,1,5,2,0,0,0,0,0,0,0,0,0
