Time,E1_s,E1_e,E2_s,E2_e,E3_s,E3_e,E4_s,E4_e,E5_s,E5_e,E6_s,E6_e,E7_s,E7_e,off_R1_s,off_R1_e,off_R2_s,off_R2_e,off_R3_s,off_R3_e,off_R4_s,off_R4_e,on_R1_s,on_R1_e,on_R2_s,on_R2_e,on_R3_s,on_R3_e,on_R4_s,on_R4_e,on_R5_s,on_R5_e,on_R6_s,on_R6_e
10000,0,0,0,0,0,16,13,6,6,13,10,6,6,0,0,2,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,0,0,2,0,0,17,15,13,13,6,4,9,9,10,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
30000,5,4,3,8,8,9,9,15,15,10,8,9,7,8,1,0,0,0,1,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0
40000,0,0,2,3,3,7,6,9,9,16,13,10,9,12,5,1,1,0,3,5,1,0,0,7,0,0,0,0,0,0,0,0,0,0
50000,0,0,3,0,0,4,2,4,4,10,7,11,10,8,6,2,2,5,3,2,1,0,2,8,0,0,0,0,2,0,1,0,1,0
60000,9,0,2,0,4,0,0,0,6,0,0,9,9,4,2,4,0,2,0,0,1,1,3,2,0,4,0,0,1,6,3,0,1,0
70000,11,11,11,0,0,0,0,0,3,2,0,0,1,0,0,5,0,0,3,0,2,0,2,0,0,0,0,0,0,3,1,3,0,3
80000,9,15,15,10,10,0,0,1,1,4,1,0,0,0,0,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4
90000,12,9,9,15,15,12,11,4,4,6,5,0,0,0,0,1,1,1,1,8,0,0,1,0,0,0,0,0,1,0,1,1,0,0
100000,13,11,9,11,11,16,13,9,9,8,5,5,5,0,2,0,3,2,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0
110000,11,13,11,12,12,13,9,15,15,8,3,8,8,10,2,1,4,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
120000,5,5,4,11,11,10,5,8,8,14,12,1,1,14,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,1,0,1,6,6,10,7,8,8,6,6,9,9,10,6,1,3,0,0,5,0,0,2,7,0,0,0,0,0,0,1,0,1,0
140000,0,0,1,0,0,6,4,3,3,8,6,9,8,9,0,3,2,2,2,0,1,0,3,1,0,0,0,0,2,0,3,0,1,0
150000,8,0,1,1,2,0,0,0,5,0,0,2,2,6,0,4,0,6,0,0,0,0,3,0,0,1,0,0,4,5,1,0,1,0
160000,13,14,12,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,4,0,4,0,3,0,0,0,0,0,0,4,1,4,0,4
170000,11,16,14,10,10,1,0,2,3,3,0,0,0,0,2,2,1,0,5,1,3,0,1,0,0,0,0,0,1,1,0,5,0,3
180000,12,12,11,13,13,11,8,1,1,7,4,0,0,0,1,1,3,0,3,5,0,0,1,0,0,0,0,0,3,0,0,0,0,0
190000,13,13,12,10,10,12,11,10,10,8,4,8,5,0,1,1,1,8,3,2,3,0,1,0,0,0,1,0,2,0,3,0,0,0
200000,11,15,13,12,12,9,7,11,11,13,10,6,5,6,2,1,2,1,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0
210000,3,6,6,15,15,11,9,9,9,7,7,7,7,7,0,3,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
220000,0,0,0,9,9,17,11,8,8,9,9,10,10,6,4,0,6,0,0,6,1,0,0,4,1,0,0,0,2,0,0,0,0,0
230000,0,0,2,1,1,10,6,6,6,9,7,6,6,8,6,2,4,4,0,6,0,0,2,7,0,0,0,0,0,0,0,0,0,0
240000,8,0,4,0,3,1,0,0,6,0,0,6,4,5,4,3,1,4,0,0,2,0,1,6,0,3,0,0,1,6,0,0,0,0
250000,13,13,12,1,4,0,0,0,2,1,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,3,0,0,1,2,1,0,0,2
260000,13,15,14,9,8,0,0,3,4,1,0,0,0,0,1,3,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2
270000,12,11,10,14,13,8,6,5,5,9,9,0,0,0,1,3,2,0,0,6,0,0,2,0,0,0,0,0,0,0,1,0,0,0
280000,8,12,10,15,15,13,12,9,9,10,9,7,6,1,2,1,1,7,0,3,2,0,2,0,0,0,0,0,1,0,2,0,0,0
290000,14,9,9,12,11,17,14,9,9,8,8,11,11,6,0,1,3,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0
300000,5,10,8,7,7,16,12,12,12,10,9,7,6,12,2,1,4,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0
310000,0,0,2,10,9,10,8,13,13,7,3,9,8,13,6,1,2,0,0,0,2,0,2,7,3,0,0,0,1,0,1,0,0,0
320000,0,0,1,1,1,7,6,6,6,9,7,4,4,7,5,4,1,3,2,1,0,0,3,6,0,0,0,0,1,0,1,0,0,0
330000,8,0,1,0,3,0,0,0,4,0,0,4,4,4,1,2,0,4,0,0,0,0,2,2,0,3,1,0,3,4,2,0,0,0
340000,11,13,13,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,1,3,3,0,0,2
350000,13,17,16,8,8,1,1,1,2,3,0,0,0,0,1,2,0,0,0,0,3,0,2,0,0,0,0,0,1,1,0,0,0,3
360000,13,13,13,17,16,10,8,8,8,14,12,0,0,0,0,4,2,0,2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0
370000,11,13,13,17,17,15,14,9,9,12,9,7,7,0,0,1,1,9,3,3,0,0,1,0,0,0,0,0,3,0,2,0,0,0
