Time,E1_s,E1_e,E2_s,E2_e,E3_s,E3_e,E4_s,E4_e,E5_s,E5_e,E6_s,E6_e,E7_s,E7_e,off_R1_s,off_R1_e,off_R2_s,off_R2_e,off_R3_s,off_R3_e,off_R4_s,off_R4_e,on_R1_s,on_R1_e,on_R2_s,on_R2_e,on_R3_s,on_R3_e,on_R4_s,on_R4_e,on_R5_s,on_R5_e,on_R6_s,on_R6_e
10000,6,6,7,14,14,5,4,7,7,2,1,0,0,0,0,2,1,0,2,3,0,0,1,1,0,0,0,0,0,0,0,1,2,0
20000,8,7,7,17,17,10,5,9,9,12,9,2,2,0,0,3,5,1,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0
30000,6,7,6,10,10,18,14,7,7,11,7,8,8,1,1,1,4,2,2,0,0,0,3,0,0,0,1,0,1,0,2,0,0,0
40000,8,9,6,5,5,15,12,13,13,15,10,7,7,8,3,1,3,0,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
50000,1,0,1,5,5,8,7,13,13,12,9,10,10,11,2,1,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
60000,0,0,2,2,2,4,3,8,8,12,9,10,9,10,3,3,1,0,3,6,1,0,1,5,0,0,0,0,2,0,0,0,0,0
70000,2,0,3,0,0,2,1,0,2,7,5,8,8,14,4,0,1,7,1,3,0,0,2,5,0,0,1,0,1,2,2,0,0,0
80000,8,6,7,0,6,0,0,0,3,0,0,3,2,4,1,2,0,3,1,0,2,0,2,0,0,3,0,3,3,3,2,1,0,1
90000,10,10,9,3,5,0,0,0,1,1,1,0,1,0,1,2,0,0,2,0,3,0,2,0,0,2,0,0,2,1,1,3,0,4
100000,12,12,10,11,11,2,2,3,5,3,1,0,0,0,2,0,0,0,1,3,0,0,3,0,0,0,0,0,0,2,0,1,0,0
110000,10,11,11,14,14,17,14,4,4,9,8,3,3,0,0,3,3,2,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0
120000,14,10,9,7,7,14,14,10,10,7,5,9,8,4,1,3,0,3,1,0,1,0,0,0,0,0,1,0,2,0,2,0,0,0
130000,11,14,12,14,14,11,9,12,12,7,4,10,10,12,2,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
140000,2,2,1,10,10,11,10,9,9,13,10,2,2,11,3,1,1,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0
150000,1,0,1,5,5,14,12,11,11,11,9,7,6,5,2,2,2,0,1,6,1,0,1,3,0,0,0,0,2,0,1,0,0,0
160000,2,0,1,1,1,5,4,2,4,5,5,9,8,8,5,3,1,6,0,3,1,0,1,5,0,0,1,0,3,2,0,0,0,0
170000,11,5,5,0,6,0,0,0,4,1,0,2,2,2,2,1,0,0,1,0,1,1,3,2,0,5,1,1,0,4,1,1,0,0
180000,9,14,11,1,2,0,0,0,5,1,0,0,0,0,3,2,0,0,3,0,3,0,2,0,0,1,0,0,1,5,0,3,0,3
190000,12,14,14,12,12,4,3,9,9,4,2,0,0,0,0,2,1,0,4,4,1,0,3,0,0,0,0,0,0,0,0,4,0,1
200000,11,13,13,14,13,13,9,10,10,14,11,4,4,0,0,3,4,1,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
210000,8,9,9,13,13,14,11,11,11,15,11,9,8,2,0,2,3,1,4,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
220000,9,13,11,14,14,17,13,11,11,9,7,16,15,6,2,1,4,0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0
230000,0,0,0,12,12,12,9,12,12,11,8,6,5,10,2,1,3,0,3,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0
240000,0,0,0,2,2,9,6,8,8,11,8,8,8,9,6,2,3,1,1,5,0,0,0,6,0,0,0,0,0,0,2,0,0,0
250000,2,0,3,0,2,3,3,1,3,5,3,9,9,9,4,4,0,7,2,3,0,0,0,4,0,2,0,0,0,2,3,0,0,0
260000,9,7,7,0,5,0,0,0,6,0,0,2,3,3,2,1,0,1,1,0,0,0,1,2,0,4,0,1,2,6,2,1,0,1
270000,7,9,8,1,2,0,0,0,3,2,1,0,2,0,1,1,0,0,4,0,1,0,3,0,0,1,1,0,1,3,1,5,0,3
280000,7,8,8,9,9,4,4,6,6,4,1,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,1,0,0,3,0,0
290000,9,10,10,13,13,10,6,5,5,12,7,2,2,0,0,3,4,6,4,7,0,0,1,0,0,0,0,0,1,0,2,0,0,0
300000,7,8,7,6,6,16,12,8,8,13,9,9,9,3,1,0,4,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
310000,9,9,7,12,11,9,7,12,12,7,5,7,6,10,2,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
320000,1,0,0,8,8,7,5,7,7,9,7,8,8,11,1,2,2,0,1,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0
330000,0,0,2,1,1,10,8,6,6,9,7,6,6,10,6,2,2,1,2,6,0,0,3,7,0,0,0,0,1,0,1,0,0,0
340000,0,0,0,1,1,3,1,0,1,3,2,6,6,11,2,1,2,8,1,2,0,0,1,2,0,0,0,0,0,1,2,0,0,0
350000,12,3,3,0,5,0,0,0,0,1,0,2,2,2,2,1,0,1,2,0,1,0,2,2,0,4,1,1,0,0,2,2,0,1
360000,12,14,14,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,4,0,3,0,2,0,0,1,1,0,0,0,0,5,0,4
370000,12,12,12,12,12,3,3,6,6,2,2,0,0,0,0,3,0,0,1,4,1,0,2,0,0,0,0,0,1,0,0,1,0,1
380000,12,12,12,10,10,12,6,4,4,6,2,2,1,0,0,2,6,5,2,4,1,0,3,0,0,0,0,0,0,0,3,0,0,0
390000,11,14,14,12,11,17,15,9,9,6,5,5,5,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
400000,12,12,11,13,12,10,9,15,15,9,8,3,3,12,1,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
410000,4,1,1,12,12,13,12,9,9,12,9,7,7,9,3,0,1,0,3,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0
420000,0,0,3,6,6,6,5,10,10,12,8,8,8,7,4,1,1,1,3,4,0,0,3,7,0,0,0,0,0,0,0,0,0,0
430000,5,0,5,0,1,6,4,0,0,7,6,6,5,11,5,2,2,5,0,2,1,0,2,8,0,1,0,0,0,0,2,0,1,0
440000,9,5,6,0,4,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,1,0,4,1,0,4,1,0,0,0,1,2,0,1
450000,12,15,14,3,4,0,0,0,1,0,0,0,1,0,1,3,0,0,4,0,3,0,1,0,0,1,0,0,1,1,0,4,1,4
460000,8,14,13,14,14,3,2,8,8,2,2,0,1,0,1,1,1,0,2,2,0,0,2,0,0,0,0,0,2,0,0,2,0,1
470000,11,9,9,16,16,16,12,4,4,10,7,4,3,0,0,4,4,2,2,6,1,0,0,0,0,0,0,0,2,0,3,0,0,0
480000,10,10,8,12,12,19,17,11,11,5,4,10,10,4,2,2,2,2,0,0,0,0,2,0,0,0,1,0,2,0,1,0,0,0
490000,8,15,15,10,10,14,12,17,17,9,5,7,6,14,0,2,2,0,2,0,1,0,5,0,0,0,0,0,0,0,3,0,0,0
500000,0,2,3,14,14,11,9,14,14,15,10,5,5,9,1,3,2,1,3,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0
510000,0,0,4,7,7,14,11,9,9,12,11,8,7,4,2,1,3,1,1,6,1,0,1,4,0,0,0,0,3,0,2,0,0,0
520000,3,0,3,2,2,7,7,0,3,3,1,11,9,4,5,2,0,4,2,3,2,0,1,5,0,0,1,0,1,3,1,0,0,0
530000,13,4,6,0,5,0,0,0,2,0,1,2,3,1,2,0,0,0,1,0,0,0,4,2,0,5,0,0,0,2,0,2,0,1
540000,9,12,12,1,2,0,0,0,9,3,0,1,2,0,0,1,0,0,4,0,2,0,2,0,0,0,0,1,1,9,0,4,0,3
550000,11,14,14,12,12,1,1,6,6,6,3,1,1,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,1,0,0,3,0,0
