Time,E1_s,E1_e,E2_s,E2_e,E3_s,E3_e,E4_s,E4_e,E5_s,E5_e,E6_s,E6_e,E7_s,E7_e,off_R1_s,off_R1_e,off_R2_s,off_R2_e,off_R3_s,off_R3_e,off_R4_s,off_R4_e,on_R1_s,on_R1_e,on_R2_s,on_R2_e,on_R3_s,on_R3_e,on_R4_s,on_R4_e,on_R5_s,on_R5_e,on_R6_s,on_R6_e
10000,9,1,1,0,4,0,0,0,8,0,0,2,2,4,0,5,0,2,0,1,0,0,3,0,1,4,1,0,1,8,1,0,0,0
20000,4,12,11,0,3,0,0,0,6,0,0,0,0,0,1,1,0,0,4,0,0,0,1,0,2,3,0,0,0,6,0,4,0,0
30000,12,11,11,8,8,2,0,2,3,6,1,0,0,0,0,1,2,0,4,0,0,0,1,0,0,0,0,0,1,1,1,4,0,0
40000,12,10,9,12,12,9,6,7,7,12,9,0,0,0,1,0,3,0,3,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0
50000,10,14,14,13,13,14,10,3,3,14,12,11,11,1,0,1,4,6,1,1,0,0,2,0,0,0,0,0,2,0,2,0,0,0
60000,9,10,10,11,11,12,10,10,10,6,3,11,9,15,0,0,2,1,3,0,2,0,4,0,0,0,1,0,1,0,1,0,0,0
70000,5,5,4,15,15,13,10,13,13,11,9,4,4,11,1,1,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80000,0,0,0,4,4,14,9,11,11,12,10,9,9,8,9,1,5,0,2,6,0,0,2,9,2,0,1,0,1,0,2,0,0,0
90000,0,0,2,0,0,4,1,3,3,11,8,10,7,7,4,4,3,4,3,4,3,0,1,5,1,0,0,0,2,0,2,0,0,0
100000,12,3,2,0,5,0,0,0,4,0,0,3,3,5,1,3,0,5,0,1,0,0,3,0,0,4,1,1,2,4,1,0,0,0
110000,13,13,12,0,4,0,0,0,5,1,0,1,1,0,1,4,0,1,4,0,0,0,1,0,0,4,0,0,1,5,1,4,0,0
120000,11,14,14,10,10,2,2,2,2,1,0,0,0,0,0,2,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0
130000,14,13,10,15,15,9,6,3,3,13,11,0,0,0,3,2,3,0,3,7,0,0,3,0,0,0,0,0,1,0,1,1,0,0
140000,10,13,11,11,11,18,13,9,9,4,2,16,15,0,2,2,5,6,2,1,1,0,2,0,0,0,0,0,2,0,3,0,0,0
150000,12,11,11,13,13,12,10,12,12,11,7,8,7,10,0,2,2,1,3,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
160000,5,6,5,9,9,12,9,9,9,16,12,9,8,11,2,0,3,0,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0
170000,0,0,1,8,8,11,11,10,10,8,6,10,10,10,3,2,0,0,1,0,0,0,3,4,2,0,1,0,0,0,2,0,0,0
180000,1,0,4,0,0,10,8,5,6,7,4,6,6,12,6,2,2,0,1,0,0,0,3,7,1,0,0,0,0,1,1,0,0,0
190000,7,0,1,0,3,0,0,0,2,1,0,2,2,6,5,2,0,0,0,0,0,0,3,6,0,3,0,0,0,2,0,0,0,0
200000,13,14,13,0,4,0,0,0,0,2,0,0,0,0,1,2,0,0,2,0,0,0,2,0,0,3,0,1,0,0,0,2,0,0
210000,13,13,11,10,10,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
220000,13,16,14,12,11,10,9,9,9,7,7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
230000,9,13,12,14,14,17,13,9,9,8,7,8,8,0,1,0,4,0,1,4,0,0,1,0,0,0,0,0,0,0,3,1,0,0
240000,9,9,10,15,14,10,8,11,11,10,7,8,6,8,0,0,2,1,2,7,2,0,2,1,0,0,0,0,1,0,0,1,0,0
250000,5,6,6,9,8,13,12,13,13,8,8,9,6,6,0,0,1,11,0,5,3,0,1,0,3,0,1,0,3,0,0,0,0,0
260000,0,0,2,9,9,13,10,12,12,8,8,11,10,7,4,0,3,6,0,5,1,0,1,5,1,0,0,0,0,0,2,0,0,0
270000,0,0,2,2,2,10,9,3,3,8,6,4,3,12,3,0,1,5,3,1,1,0,1,5,1,0,1,0,1,0,1,2,0,0
280000,11,0,2,0,6,0,0,0,4,0,0,7,6,5,0,1,0,1,1,0,1,0,1,2,0,5,0,1,3,4,0,1,0,0
290000,9,11,11,0,3,0,0,0,0,1,0,0,0,0,2,5,0,0,3,0,0,0,4,2,0,1,0,2,0,0,0,3,1,0
300000,9,8,8,8,8,2,2,3,5,1,1,0,0,0,0,4,0,0,3,0,0,0,1,0,0,0,1,0,0,2,0,3,0,0
310000,9,13,11,8,8,12,8,12,12,8,6,0,0,0,2,3,4,1,1,8,0,0,2,0,2,0,0,0,3,0,1,1,0,0
320000,6,13,13,15,15,12,9,9,9,10,7,9,9,0,0,3,3,4,2,1,0,1,0,0,0,0,0,0,2,0,3,0,0,0
330000,9,7,6,14,14,13,12,8,8,15,12,3,3,11,1,2,1,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
340000,4,4,4,6,5,13,12,14,14,14,9,11,11,9,1,1,1,0,4,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0
350000,0,0,2,7,8,8,8,11,11,15,12,9,8,8,6,2,0,0,3,5,1,0,0,8,0,0,0,1,1,0,0,0,1,0
360000,0,0,5,0,0,7,6,5,5,14,11,6,5,11,1,2,1,6,3,5,1,0,2,5,0,0,0,0,4,0,1,0,0,0
370000,11,1,3,0,4,0,0,0,5,1,0,4,4,3,0,5,0,2,0,0,0,0,3,0,1,4,0,0,1,5,1,0,0,0
380000,11,15,15,1,3,0,0,0,3,2,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,3,0,0,0,3,0,2,0,0
390000,9,13,13,13,13,2,1,3,4,2,0,0,0,0,0,2,1,0,4,1,0,0,4,0,0,0,0,0,1,1,0,4,0,0
400000,8,11,10,15,15,15,11,6,6,8,6,0,0,0,1,0,4,0,2,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0
410000,6,11,10,13,12,16,12,9,9,15,10,14,13,0,1,0,4,3,3,2,1,1,2,0,0,0,0,0,3,0,3,0,0,0
420000,7,4,3,14,14,13,12,12,12,5,2,6,5,11,1,2,1,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0
430000,4,1,1,5,5,13,12,10,10,14,10,9,8,10,1,1,1,0,2,0,1,0,4,1,1,0,0,0,2,0,0,0,0,0
440000,0,0,1,2,2,7,5,10,10,10,7,10,9,12,6,0,2,0,2,5,1,0,1,7,1,0,0,0,2,0,1,0,0,0
450000,1,0,5,0,0,1,1,2,3,9,7,11,10,8,8,4,0,5,1,4,1,1,0,10,0,0,1,0,3,1,1,0,0,0
460000,5,0,1,0,5,2,2,0,6,0,0,4,4,4,3,2,0,5,1,0,0,0,2,4,0,5,0,0,2,6,1,1,1,0
470000,14,7,7,0,2,0,0,0,5,1,0,0,0,0,0,3,0,0,2,0,0,0,3,0,0,2,0,0,0,5,1,2,1,0
480000,11,15,14,9,9,1,0,2,4,3,0,0,0,0,1,4,1,0,5,0,0,0,0,0,0,0,0,0,1,2,1,5,0,0
490000,13,17,17,7,7,10,8,6,6,9,6,2,2,0,0,3,2,1,0,7,0,1,3,0,0,0,0,0,3,0,1,0,0,0
500000,11,16,15,14,14,10,10,9,9,12,7,8,8,1,1,1,0,1,2,1,0,0,2,0,0,0,0,0,2,0,1,0,0,0
510000,10,10,10,17,17,12,10,10,10,8,6,7,7,15,0,2,2,0,1,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0
520000,6,4,3,18,18,15,12,9,9,11,7,7,6,12,1,0,3,0,2,1,2,0,4,0,1,0,0,0,1,0,0,0,0,0
