Time,E1_s,E1_e,E2_s,E2_e,E3_s,E3_e,E4_s,E4_e,E5_s,E5_e,E6_s,E6_e,E7_s,E7_e,off_R1_s,off_R1_e,off_R2_s,off_R2_e,off_R3_s,off_R3_e,off_R4_s,off_R4_e,on_R1_s,on_R1_e,on_R2_s,on_R2_e,on_R3_s,on_R3_e,on_R4_s,on_R4_e,on_R5_s,on_R5_e,on_R6_s,on_R6_e
10000,4,4,5,3,5,13,9,7,8,6,6,7,6,4,0,1,4,8,0,0,1,0,0,1,0,2,0,0,2,1,2,0,0,0
20000,11,6,6,10,11,15,11,9,9,10,5,10,10,18,0,1,4,0,2,1,0,0,5,0,0,0,1,1,1,0,1,0,0,0
30000,3,1,1,12,12,15,12,13,13,9,8,5,4,12,2,0,3,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0
40000,0,0,2,6,6,11,8,10,10,14,9,9,9,8,6,1,3,0,3,4,0,0,0,8,0,0,0,0,1,0,1,0,1,0
50000,0,0,2,3,3,4,3,1,3,6,5,9,9,5,3,3,1,6,1,1,0,0,1,5,0,0,1,0,2,2,2,0,1,0
60000,12,4,4,0,5,0,0,0,7,0,0,3,2,3,3,3,0,2,1,0,2,0,1,3,1,5,0,0,0,7,3,1,0,1
70000,13,13,13,3,3,0,0,0,7,2,0,0,2,0,0,2,0,0,4,0,1,0,3,0,2,0,0,0,1,7,0,4,0,3
80000,13,14,14,10,10,6,6,5,5,7,1,1,1,0,0,0,0,0,2,2,1,0,2,0,1,0,0,0,0,0,0,1,0,1
90000,10,16,15,13,13,13,8,6,6,7,7,3,3,0,1,2,5,3,1,4,0,0,1,0,0,0,0,0,0,0,3,1,0,0
100000,7,12,11,14,14,15,11,11,11,9,6,5,5,4,1,3,4,5,2,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0
110000,9,11,10,12,12,15,13,12,12,11,8,6,6,10,1,2,2,0,1,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0
120000,1,2,2,14,14,14,11,13,13,8,7,9,8,14,2,3,3,0,0,1,1,0,1,2,1,0,0,0,1,0,0,0,1,0
130000,0,0,3,5,5,11,8,11,11,11,9,9,7,11,6,3,3,0,0,5,2,0,0,9,0,0,0,0,0,0,0,0,0,0
140000,2,0,2,0,0,7,5,2,4,7,4,7,4,10,4,2,2,5,3,2,3,0,2,4,0,0,1,0,0,2,1,0,1,0
150000,10,3,4,1,7,0,0,0,1,0,0,1,1,1,2,3,0,5,2,0,1,0,2,2,0,5,0,1,0,1,3,2,2,1
160000,7,16,16,1,5,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,2,0,2,0,0,2,0,2,1,0,0,3,1,3
170000,10,9,7,12,12,4,2,6,6,3,3,0,0,0,2,2,2,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,1
180000,9,11,10,11,11,10,9,9,9,12,9,3,3,0,1,4,1,2,2,4,0,0,2,0,1,0,0,0,1,0,0,0,0,0
190000,9,8,8,11,11,16,10,9,9,11,7,11,10,4,0,1,6,8,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
200000,10,9,9,11,11,11,8,12,12,5,5,11,11,10,0,3,3,1,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0
210000,2,2,1,11,11,15,9,9,9,12,11,5,5,9,2,2,6,0,0,1,0,0,1,1,3,0,0,0,2,0,0,0,0,0
220000,0,0,2,5,5,11,8,9,9,11,9,7,6,9,7,3,3,0,2,6,1,0,0,9,1,0,0,0,0,0,0,0,0,0
230000,1,0,6,0,0,8,5,1,3,2,1,13,13,7,3,2,3,7,0,2,0,0,2,6,1,0,0,0,1,2,1,0,0,0
240000,11,4,5,1,11,0,0,0,2,1,0,0,0,2,2,2,0,3,2,0,1,0,2,3,0,7,0,3,0,2,0,1,0,1
250000,11,13,13,1,3,0,0,0,2,3,0,0,1,0,0,1,0,0,4,0,3,0,3,0,0,2,1,0,0,2,0,4,0,4
260000,11,10,9,17,17,4,2,7,7,1,1,1,1,0,1,3,2,0,3,1,1,0,2,0,0,0,0,0,2,0,0,3,0,1
270000,6,13,12,11,11,13,12,5,5,12,9,1,0,0,1,3,1,2,2,5,1,0,0,0,0,0,0,0,3,0,0,1,0,0
