Time,E1_s,E1_e,E2_s,E2_e,E3_s,E3_e,E4_s,E4_e,E5_s,E5_e,E6_s,E6_e,E7_s,E7_e,off_R1_s,off_R1_e,off_R2_s,off_R2_e,off_R3_s,off_R3_e,off_R4_s,off_R4_e,on_R1_s,on_R1_e,on_R2_s,on_R2_e,on_R3_s,on_R3_e,on_R4_s,on_R4_e,on_R5_s,on_R5_e,on_R6_s,on_R6_e
10000,0,0,4,3,4,17,16,13,13,13,10,9,9,10,5,2,1,2,0,6,0,0,0,7,0,1,0,0,2,0,0,0,0,0
20000,4,0,4,1,1,5,4,0,3,4,3,9,9,12,6,4,1,7,1,0,0,0,2,7,1,0,0,0,1,3,0,0,2,0
30000,14,5,6,0,5,1,1,0,6,1,0,1,1,1,0,3,0,0,2,0,1,0,3,0,0,5,0,0,0,6,0,2,0,1
40000,13,15,15,2,2,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0,0,1,1,0,2,1,1
50000,10,16,16,17,16,3,1,10,10,6,5,0,0,0,0,3,2,0,4,3,0,0,2,0,0,0,0,0,0,0,0,3,0,0
60000,11,9,8,20,19,11,11,12,12,15,10,7,5,0,1,2,0,6,2,1,3,0,1,0,0,0,0,0,4,0,2,0,0,0
70000,9,8,7,10,10,23,20,11,11,10,8,12,9,6,1,1,3,1,1,0,3,0,1,0,0,0,1,0,1,0,2,0,0,0
80000,12,12,12,9,8,15,14,18,18,15,9,9,8,11,0,1,1,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
90000,0,0,1,10,10,12,10,13,13,15,12,9,9,14,2,0,2,0,1,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0
100000,0,0,2,2,2,9,7,11,11,17,15,10,10,10,5,1,2,1,0,4,0,0,1,6,0,0,0,0,0,0,1,0,0,0
110000,6,0,4,0,0,1,1,1,4,3,3,13,13,10,5,3,0,6,0,0,0,0,3,9,0,0,0,0,1,3,1,0,0,0
120000,14,5,5,1,2,0,0,0,3,1,0,0,1,2,1,0,0,0,2,0,1,0,1,1,0,2,0,0,0,3,1,2,0,2
130000,10,18,18,2,2,0,0,0,1,1,0,0,1,0,0,1,0,0,4,0,2,0,4,0,0,0,0,0,0,1,0,4,1,3
140000,11,14,14,12,12,2,1,7,7,7,7,0,1,0,0,4,1,0,2,6,0,0,3,0,0,0,0,0,0,0,0,2,0,1
150000,8,17,14,18,18,12,10,5,5,11,8,5,5,0,3,5,2,2,2,4,0,0,3,0,0,0,0,0,1,0,1,0,0,0
160000,12,7,7,16,16,16,15,8,8,7,6,12,12,4,0,3,1,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0
170000,7,13,11,17,17,15,11,14,14,9,5,12,11,13,2,2,4,0,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0
180000,1,1,1,10,10,14,12,13,13,14,11,6,5,15,3,0,2,0,0,2,1,0,0,3,0,0,1,0,0,0,1,0,0,0
190000,0,0,0,2,2,8,8,13,13,12,9,8,6,17,8,2,0,3,1,7,2,0,2,8,0,0,0,0,0,0,1,0,0,0
200000,3,0,2,0,1,5,4,0,4,3,3,10,9,11,2,2,1,6,0,1,1,0,1,4,0,1,2,0,0,4,1,0,0,0
210000,12,4,4,0,5,1,0,0,1,1,0,1,1,1,1,4,1,0,2,0,2,0,2,1,0,4,0,1,0,1,1,2,0,2
220000,12,12,11,2,2,1,0,0,0,1,0,0,2,0,1,3,1,0,3,0,3,0,2,0,0,0,1,0,0,0,1,3,1,5
230000,9,16,15,11,10,9,6,7,7,3,2,0,0,0,1,2,3,0,3,2,0,0,3,0,0,0,0,0,1,0,0,2,0,0
240000,11,10,9,11,11,11,8,6,6,15,10,5,4,0,1,3,3,4,4,3,1,0,1,0,0,0,0,0,2,0,4,0,0,0
250000,8,9,8,13,13,9,8,11,11,9,8,7,6,1,1,2,1,1,0,0,2,1,2,0,0,0,0,0,1,0,1,0,0,0
260000,8,6,6,12,12,11,10,8,8,7,5,10,10,10,0,0,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0
270000,0,0,0,7,8,14,12,8,8,13,8,7,7,12,3,1,2,0,2,1,0,0,2,3,0,0,0,1,1,0,1,0,0,0
280000,0,0,3,1,1,7,3,11,11,9,8,5,5,5,7,1,4,1,1,5,2,1,1,8,0,0,0,0,2,0,2,0,0,0
290000,4,0,2,0,1,3,0,0,3,2,2,8,8,3,3,3,3,7,0,1,0,0,3,5,0,0,0,1,2,3,3,0,0,0
300000,12,7,8,0,6,0,0,0,4,1,0,0,0,7,2,2,0,0,2,1,2,0,3,2,0,5,0,1,0,4,1,2,0,2
310000,10,15,15,5,5,0,0,0,1,0,0,0,1,1,0,3,0,0,5,0,1,0,2,0,0,0,0,0,0,1,0,5,0,2
