Time,E1_s,E1_e,E2_s,E2_e,E3_s,E3_e,E4_s,E4_e,E5_s,E5_e,E6_s,E6_e,E7_s,E7_e,off_R1_s,off_R1_e,off_R2_s,off_R2_e,off_R3_s,off_R3_e,off_R4_s,off_R4_e,on_R1_s,on_R1_e,on_R2_s,on_R2_e,on_R3_s,on_R3_e,on_R4_s,on_R4_e,on_R5_s,on_R5_e,on_R6_s,on_R6_e
50000,10,6,6,11,12,15,12,11,11,6,4,9,10,0,0,1,3,2,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1
60000,7,11,11,8,7,16,11,11,11,15,10,9,8,12,0,1,5,0,3,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0
70000,5,3,3,9,9,6,4,12,12,11,9,15,15,13,0,0,2,0,1,1,0,0,2,0,0,0,0,0,2,0,2,0,0,0
80000,0,0,2,6,6,10,7,5,5,13,11,10,10,10,7,0,3,0,1,2,0,0,0,8,0,0,0,0,0,0,1,0,0,0
90000,0,0,1,0,0,4,1,2,2,4,3,14,13,10,7,2,3,4,0,4,1,0,1,7,0,0,0,0,2,0,0,0,0,0
100000,11,2,3,0,1,0,0,0,7,0,0,3,3,8,2,3,0,5,1,0,0,0,2,3,0,1,1,0,1,7,2,1,0,0
110000,12,11,10,0,0,0,0,0,5,4,1,0,1,0,1,3,0,0,1,0,2,0,1,0,0,0,0,0,1,5,0,1,0,3
120000,9,16,15,8,8,2,1,3,4,3,0,0,1,0,1,3,1,0,4,1,2,0,3,0,0,0,0,0,2,1,0,4,0,3
130000,12,10,10,13,13,7,5,2,2,9,6,1,1,0,0,3,2,2,1,6,0,0,3,0,1,0,0,0,3,0,0,0,0,0
140000,13,15,14,13,13,11,10,6,6,4,2,2,2,1,1,2,1,5,2,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0
150000,12,12,11,15,15,12,12,11,11,8,7,5,5,14,1,1,0,1,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0
160000,4,4,4,13,13,13,11,9,9,11,8,1,1,15,0,1,2,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
170000,0,0,0,6,6,17,14,13,13,10,6,7,6,5,7,1,3,0,1,4,1,0,0,7,1,0,0,0,0,0,1,0,0,0
180000,0,0,2,1,1,10,8,6,6,9,4,8,8,7,7,3,2,7,2,0,0,0,3,8,0,0,0,0,3,0,2,0,0,0
190000,12,1,2,0,6,0,0,0,6,0,0,1,1,4,2,3,0,2,0,0,0,0,3,3,0,4,0,2,2,6,0,0,0,0
200000,14,14,12,1,3,0,0,0,4,1,0,1,1,0,2,1,0,0,4,0,4,0,3,0,0,2,0,0,0,4,1,4,0,4
210000,14,21,17,11,11,2,2,7,7,2,1,1,1,0,4,3,0,0,4,1,3,0,1,0,0,0,0,0,0,0,0,4,0,3
220000,11,13,13,17,15,8,5,10,10,8,7,0,0,0,0,2,3,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
230000,12,12,11,15,15,19,16,5,5,14,11,7,7,0,1,3,3,3,3,1,0,0,3,0,0,0,0,0,2,0,1,0,0,0
240000,10,13,12,11,11,15,13,15,15,11,6,9,8,10,1,2,2,0,4,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0
250000,2,2,2,13,13,9,7,13,13,12,9,10,9,7,1,2,2,0,2,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0
260000,0,0,0,5,5,13,10,10,10,16,12,9,8,8,8,2,3,0,3,6,1,0,1,8,0,0,0,0,1,0,2,0,0,0
270000,0,0,3,0,0,10,8,4,5,8,8,9,8,6,3,2,2,5,0,3,1,0,1,4,0,0,1,0,2,1,1,0,0,0
280000,13,1,3,0,4,0,0,0,6,0,0,3,3,6,3,2,0,5,1,0,1,0,5,5,0,4,0,0,2,6,3,1,0,1
290000,13,10,10,2,3,0,0,0,2,1,0,0,0,0,2,2,0,0,1,0,4,0,2,2,0,0,1,1,1,2,0,1,0,4
300000,12,14,13,7,6,4,3,3,3,5,2,0,0,0,1,0,1,0,5,1,1,0,1,0,0,0,0,0,0,0,0,5,0,1
310000,11,17,16,18,17,11,8,10,10,8,7,0,0,0,1,3,3,1,0,7,0,0,1,0,0,0,0,0,3,0,1,0,0,0
320000,10,13,13,10,10,14,13,10,10,11,8,13,13,0,0,3,1,5,1,2,0,0,2,0,0,0,0,0,5,0,2,0,0,0
