Time,E1_s,E1_e,E2_s,E2_e,E3_s,E3_e,E4_s,E4_e,E5_s,E5_e,E6_s,E6_e,E7_s,E7_e,off_R1_s,off_R1_e,off_R2_s,off_R2_e,off_R3_s,off_R3_e,off_R4_s,off_R4_e,on_R1_s,on_R1_e,on_R2_s,on_R2_e,on_R3_s,on_R3_e,on_R4_s,on_R4_e,on_R5_s,on_R5_e,on_R6_s,on_R6_e
20000,0,0,2,0,0,10,10,5,7,7,2,9,9,11,6,1,0,5,1,5,0,0,1,7,0,0,0,0,3,2,1,0,0,0
30000,13,4,3,0,4,0,0,0,3,0,0,2,1,7,3,5,0,3,1,0,2,0,4,2,0,4,0,0,1,3,2,1,0,1
40000,13,13,13,0,2,0,0,1,5,2,0,0,1,0,1,3,0,0,3,0,3,0,3,1,0,2,0,0,0,4,1,3,0,4
50000,15,16,16,11,11,2,1,4,4,3,1,0,1,0,0,3,1,0,3,2,2,0,2,0,0,0,0,0,0,0,0,3,0,3
60000,13,17,16,15,15,12,9,8,8,12,9,0,0,0,1,1,3,1,1,5,0,0,0,0,0,0,0,0,2,0,1,0,0,0
70000,11,11,11,16,16,16,12,9,9,11,9,6,6,1,0,1,4,6,1,0,1,1,2,0,0,0,0,0,2,0,1,0,0,0
80000,10,13,12,18,18,16,12,11,11,8,7,11,10,11,1,1,4,1,1,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0
90000,6,6,6,8,8,19,17,13,13,11,7,8,8,9,0,0,2,0,4,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
100000,0,0,1,11,11,10,7,15,15,12,9,7,6,14,6,1,3,0,1,3,1,0,1,6,0,0,0,0,2,0,0,0,0,0
110000,0,0,2,1,1,9,7,5,5,9,4,8,7,7,6,3,2,5,1,4,2,0,2,7,0,0,0,0,0,0,2,0,0,0
120000,7,0,2,0,5,0,0,0,7,1,0,5,4,3,2,3,0,4,1,0,1,1,3,3,0,4,1,1,1,7,2,1,0,0
130000,11,14,14,0,2,0,0,0,0,2,0,0,2,0,1,2,0,0,4,0,2,0,2,1,0,2,0,0,0,0,0,4,0,4
140000,10,10,10,10,10,2,2,5,5,3,0,0,0,0,0,4,0,0,3,1,2,0,4,0,0,0,0,0,2,0,0,3,0,2
150000,15,14,14,12,12,13,11,10,10,11,8,0,0,0,0,3,2,1,3,5,0,0,2,0,0,0,0,0,1,0,1,0,0,0
160000,11,14,13,14,13,15,13,9,9,13,8,9,9,1,1,0,2,8,4,1,0,0,4,0,0,0,0,0,4,0,2,0,0,0
170000,9,10,9,14,14,13,9,14,14,10,8,5,5,13,1,0,4,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
180000,2,7,5,12,12,13,10,10,10,15,12,8,6,7,2,0,3,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
190000,0,0,1,6,6,14,12,12,12,11,11,13,12,8,4,2,2,0,0,5,1,0,1,5,0,0,0,0,0,0,0,0,0,0
200000,0,0,1,0,0,5,5,5,5,8,5,11,10,10,5,1,0,4,0,5,1,0,0,5,0,0,0,0,2,0,2,0,0,0
210000,11,0,0,0,5,0,0,0,5,0,0,4,4,7,4,4,0,6,1,0,0,0,5,4,0,4,1,1,1,5,1,1,0,0
220000,10,13,13,0,0,0,0,0,4,1,0,0,0,0,0,2,0,0,4,0,4,0,3,0,0,0,0,0,2,4,2,4,0,4
230000,11,15,15,7,6,1,1,4,5,2,0,0,1,0,0,2,0,0,2,1,3,0,2,0,0,0,0,0,0,1,0,2,0,4
240000,11,10,10,12,12,9,8,6,6,11,9,1,1,0,0,4,1,1,2,9,0,0,1,0,0,0,0,0,1,0,1,0,0,0
250000,6,11,10,16,16,14,13,7,8,11,7,10,9,1,1,1,1,2,4,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0
260000,12,7,7,12,12,17,16,12,12,11,7,8,8,12,0,1,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
270000,6,2,2,8,8,13,11,16,16,9,8,8,8,14,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
280000,0,0,3,4,4,9,7,11,12,10,8,6,5,8,7,0,2,0,2,4,1,0,0,9,0,0,0,0,0,1,2,0,3,0
290000,0,0,2,1,1,3,1,3,3,16,13,8,7,9,8,3,2,2,2,6,1,1,4,8,0,0,0,0,1,0,1,0,0,0
300000,10,0,2,0,5,0,0,0,6,1,0,4,4,3,2,4,0,3,0,0,0,0,3,4,0,4,0,1,0,6,1,0,0,0
310000,9,14,13,0,4,0,0,0,1,1,0,0,2,0,1,6,0,0,4,0,1,0,3,0,0,3,0,1,0,1,0,4,0,3
320000,11,14,14,12,12,0,0,4,4,5,2,0,0,0,0,3,0,0,4,2,2,0,2,0,0,0,0,0,0,0,0,4,0,2
330000,12,13,11,12,12,11,9,4,4,7,7,0,0,0,2,4,2,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0
340000,9,12,10,11,10,9,7,9,9,9,5,12,12,0,2,0,2,3,2,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0
350000,10,13,12,10,10,16,13,10,10,9,9,10,10,13,1,1,3,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
360000,5,5,4,11,11,9,7,10,10,12,9,7,7,14,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
370000,0,0,1,11,11,8,6,4,4,9,8,9,9,10,6,3,2,0,1,5,0,0,2,6,0,0,0,0,0,0,2,0,0,0
380000,0,0,3,2,2,11,11,3,5,3,2,10,10,4,6,3,0,2,1,3,0,0,0,7,0,0,1,0,2,2,1,0,0,0
390000,11,0,2,0,4,1,1,1,5,1,0,2,2,0,3,2,0,4,1,0,0,0,1,4,0,4,0,0,1,4,2,1,0,0
400000,11,14,11,0,4,0,0,0,4,2,0,0,0,0,3,2,0,0,0,0,4,0,0,0,0,4,0,0,0,4,1,0,0,4
410000,14,13,12,11,9,2,1,4,4,3,0,1,1,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0
420000,9,16,16,13,13,9,7,9,9,9,5,1,1,0,0,3,2,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
430000,9,14,14,13,13,17,12,9,9,9,4,5,3,0,0,3,5,5,4,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0
440000,13,10,10,16,16,15,12,14,14,10,9,8,8,12,0,4,3,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0
450000,1,6,5,13,13,15,13,11,11,11,9,4,3,15,1,1,2,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1
460000,0,0,3,7,7,19,14,15,15,10,4,10,9,7,2,1,5,0,3,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0
470000,0,0,2,1,1,11,8,7,8,10,7,4,4,7,3,2,3,5,2,2,0,0,2,3,0,0,0,0,2,1,2,0,0,0
480000,9,0,1,0,1,0,0,0,4,1,0,1,1,2,0,2,0,3,1,1,0,0,2,0,0,0,1,1,5,4,2,1,0,0
490000,14,13,13,2,2,0,0,0,3,0,0,0,1,0,0,2,0,0,3,0,2,0,1,0,1,0,0,0,0,3,1,3,0,3
500000,11,15,14,10,10,1,1,3,3,2,1,0,1,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,2,0,0,5,0,1
510000,8,13,11,15,15,11,8,11,11,18,13,0,0,0,2,0,3,3,3,5,0,0,3,0,0,0,0,0,4,0,1,0,0,0
520000,8,8,8,13,13,14,13,10,10,15,10,13,12,1,0,2,1,7,3,1,1,0,1,0,0,0,1,0,2,0,2,0,0,0
530000,10,7,7,7,7,14,14,10,10,10,8,11,10,10,0,1,0,0,2,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0
540000,4,6,6,9,9,7,6,12,12,10,9,15,13,11,0,0,1,0,1,1,2,0,2,0,0,0,0,0,2,0,0,0,0,0
550000,0,0,0,8,8,10,7,8,8,15,10,9,9,13,4,0,3,0,3,7,0,0,0,4,0,0,0,0,2,0,0,0,0,0
560000,0,0,2,1,1,7,5,2,3,5,4,10,7,12,5,3,2,4,1,5,3,0,3,6,0,0,1,0,0,1,4,0,0,0
570000,11,0,3,0,6,0,0,0,8,1,0,2,1,4,3,4,0,6,0,0,1,0,3,4,0,5,0,1,2,8,1,0,0,0
580000,9,16,14,0,5,0,0,0,3,0,0,0,0,0,2,2,0,0,5,0,4,0,3,0,0,4,0,1,0,3,0,5,0,4
590000,13,11,11,5,5,0,0,3,5,5,1,0,0,0,0,4,0,0,3,1,0,0,2,0,0,0,0,0,2,2,0,3,0,0
600000,12,12,10,16,16,6,4,9,9,14,7,0,0,0,2,2,2,0,3,4,0,0,3,0,0,0,0,0,1,0,1,0,0,0
610000,14,13,12,13,13,16,12,3,3,11,11,9,8,0,1,2,4,2,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0
620000,8,13,13,13,13,14,12,11,11,5,5,11,10,11,0,0,2,0,0,1,1,0,2,0,0,0,2,0,1,0,0,0,0,0
630000,3,4,4,16,16,19,16,13,13,9,6,7,6,14,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
640000,0,0,0,5,5,13,12,15,15,12,9,4,4,7,4,0,1,0,2,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0
650000,0,0,0,1,1,8,8,4,5,12,10,9,9,5,4,2,0,4,1,5,0,0,2,4,1,0,0,0,2,1,0,0,0,0
660000,7,1,2,0,5,0,0,0,7,0,0,5,5,3,3,3,0,6,0,0,0,0,0,4,0,4,0,1,2,7,1,0,0,0
670000,8,10,8,0,3,0,0,0,5,1,0,0,0,0,2,2,0,0,5,0,4,0,2,0,1,2,0,1,2,5,1,5,0,4
680000,9,12,12,6,6,1,0,1,4,4,0,0,1,0,0,3,1,0,0,2,1,0,2,0,0,0,0,0,1,3,1,0,0,2
690000,11,8,7,13,13,10,5,14,14,14,9,0,0,0,1,3,5,1,2,7,1,0,1,0,0,0,0,0,1,0,2,0,0,0
700000,12,8,6,7,7,12,8,5,5,13,8,9,8,0,2,1,4,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0
