Time,E1_s,E1_e,E2_s,E2_e,E3_s,E3_e,E4_s,E4_e,E5_s,E5_e,E6_s,E6_e,E7_s,E7_e,off_R1_s,off_R1_e,off_R2_s,off_R2_e,off_R3_s,off_R3_e,off_R4_s,off_R4_e,on_R1_s,on_R1_e,on_R2_s,on_R2_e,on_R3_s,on_R3_e,on_R4_s,on_R4_e,on_R5_s,on_R5_e,on_R6_s,on_R6_e
30000,0,0,0,0,0,10,9,10,10,10,9,6,6,0,0,4,1,5,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0
40000,0,0,0,0,0,15,11,9,9,9,9,10,10,8,0,1,4,2,1,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0
50000,0,0,0,0,0,14,9,9,9,10,8,14,12,9,0,2,5,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0
60000,0,0,0,0,0,10,7,9,9,11,9,7,7,10,0,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70000,0,0,0,0,0,5,3,4,4,10,9,10,9,8,0,2,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,0,0,0,0,0,1,1,1,5,1,0,9,8,8,0,3,0,6,1,0,2,0,0,0,0,0,1,0,2,4,1,0,0,1
90000,0,0,0,0,0,0,0,0,4,1,0,2,2,0,0,1,0,0,1,0,6,1,0,0,0,0,0,0,2,4,1,1,0,4
100000,0,0,0,0,0,0,0,0,2,4,1,0,1,0,0,3,0,0,3,0,2,0,0,0,0,0,0,0,1,2,0,3,0,3
110000,0,0,0,0,0,6,3,8,8,8,5,0,0,0,0,4,3,0,2,6,0,0,0,0,0,0,0,0,1,0,0,2,0,0
120000,0,0,0,0,0,10,10,6,6,9,7,6,5,0,0,2,0,7,1,4,1,0,0,0,0,0,0,0,3,0,1,0,0,0
130000,0,0,0,0,0,15,10,11,11,8,6,10,10,7,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
140000,0,0,0,0,0,8,7,9,9,13,9,7,5,7,0,0,1,0,3,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0
150000,0,0,0,0,0,12,10,8,8,10,8,8,8,11,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,0,0,0,0,0,10,8,10,10,7,6,7,7,13,0,2,2,2,1,6,0,0,0,0,0,0,0,0,2,0,1,0,0,0
170000,0,0,0,0,0,4,2,1,3,0,0,7,7,11,0,3,2,6,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
180000,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,1,4,0,2,0,2
190000,0,0,0,0,0,0,0,1,2,3,0,0,2,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,3,0,3
200000,0,0,0,0,0,12,9,10,10,9,6,0,1,0,0,2,3,0,2,6,0,0,0,0,0,0,0,0,1,0,0,1,0,1
210000,0,0,0,0,0,13,9,6,6,13,12,5,5,0,0,3,4,4,1,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0
220000,0,0,0,0,0,13,12,7,7,7,7,11,10,6,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
230000,0,0,0,0,0,15,13,5,5,9,7,11,10,12,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
240000,0,0,0,0,0,10,10,8,8,6,3,8,8,10,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250000,0,0,0,0,0,12,10,11,11,13,10,4,4,11,0,1,2,4,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
260000,0,0,0,0,0,4,3,0,2,3,1,8,7,11,0,2,1,5,1,0,1,0,0,0,0,0,0,0,1,2,4,0,0,0
270000,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1
280000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,4,0,3,0,0,0,0,0,0,0,1,0,0,4,0,3
290000,0,0,0,0,0,8,7,9,9,11,8,0,0,0,0,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0
300000,0,0,0,0,0,11,8,13,13,10,6,6,5,0,0,1,3,4,2,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0
310000,0,0,0,0,0,11,9,8,8,10,9,8,6,8,0,2,2,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0
320000,0,0,0,0,0,16,13,10,10,9,8,9,8,12,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
330000,0,0,0,0,0,13,8,11,11,13,10,9,7,4,0,2,5,0,3,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0
340000,0,0,0,0,0,10,8,12,12,14,11,11,10,9,0,2,2,3,2,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0
350000,0,0,0,0,0,5,4,0,4,3,1,7,7,8,0,2,1,6,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0
360000,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,4,0,2,0,2
370000,0,0,0,0,0,1,1,0,3,2,0,0,1,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,3,2,2,0,3
380000,0,0,0,0,0,7,7,9,10,5,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,1,1,4,0,0
390000,0,0,0,0,0,14,10,9,9,14,14,5,5,0,0,3,4,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400000,0,0,0,0,0,13,11,11,11,15,10,10,10,3,0,2,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
410000,0,0,0,0,0,7,7,14,14,8,6,11,10,12,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
420000,0,0,0,0,0,11,9,13,13,10,10,11,10,12,0,2,2,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0
