Time,E1_s,E1_e,E2_s,E2_e,E3_s,E3_e,E4_s,E4_e,E5_s,E5_e,E6_s,E6_e,E7_s,E7_e,off_R1_s,off_R1_e,off_R2_s,off_R2_e,off_R3_s,off_R3_e,off_R4_s,off_R4_e,on_R1_s,on_R1_e,on_R2_s,on_R2_e,on_R3_s,on_R3_e,on_R4_s,on_R4_e,on_R5_s,on_R5_e,on_R6_s,on_R6_e
10000,0,0,3,3,3,15,12,10,10,7,7,7,7,8,1,0,3,0,0,0,0,0,1,4,0,0,0,0,2,0,2,0,0,0
20000,0,0,1,0,0,7,3,7,7,12,11,9,9,9,0,4,4,0,0,1,0,0,2,1,0,0,0,0,2,0,3,0,0,0
30000,8,1,1,3,3,1,1,0,3,3,3,8,8,3,0,0,0,3,0,2,0,0,4,0,0,0,0,0,2,3,1,0,0,0
40000,8,8,7,1,1,3,3,0,3,1,0,5,5,0,1,0,0,3,1,1,0,0,2,0,0,0,0,0,2,3,0,1,0,0
50000,11,10,10,5,5,3,3,2,5,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,3,1,3,0,0
60000,14,13,13,9,9,4,3,10,10,6,2,0,0,0,0,0,1,0,3,2,0,0,1,0,0,0,0,0,2,0,0,2,0,0
70000,9,12,11,12,12,8,7,4,4,12,9,4,4,6,1,0,1,2,2,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0
80000,10,12,12,11,11,12,10,5,5,4,3,8,6,13,0,1,2,9,0,2,2,0,5,0,0,0,0,0,2,0,1,0,0,0
90000,5,4,4,12,12,9,6,12,12,6,3,9,8,8,2,0,3,1,2,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0
100000,0,0,3,5,5,11,8,8,8,12,9,3,3,8,5,1,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
110000,0,0,4,0,4,4,3,7,7,10,7,8,7,8,3,4,1,0,2,4,1,0,1,7,0,3,0,1,0,0,2,0,0,0
120000,11,0,2,1,6,0,0,0,2,4,3,7,7,2,1,3,0,5,1,4,0,0,2,2,0,6,1,0,2,2,2,0,0,0
130000,10,21,18,6,6,1,1,0,2,1,0,2,2,0,3,2,0,2,1,0,0,0,2,0,0,0,0,0,2,2,1,1,0,0
140000,7,11,10,12,11,8,7,0,3,0,0,0,1,0,1,1,1,0,4,0,2,0,0,0,0,0,0,0,0,3,0,4,0,3
150000,12,9,9,16,16,9,6,9,9,6,3,0,1,0,0,2,3,0,2,1,1,0,0,0,0,0,0,0,1,0,3,2,0,2
160000,9,12,12,6,6,17,14,9,10,11,9,5,5,3,0,4,3,1,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0
170000,10,10,10,12,12,10,7,13,13,8,6,6,4,6,0,0,3,5,0,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0
180000,8,2,2,12,11,12,8,6,6,13,10,8,8,12,0,0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
190000,0,0,2,8,8,13,12,9,9,10,8,9,9,7,7,0,1,0,2,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0
200000,0,0,3,0,5,4,3,9,9,7,6,6,6,8,0,3,1,0,0,5,0,0,3,0,0,5,0,0,1,0,2,0,0,0
210000,10,0,0,0,3,0,0,0,5,6,4,8,8,2,0,4,0,4,2,4,0,0,3,0,0,3,0,0,1,5,1,0,0,0
220000,9,18,15,5,5,0,0,0,3,1,0,3,3,0,3,0,0,3,1,0,0,0,2,0,0,0,0,0,1,3,0,1,0,0
230000,12,13,10,8,7,10,7,0,2,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,1,2,0,3,0,3
240000,8,10,9,12,11,11,7,7,7,2,1,0,0,0,1,4,4,0,4,1,2,0,2,0,0,0,0,0,1,0,0,4,0,2
250000,11,8,7,8,8,14,10,8,9,8,7,3,3,1,1,2,4,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
260000,11,10,10,10,10,12,11,11,11,14,11,5,5,5,0,2,1,8,3,0,0,0,5,0,0,0,1,0,2,0,0,0,0,0
270000,2,3,3,9,9,8,7,9,9,12,9,7,7,11,1,0,1,0,2,0,0,0,2,1,0,0,2,0,1,0,0,0,0,0
280000,0,0,1,4,4,8,5,10,10,11,9,8,8,13,6,0,3,0,0,0,0,0,0,7,0,0,0,0,1,0,2,0,0,0
290000,0,0,2,0,3,4,4,6,6,9,7,8,7,6,4,2,0,0,1,4,1,0,2,5,0,3,0,0,0,0,1,0,0,0
300000,10,3,5,0,3,0,0,0,5,3,3,8,8,3,4,3,0,5,0,3,0,0,2,5,0,2,0,1,2,5,1,0,0,0
310000,6,10,10,5,5,0,0,0,3,0,0,3,3,0,0,4,0,5,2,0,0,0,2,0,0,0,1,0,3,3,0,2,0,0
320000,12,13,12,10,10,7,7,0,2,3,0,0,1,0,1,1,0,0,5,0,4,0,0,0,0,0,1,0,0,2,0,5,0,5
330000,8,13,13,13,13,12,10,8,8,4,2,0,0,0,0,3,2,0,1,2,2,0,3,0,0,0,0,0,1,0,1,1,0,2
340000,7,7,6,14,14,13,12,9,9,14,10,3,2,5,1,2,1,0,2,6,1,0,3,0,0,0,0,0,0,0,1,0,0,0
350000,7,7,7,10,9,14,11,12,12,8,5,10,10,16,0,0,3,4,2,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0
360000,1,3,3,5,5,11,10,11,11,12,7,8,7,7,2,0,1,0,3,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0
370000,0,0,3,4,4,10,10,14,14,14,10,5,4,11,4,2,0,0,2,0,1,0,3,4,0,0,0,0,0,0,1,0,0,0
380000,0,0,5,0,2,1,1,8,8,9,6,8,7,8,8,1,0,0,2,5,1,0,2,9,0,2,2,0,0,0,0,0,0,0
390000,7,1,1,0,0,0,0,0,7,7,5,7,7,2,2,3,0,4,2,4,0,0,2,2,0,0,0,0,2,7,0,0,0,0
400000,11,11,11,4,4,0,0,0,5,2,0,6,6,0,0,3,0,3,1,0,0,0,2,0,0,0,0,0,2,5,0,1,0,0
410000,5,10,10,13,13,4,2,1,2,2,0,0,1,0,0,2,2,0,2,0,3,0,2,0,0,0,0,0,1,1,0,2,0,4
420000,9,5,5,9,9,13,12,8,8,2,1,0,0,0,0,4,1,0,0,1,4,0,3,0,0,0,0,0,2,0,2,0,0,4
430000,12,8,7,9,9,10,8,11,11,14,12,4,4,8,1,2,2,1,1,5,0,0,1,0,0,0,1,0,1,0,0,0,0,0
440000,10,10,9,4,4,7,5,10,10,14,10,7,7,9,1,1,2,0,3,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0
450000,6,5,5,5,5,4,4,4,4,14,12,12,12,8,2,1,0,0,1,1,0,0,1,2,1,0,1,0,1,0,0,0,0,0
460000,0,0,0,7,7,4,3,3,3,6,6,12,12,12,7,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0
470000,0,0,3,0,2,2,2,0,0,4,3,9,9,13,4,3,0,0,1,2,0,0,3,5,0,2,0,0,1,0,2,0,1,0
480000,6,1,2,0,5,0,0,0,3,0,0,5,4,2,2,4,0,5,0,3,1,0,4,3,0,2,0,3,1,3,0,0,0,0
490000,13,15,14,4,4,0,0,0,2,1,0,0,0,0,1,2,0,0,2,0,0,0,4,0,1,0,0,0,2,2,2,2,0,0
500000,11,13,11,10,10,6,5,2,3,3,0,0,0,0,2,3,1,0,2,1,3,0,1,0,0,0,0,0,0,1,0,2,0,3
510000,11,13,12,13,11,9,8,4,4,2,1,0,0,0,1,3,1,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0
520000,11,12,10,11,11,10,10,10,10,4,4,2,2,7,2,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1
530000,7,12,11,11,11,8,7,6,6,9,5,2,2,6,1,1,1,2,2,2,0,0,4,0,0,0,0,0,3,0,0,0,0,0
540000,2,4,4,13,13,14,13,7,7,8,7,4,4,8,1,1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0
550000,0,0,2,8,8,11,9,13,13,4,1,6,5,6,6,2,2,0,1,0,1,0,1,7,0,0,0,0,1,0,0,0,0,0
560000,0,0,1,0,4,5,4,9,9,11,8,1,1,2,8,3,1,0,2,3,0,0,5,8,1,3,0,1,0,0,3,0,0,0
570000,8,0,2,0,6,0,0,0,5,7,7,6,6,3,2,3,0,4,0,2,0,0,0,4,0,5,1,1,0,5,0,0,0,0
580000,10,12,11,3,3,0,0,0,3,1,0,3,3,0,1,3,0,1,3,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0
590000,11,10,8,8,7,12,11,1,1,2,0,0,1,0,2,2,1,0,3,0,3,0,1,0,0,0,0,0,0,0,0,3,0,4
600000,10,12,12,9,8,11,7,9,9,7,4,0,0,0,0,1,4,0,1,1,2,0,2,0,0,0,0,0,1,0,2,0,0,2
