Time,E1_s,E1_e,E2_s,E2_e,E3_s,E3_e,E4_s,E4_e,E5_s,E5_e,E6_s,E6_e,E7_s,E7_e,off_R1_s,off_R1_e,off_R2_s,off_R2_e,off_R3_s,off_R3_e,off_R4_s,off_R4_e,on_R1_s,on_R1_e,on_R2_s,on_R2_e,on_R3_s,on_R3_e,on_R4_s,on_R4_e,on_R5_s,on_R5_e,on_R6_s,on_R6_e
60000,9,9,9,18,18,10,6,8,8,8,7,0,0,0,0,4,4,1,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0
70000,9,10,8,10,10,18,14,9,9,11,9,12,10,0,2,3,4,7,2,1,2,0,4,0,0,0,0,0,3,0,2,0,0,0
80000,10,7,6,7,7,14,9,14,14,12,12,9,9,9,1,2,5,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0
90000,4,7,4,8,8,6,4,7,7,13,10,11,11,14,3,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100000,0,0,0,6,6,8,5,4,4,7,6,11,11,14,5,2,3,0,0,2,0,0,1,5,2,0,0,0,1,0,1,0,0,0
110000,0,0,0,0,0,10,7,3,3,6,5,8,8,11,4,3,3,8,0,3,0,0,1,4,0,0,0,0,5,0,1,0,0,0
120000,13,0,1,0,5,0,0,0,5,0,0,4,4,8,2,1,0,4,1,0,0,0,2,3,0,4,0,1,0,5,0,1,0,0
130000,14,14,13,1,4,0,0,0,5,1,0,1,1,0,1,3,0,0,4,0,4,0,2,0,0,3,0,0,0,5,1,4,0,4
140000,11,20,17,6,5,1,1,2,2,4,0,0,1,0,3,0,0,0,3,2,1,0,2,0,0,0,0,0,1,0,0,3,0,2
150000,12,14,12,15,15,8,7,8,8,6,5,0,0,0,2,2,1,3,0,5,0,0,2,0,0,0,0,0,1,0,0,0,0,0
160000,7,10,9,16,16,15,11,6,6,10,8,7,6,0,1,2,4,7,2,0,1,0,4,0,0,0,0,0,3,0,0,0,0,0
170000,9,8,8,13,13,19,17,13,13,8,6,11,11,10,0,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
180000,4,5,3,6,6,10,9,14,14,13,12,7,7,11,2,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0
190000,0,0,0,5,5,8,6,12,12,11,10,10,9,14,4,3,2,0,0,4,2,0,0,4,2,0,0,0,2,0,1,0,0,0
200000,0,0,3,0,0,6,5,3,3,10,8,6,6,13,4,4,1,3,2,3,0,0,4,5,2,0,0,0,4,0,0,0,1,0
210000,8,0,2,0,5,0,0,0,8,1,0,4,4,6,3,1,0,4,0,0,0,0,1,5,0,4,1,1,1,8,3,0,0,0
220000,11,11,11,0,4,0,0,0,5,1,0,0,0,0,1,0,0,0,3,0,4,0,0,1,0,3,0,1,1,5,0,3,0,4
230000,12,14,13,7,7,2,0,2,3,1,0,0,1,0,1,1,2,0,2,1,2,0,0,0,0,0,0,0,2,1,0,2,0,3
240000,12,13,12,16,16,11,7,4,4,11,9,0,0,0,1,3,4,1,2,5,0,0,3,0,1,0,0,0,0,0,1,0,0,0
250000,12,13,13,10,10,14,11,7,7,11,8,12,11,2,0,3,3,5,2,0,1,0,3,0,0,0,0,0,4,0,0,0,0,0
260000,13,13,12,16,16,13,9,13,13,8,6,10,9,11,1,1,4,1,1,0,1,0,4,0,0,0,1,0,2,0,0,0,0,0
270000,3,5,5,12,12,13,11,9,9,11,10,10,9,11,1,3,2,0,1,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0
280000,0,0,1,8,8,12,11,10,10,13,10,7,7,6,7,2,1,0,2,2,0,0,0,8,0,0,0,0,1,0,0,0,0,0
290000,0,0,3,2,2,10,9,4,4,7,4,8,8,10,8,4,1,3,2,3,0,0,3,10,0,0,1,0,2,0,2,0,0,0
300000,10,2,4,0,4,0,0,0,8,1,0,6,6,4,1,2,0,3,0,0,0,0,0,3,0,4,1,0,2,8,1,0,0,0
310000,15,15,14,0,2,0,0,0,7,2,0,0,2,0,1,0,0,0,2,1,2,0,0,0,0,0,0,2,1,7,2,2,0,4
320000,10,18,18,12,12,3,2,4,5,4,0,0,1,0,0,1,1,0,1,1,2,0,1,0,0,0,0,0,0,1,0,1,0,3
330000,11,12,11,15,15,8,8,11,11,11,8,0,0,0,1,4,0,2,1,5,0,0,1,0,0,0,0,0,4,0,1,0,0,0
340000,10,10,10,20,20,16,10,11,11,15,12,7,7,0,0,3,6,3,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
350000,2,12,10,12,12,19,15,8,8,9,8,12,12,13,2,2,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
360000,4,2,1,8,8,13,12,15,15,12,9,9,9,12,1,1,1,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
370000,0,0,2,5,5,11,7,10,10,18,15,9,9,14,3,5,4,0,1,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0
380000,0,0,1,1,1,10,6,3,3,8,8,11,11,6,3,2,4,8,0,2,0,0,1,4,0,0,0,0,2,0,0,0,0,0
390000,10,2,4,0,2,0,0,0,7,1,0,8,8,3,1,3,0,4,1,0,0,0,4,2,0,2,0,0,0,7,0,1,0,0
400000,11,14,13,0,1,0,0,0,3,1,0,0,2,0,1,1,0,0,4,0,3,0,3,0,0,1,0,0,1,3,1,4,0,5
410000,10,10,10,10,10,3,1,1,1,1,0,0,0,0,0,1,2,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,2
420000,11,9,9,12,12,9,9,9,9,7,7,0,0,0,0,1,0,2,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
430000,11,12,10,7,7,16,15,6,6,8,5,10,9,0,2,2,1,10,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0
440000,10,11,11,12,12,7,7,11,11,8,7,9,9,12,0,3,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0
450000,1,5,4,14,14,8,8,13,13,13,7,5,5,15,2,2,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
460000,0,0,1,4,4,17,16,10,10,10,7,7,5,14,4,1,1,1,1,3,2,0,1,5,0,0,0,0,0,0,1,0,0,0
470000,0,0,2,0,1,7,5,6,7,11,7,4,4,4,5,3,2,3,2,4,0,0,1,5,0,1,0,0,2,1,0,0,0,0
480000,10,1,1,0,3,0,0,0,5,0,0,6,3,5,3,3,0,1,0,0,3,0,3,3,0,3,1,0,2,5,0,0,0,0
490000,11,11,11,1,6,0,0,0,3,1,0,0,0,0,0,3,0,0,3,1,3,0,4,0,0,4,0,1,1,3,0,3,0,3
500000,12,11,11,9,9,1,1,3,4,4,2,1,1,0,0,3,0,0,0,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0
510000,12,15,15,12,12,11,7,13,13,13,8,0,0,0,0,1,4,1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0
520000,11,12,10,14,14,13,9,8,8,15,12,8,7,0,2,0,4,1,2,1,1,0,1,0,0,0,0,0,2,0,2,0,0,0
530000,14,11,10,14,14,8,6,11,11,7,2,14,13,7,1,0,2,0,3,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0
540000,3,10,10,12,12,17,13,8,8,14,11,8,8,10,0,2,4,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
550000,0,0,0,10,10,10,9,11,11,9,8,9,8,9,4,1,1,0,1,3,1,0,1,4,1,0,0,0,0,0,0,0,1,0
560000,0,0,2,0,0,13,10,4,4,10,7,9,8,12,5,2,3,6,2,2,1,0,1,6,0,0,0,0,3,0,1,0,0,0
570000,9,0,1,0,4,0,0,1,7,0,0,4,3,7,4,2,0,4,0,0,1,0,2,4,0,4,1,0,1,6,3,0,2,0
580000,10,13,11,0,2,0,0,0,3,1,0,0,1,0,2,3,0,0,2,1,3,0,3,0,0,2,0,0,1,3,0,2,1,4
590000,9,14,14,9,9,3,1,2,3,2,0,0,0,0,0,3,2,0,2,2,3,0,3,0,1,0,0,0,2,1,0,2,1,3
600000,14,10,8,16,16,13,11,11,11,12,8,0,0,0,2,4,2,2,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0
610000,11,13,13,9,9,13,9,14,14,8,6,7,7,2,0,0,4,5,2,2,0,0,2,0,0,0,0,0,4,0,1,0,0,0
620000,11,11,10,12,12,17,15,9,9,16,11,10,9,12,1,1,2,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
630000,6,5,5,9,9,13,11,13,14,10,7,13,13,10,1,2,2,0,0,1,0,0,2,1,2,0,0,0,0,1,0,0,0,0
640000,0,0,2,8,8,10,9,13,13,13,11,5,5,12,3,0,1,2,2,3,0,0,1,4,2,0,0,0,1,0,0,0,0,0
650000,1,0,0,2,2,7,6,2,3,9,7,10,9,9,6,2,1,3,1,2,1,0,1,6,0,0,0,0,4,1,2,0,1,0
660000,11,0,0,0,5,0,0,0,6,0,0,5,4,3,2,1,0,4,0,0,2,0,2,2,0,4,1,1,1,6,3,0,1,1
670000,12,18,17,0,4,0,0,1,8,2,0,0,0,0,1,3,0,0,3,0,4,0,2,0,0,3,0,1,2,7,0,3,0,4
680000,12,17,17,12,12,0,0,2,2,4,0,0,0,0,0,5,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,3,0,1
690000,14,8,6,15,15,14,10,9,9,11,7,0,0,0,2,3,4,2,2,6,0,0,2,0,0,0,0,0,0,0,2,0,0,0
700000,9,13,13,14,14,18,11,10,10,13,10,8,8,0,0,0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
710000,7,13,11,10,10,17,15,11,11,16,13,11,10,13,2,2,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
720000,3,2,2,11,11,11,10,14,14,9,5,10,9,13,0,1,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
730000,0,0,2,5,5,10,9,11,11,12,10,11,8,7,5,1,1,0,1,2,3,0,0,6,0,0,0,0,0,0,0,0,1,0
740000,0,0,1,0,0,7,5,6,8,13,10,8,7,9,5,2,2,8,1,3,1,0,3,6,0,0,0,0,4,2,3,0,1,0
750000,10,0,0,0,5,0,0,0,3,1,1,7,7,3,3,2,0,5,0,0,0,0,0,3,0,5,0,0,1,3,0,1,0,0
760000,9,14,14,0,1,0,0,0,3,2,0,0,1,0,0,2,0,0,1,1,2,0,2,0,0,1,0,0,0,3,1,1,0,3
