Time,E1_D,E1_T,E1_V,E2_D,E2_T,E2_V,E3_D,E3_T,E3_V,E4_D,E4_T,E4_V,E5_D,E5_T,E5_V,E6_D,E6_T,E6_V,E7_D,E7_T,E7_V,off_R1_D,off_R1_T,off_R1_V,off_R2_D,off_R2_T,off_R2_V,off_R3_D,off_R3_T,off_R3_V,off_R4_D,off_R4_T,off_R4_V,on_R1_D,on_R1_T,on_R1_V,on_R2_D,on_R2_T,on_R2_V,on_R3_D,on_R3_T,on_R3_V,on_R4_D,on_R4_T,on_R4_V,on_R5_D,on_R5_T,on_R5_V,on_R6_D,on_R6_T,on_R6_V
10000,15.632328677641597,26.821380347635866,0.5828308787627139,28.43490677927731,61.44505317722818,0.46276966670142644,55.19137280917597,141.5366792956604,0.38994395716946967,54.310545308659215,118.14132807441305,0.45970826800297115,35.466997935188296,127.95213053962159,0.27718958477370254,47.72828169870488,102.49950608136758,0.4656440164776653,29.9096998614836,238.97942465033648,0.1251559622977839,5.1139219850864235,29.79138513334617,0.1716577447539455,19.965816043490655,81.2336918553992,0.24578245291413067,7.213051063570016,124.09287387224389,0.058126231092012565,0.6937803835394077,2.7003645415449578,0.2569210093176811,0.28809111660473574,72.2368988374912,0.003988143472947865,0.2904979452627877,0.668855000154464,0.4343212582633018,0.03727096251800266,7.159121354239223,0.005206080561259508,8.474182008626368,81.9758219678192,0.10337416332285185,0.5424091653163821,1.7868739295769662,0.30355200573372,0.0,0.0,0.0
20000,51.53093657359727,95.81585216293584,0.5378122242858978,57.473591723664775,136.86584393986712,0.41992647741182354,91.55795082450817,207.16860719485854,0.4419489615933491,56.9044402265123,108.77149860644234,0.5231557986748374,48.57897191943321,140.94469906485284,0.34466689589425836,36.87122550297706,81.2330223105654,0.4538945425668532,64.17789840829177,197.37817791959176,0.32515194478305837,9.675455172668014,65.17993959477526,0.14844222367833532,16.06390244656962,95.46799435574106,0.16826479444735087,7.012230492715143,127.52146486158391,0.054988628779683905,0.0,0.0,0.0,3.331966801948734,198.6924224260269,0.01676947093032309,0.0,0.0,0.0,1.1919665360136085,16.46597911475023,0.07238965431128505,3.459764268587716,83.97218901726383,0.04120131092302981,0.28657524749053015,1.0423431255865636,0.2749336954942395,0.0,0.0,0.0
30000,33.78953360609392,129.51903404713576,0.2608846943206581,35.497502746379354,103.25178543702962,0.3437955343448108,63.097509145092104,163.6517854356076,0.3855595524188107,78.70019661206344,130.566536716722,0.602759317900971,62.494683517642834,163.14718958265286,0.3830570644674334,37.1193459725336,75.05090493533226,0.494588919407668,44.317556209973716,130.8769148974524,0.33862011680744764,2.726998801009639,59.582770266692094,0.04576824455800914,12.278393647067215,128.72227002464317,0.09538670849043125,8.788873873567567,127.85326398958455,0.06874188111680547,0.5224386334163975,3.5531112388749446,0.1470369482667315,11.011945875823884,230.9615132899408,0.047678705074987456,0.0,0.0,0.0,0.0,8.94890169279903,0.0,1.6907879272813202,84.09696195785412,0.02010522006881381,0.0,0.0,0.0,0.0,0.0,0.0
40000,7.3753613082404135,127.04864375195874,0.05805147611523957,15.037301722376796,51.08373048459756,0.29436577124904273,58.29220838596728,135.97223323464144,0.4287067072390796,47.72528124726309,89.62445578058914,0.5325028847494483,71.61225168497803,172.02818578977266,0.416282083986469,53.03141219880194,79.3783870979955,0.6680837711319674,44.17014135396916,111.29092647312366,0.3968889715787933,14.362431968415656,91.17969389296805,0.15751787876448786,11.505862986114101,133.87606920580143,0.08594413515702104,12.536550225538269,123.76107474424326,0.10129639106193529,0.0,0.0,0.0,31.350667498351402,182.1483707648325,0.17211610165224875,0.0,0.0,0.0,0.0,8.590945625087068,0.0,0.060668142096191445,77.9830878689299,0.0007779653736994801,0.2789136625871436,1.0423431255865636,0.2675833473072401,0.31255368188132293,1.8590570379697198,0.16812484797274616
50000,1.3219283523598537,132.34233724162382,0.009988703387838353,6.975169422576257,42.04769325265225,0.1658870887557258,25.890381213187048,114.57051761533772,0.22597769262169298,23.29071090403937,101.43858858803054,0.22960405135987474,28.90874472005887,120.88022615247024,0.23915197414997644,56.44199229957741,81.10937996306075,0.6958750310418168,45.97910950108126,126.62569260379964,0.3631104285047881,17.559816998807477,114.83224815035176,0.15291712286095904,16.211525304544473,149.82830476652939,0.10820068564351812,8.165318795415569,126.08366864024778,0.06476111365948213,0.0,0.0,0.0,32.0063728689386,127.43833853870436,0.25115183731948865,0.0,0.0,0.0,0.21165527452951796,9.843791862078936,0.021501396768137063,13.171388166694657,94.5778889674385,0.13926498371336385,0.6253675179838201,2.6803108943654497,0.2333190225426714,0.4806988214254413,2.535077779049618,0.18961896372491252
60000,32.095721762853756,183.51470764171984,0.17489454755591036,6.05961095347054,39.03568084200381,0.15523261853678694,8.562322107283679,129.9797528612364,0.06587427594530536,3.577278561269604,112.03056972573657,0.031931271705813724,11.634779004103406,151.47032419921717,0.07681226712633878,8.983965097875236,42.409325194100454,0.21183937864507668,34.6161839463914,145.60436355760655,0.23774139112730602,17.31908831920907,116.63778664328181,0.1484860851498902,13.461901347253878,121.72782827878554,0.11059017102008045,6.787943623429631,121.99147939490646,0.05564276830725154,1.0254444057481156,3.126737890209951,0.3279598232262635,8.848080782117194,92.71221029936551,0.09543598144782604,3.641771226224175,11.370535002625894,0.32028143138235354,2.508403687659322,16.46597911475023,0.15233856852231115,16.48871885505129,62.51124323573397,0.2637720512591832,4.492162292894238,16.677490009385032,0.2693548184029092,1.122524510910953,3.887119261209414,0.2887805687139369
70000,68.63303958261879,185.2792721382748,0.3704302094375545,51.87256665128632,90.11941132660206,0.5755981523591491,4.454164633476879,135.68687702638405,0.03282679011479331,0.3340377019345375,103.06812414767762,0.003240940928117825,11.385122136722577,178.44223860602597,0.0638028430133027,0.9306846578973289,40.801974676539785,0.022809794508118538,6.275952125622738,139.07570074949697,0.04512615857263935,11.026742688896851,95.69354012529318,0.11522974982908302,6.264703411086015,110.92939189921584,0.05647469353097842,6.003842046725078,121.65968026690584,0.04934948072815425,0.5022943964911666,1.5633689451049753,0.3212897365422844,6.552411037639503,93.85882774123047,0.06981134535053594,1.0209357835257677,4.347557501004015,0.23482973676368746,0.3050049839733189,16.46597911475023,0.018523343303654217,9.567353250115866,21.211399900348916,0.45104770524638915,5.3896899529438995,20.251237868538972,0.2661412595087324,1.5528019412520941,5.239160743369209,0.29638371817802167
80000,82.31938342781478,198.16059296312665,0.4154175267487851,75.77015908228263,133.01046805423698,0.569655608244204,50.126987863043574,186.62296020032693,0.26860032553998553,17.01340506700838,110.19734222113358,0.1543903394046246,24.72037022283084,194.72406498574603,0.12695077120868647,2.7939782824924966,41.29654406655845,0.06765646728184778,3.643976750460084,162.30559399695662,0.02245133184090015,3.294188223131359,99.30461711115329,0.03317255852710373,2.131206462593134,116.57402909762727,0.018282000537257852,7.3544936120814635,144.00082155228372,0.051072580925597,0.5610776156731876,1.8476178442149709,0.3036762268939778,6.501336529375163,119.57581893734461,0.05436999375920424,0.4431295227133859,1.5049237503475439,0.29445313931091227,0.0,17.89780338559807,0.0,3.5407427558717135,6.238647029514379,0.56754978108568,1.5897230476866222,18.613270099760083,0.0854080470098112,0.7255733241172281,2.1970674085096684,0.33024627342199053
90000,88.99569881401331,176.10353675618865,0.5053600878966209,86.85934944233442,150.35965953957242,0.5776772154733054,73.27180743291802,187.4790288250991,0.390826685481041,53.87315889247183,125.88162198273669,0.42796683140816183,41.37089717080105,186.6653832422482,0.22163133009568925,13.143346841104991,64.29402070242652,0.20442564794534537,2.1365700649714854,168.68242743743573,0.012666227878205859,7.198201196176977,100.20738635761832,0.07183304003647162,7.912186883768787,126.8816274599438,0.062358806725320765,10.194462571924115,138.13903695760524,0.07379856408766472,0.0,0.0,0.0,4.631241787491328,132.18861079785918,0.03503510445823017,0.062272232998673654,0.334427500077232,0.18620547946652902,1.0607539976100568,17.89780338559807,0.05926727290252948,0.30352890053700765,6.238647029514379,0.04865300105953175,1.6948782023747377,15.784053044596549,0.1073791501831626,0.0,0.0,0.0
100000,58.63217969328323,111.34401973261954,0.5265857998847354,88.90886912621986,155.78128187873978,0.5707288324628537,81.33905985636792,185.90956967968347,0.43751948862295065,60.70752307130077,132.3997642213249,0.45851685181115265,55.25226049281818,193.07943605850156,0.28616336167502154,36.367128308186274,69.85792634013639,0.5205870001224441,28.81673215934336,205.4251344040059,0.14027851189168514,14.40718205309792,86.3047399620569,0.16693384464667765,19.27405229334965,120.37802373133933,0.16011271572596708,11.330912438500393,138.692035504273,0.08169836427378194,0.0,0.0,0.0,2.589625655095499,139.23211794074393,0.018599341110343684,0.0,0.0,0.0,0.4201329161136086,18.43473748716601,0.02279028472231291,1.435868963485247,10.73047289076473,0.13381227259061804,0.6649650024705758,2.531404733567369,0.26268616537406775,0.0,0.0,0.0
