Time,E1_e,E2_e,E3_e,E4_e,E5_e,E6_e,E7_e,off_R1_e,off_R2_e,off_R3_e,off_R4_e,on_R1_e,on_R2_e,on_R3_e,on_R4_e,on_R5_e,on_R6_e
20000,0,0,0,5,0,9,0,0,0,0,0,7,0,0,2,0,0
30000,4,0,0,0,0,2,0,0,0,0,0,2,0,0,3,0,1
40000,13,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,4
50000,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3
60000,17,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,11,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0
80000,13,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0
90000,6,0,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0
100000,0,0,0,15,0,7,0,0,0,0,0,6,0,0,0,0,0
110000,0,0,0,5,0,8,0,0,0,0,0,7,0,0,0,0,0
120000,0,0,0,0,0,5,0,0,0,0,0,3,0,0,7,0,0
130000,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
140000,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2
150000,14,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,14,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0
170000,10,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0
180000,7,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0
190000,0,0,0,12,0,13,0,0,0,0,0,5,0,0,0,0,0
200000,0,0,0,5,0,11,0,0,0,0,0,5,0,0,0,0,0
210000,0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,0,0
220000,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
230000,15,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,4
240000,10,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0
250000,11,0,0,7,0,10,0,0,0,0,0,0,0,0,1,0,0
260000,7,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0
270000,2,0,0,16,0,8,0,0,0,0,0,0,0,0,0,0,0
280000,0,0,0,11,0,6,0,0,0,0,0,9,0,0,1,0,0
290000,0,0,0,3,0,8,0,0,0,0,0,8,0,0,0,0,0
300000,0,0,0,0,0,4,0,0,0,0,0,4,0,0,6,0,0
