Time,E1_e,E2_e,E3_e,E4_e,E5_e,E6_e,E7_e,off_R1_e,off_R2_e,off_R3_e,off_R4_e,on_R1_e,on_R2_e,on_R3_e,on_R4_e,on_R5_e,on_R6_e
10000,6,14,5,7,2,0,0,2,0,3,0,1,0,0,0,1,0
20000,7,17,10,9,12,2,0,3,1,3,0,0,0,0,0,0,0
30000,7,10,18,7,11,8,1,1,2,0,0,0,0,0,0,0,0
40000,9,5,15,13,15,7,8,1,0,0,0,0,0,0,0,0,0
50000,0,5,8,13,12,10,11,1,0,0,0,3,0,0,0,0,0
60000,0,2,4,8,12,10,10,3,0,6,0,5,0,0,0,0,0
70000,0,0,2,0,7,8,14,0,7,3,0,5,0,0,2,0,0
80000,6,0,0,0,0,3,4,2,3,0,0,0,3,3,3,1,1
90000,10,3,0,0,1,0,0,2,0,0,0,0,2,0,1,3,4
100000,12,11,2,3,3,0,0,0,0,3,0,0,0,0,2,1,0
110000,11,14,17,4,9,3,0,3,2,6,0,0,0,0,0,0,0
120000,10,7,14,10,7,9,4,3,3,0,0,0,0,0,0,0,0
130000,14,14,11,12,7,10,12,2,0,0,0,0,0,0,0,0,0
140000,2,10,11,9,13,2,11,1,0,0,0,1,0,0,0,0,0
150000,0,5,14,11,11,7,5,2,0,6,0,3,0,0,0,0,0
160000,0,1,5,2,5,9,8,3,6,3,0,5,0,0,2,0,0
170000,5,0,0,0,1,2,2,1,0,0,1,2,5,1,4,1,0
180000,14,1,0,0,1,0,0,2,0,0,0,0,1,0,5,3,3
190000,14,12,4,9,4,0,0,2,0,4,0,0,0,0,0,4,1
200000,13,14,13,10,14,4,0,3,1,3,0,0,0,0,0,0,0
210000,9,13,14,11,15,9,2,2,1,0,0,0,0,0,0,0,0
220000,13,14,17,11,9,16,6,1,0,0,0,0,0,0,0,0,0
230000,0,12,12,12,11,6,10,1,0,0,0,2,0,0,0,0,0
240000,0,2,9,8,11,8,9,2,1,5,0,6,0,0,0,0,0
250000,0,0,3,1,5,9,9,4,7,3,0,4,2,0,2,0,0
260000,7,0,0,0,0,2,3,1,1,0,0,2,4,1,6,1,1
270000,9,1,0,0,2,0,0,1,0,0,0,0,1,0,3,5,3
280000,8,9,4,6,4,0,0,0,0,4,0,0,0,0,0,3,0
290000,10,13,10,5,12,2,0,3,6,7,0,0,0,0,0,0,0
300000,8,6,16,8,13,9,3,0,3,0,0,0,0,0,0,0,0
310000,9,12,9,12,7,7,10,3,0,0,0,0,0,0,0,0,0
320000,0,8,7,7,9,8,11,2,0,0,0,1,0,0,0,0,0
330000,0,1,10,6,9,6,10,2,1,6,0,7,0,0,0,0,0
340000,0,1,3,0,3,6,11,1,8,2,0,2,0,0,1,0,0
350000,3,0,0,0,1,2,2,1,1,0,0,2,4,1,0,2,1
360000,14,0,0,0,0,0,1,1,0,0,0,0,1,0,0,5,4
370000,12,12,3,6,2,0,0,3,0,4,0,0,0,0,0,1,1
380000,12,10,12,4,6,2,0,2,5,4,0,0,0,0,0,0,0
390000,14,12,17,9,6,5,1,1,2,0,0,0,0,0,0,0,0
400000,12,13,10,15,9,3,12,2,0,0,0,0,0,0,0,0,0
410000,1,12,13,9,12,7,9,0,0,1,0,3,0,0,0,0,0
420000,0,6,6,10,12,8,7,1,1,4,0,7,0,0,0,0,0
430000,0,0,6,0,7,6,11,2,5,2,0,8,1,0,0,0,0
440000,5,0,0,0,0,2,0,0,2,0,0,1,4,0,0,2,1
450000,15,3,0,0,0,0,0,3,0,0,0,0,1,0,1,4,4
460000,14,14,3,8,2,0,0,1,0,2,0,0,0,0,0,2,1
470000,9,16,16,4,10,4,0,4,2,6,0,0,0,0,0,0,0
480000,10,12,19,11,5,10,4,2,2,0,0,0,0,0,0,0,0
490000,15,10,14,17,9,7,14,2,0,0,0,0,0,0,0,0,0
500000,2,14,11,14,15,5,9,3,1,0,0,2,0,0,0,0,0
510000,0,7,14,9,12,8,4,1,1,6,0,4,0,0,0,0,0
520000,0,2,7,0,3,11,4,2,4,3,0,5,0,0,3,0,0
530000,4,0,0,0,0,2,1,0,0,0,0,2,5,0,2,2,1
540000,12,1,0,0,3,1,0,1,0,0,0,0,0,1,9,4,3
