Time,E1_e,E2_e,E3_e,E4_e,E5_e,E6_e,E7_e,off_R1_e,off_R2_e,off_R3_e,off_R4_e,on_R1_e,on_R2_e,on_R3_e,on_R4_e,on_R5_e,on_R6_e
30000,0,0,10,10,10,6,0,4,5,1,0,0,0,0,0,0,0
40000,0,0,15,9,9,10,8,1,2,0,1,0,0,0,0,1,0
50000,0,0,14,9,10,14,9,2,0,0,0,0,0,0,0,0,0
60000,0,0,10,9,11,7,10,2,0,1,0,0,0,0,0,1,0
70000,0,0,5,4,10,10,8,2,1,4,0,0,0,0,0,0,0
80000,0,0,1,1,1,9,8,3,6,0,0,0,0,0,4,0,1
90000,0,0,0,0,1,2,0,1,0,0,1,0,0,0,4,1,4
100000,0,0,0,0,4,0,0,3,0,0,0,0,0,0,2,3,3
110000,0,0,6,8,8,0,0,4,0,6,0,0,0,0,0,2,0
120000,0,0,10,6,9,6,0,2,7,4,0,0,0,0,0,0,0
130000,0,0,15,11,8,10,7,3,2,0,0,0,0,0,0,0,0
140000,0,0,8,9,13,7,7,0,0,0,0,0,0,0,0,1,0
150000,0,0,12,8,10,8,11,2,0,2,0,0,0,0,0,0,0
160000,0,0,10,10,7,7,13,2,2,6,0,0,0,0,0,0,0
170000,0,0,4,1,0,7,11,3,6,0,0,0,0,0,2,0,0
180000,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,2
190000,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1,3,3
200000,0,0,12,10,9,0,0,2,0,6,0,0,0,0,0,1,1
210000,0,0,13,6,13,5,0,3,4,2,0,0,0,0,0,1,0
220000,0,0,13,7,7,11,6,1,2,0,0,0,0,0,0,0,0
230000,0,0,15,5,9,11,12,0,0,0,0,0,0,0,0,0,0
240000,0,0,10,8,6,8,10,2,0,4,0,0,0,0,0,0,0
250000,0,0,12,11,13,4,11,1,4,4,0,0,0,0,0,0,0
260000,0,0,4,0,3,8,11,2,5,0,0,0,0,0,2,0,0
270000,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,1
280000,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,4,3
290000,0,0,8,9,11,0,0,3,0,3,0,0,0,0,0,1,0
300000,0,0,11,13,10,6,0,1,4,4,0,0,0,0,0,0,0
310000,0,0,11,8,10,8,8,2,1,0,0,0,0,0,0,0,0
320000,0,0,16,10,9,9,12,1,0,0,0,0,0,0,0,0,0
330000,0,0,13,11,13,9,4,2,0,0,0,0,0,0,0,0,0
340000,0,0,10,12,14,11,9,2,3,4,0,0,0,0,0,0,0
350000,0,0,5,0,3,7,8,2,6,0,0,0,0,0,4,0,0
360000,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,2
370000,0,0,1,0,2,0,0,1,0,0,0,0,0,0,3,2,3
380000,0,0,7,9,5,0,0,0,0,3,0,0,0,0,1,4,0
390000,0,0,14,9,14,5,0,3,7,4,0,0,0,0,0,0,0
400000,0,0,13,11,15,10,3,2,0,0,0,0,0,0,0,0,0
410000,0,0,7,14,8,11,12,0,0,0,0,0,0,0,0,0,0
420000,0,0,11,13,10,11,12,2,0,3,0,0,0,0,0,0,0
430000,0,0,12,10,14,8,13,3,1,4,0,0,0,0,0,0,0
440000,0,0,3,1,3,12,8,2,5,0,0,0,0,0,2,0,0
450000,0,0,0,0,1,0,0,3,1,0,0,0,0,0,6,2,3
460000,0,0,1,0,2,0,0,2,0,0,0,0,0,0,4,5,2
470000,0,0,7,4,9,0,0,1,0,4,0,0,0,0,0,0,0
480000,0,0,14,13,10,5,0,3,3,2,0,0,0,0,0,0,0
490000,0,0,14,9,10,12,7,2,2,0,0,0,0,0,0,0,0
500000,0,0,11,9,16,10,11,0,0,0,0,0,0,0,0,0,0
510000,0,0,12,9,11,9,11,3,0,3,0,0,0,0,0,0,0
520000,0,0,8,10,15,12,12,1,1,5,0,0,0,0,1,0,0
530000,0,0,2,1,0,11,12,2,6,0,1,0,0,0,4,0,0
540000,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,3
550000,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,1
560000,0,0,2,12,8,0,0,1,0,7,0,0,0,0,0,2,0
570000,0,0,11,9,13,5,0,3,5,3,0,0,0,0,0,1,0
580000,0,0,18,6,13,10,6,1,1,0,0,0,0,0,0,0,0
590000,0,0,17,11,9,14,10,2,0,0,0,0,0,0,0,0,0
600000,0,0,11,8,10,7,10,4,1,2,0,0,0,0,0,0,0
610000,0,0,10,12,10,7,12,2,2,4,0,0,0,0,0,0,0
620000,0,0,5,0,1,7,9,2,4,0,0,0,0,0,3,1,0
630000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,3,3
640000,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,3,3
650000,0,0,10,13,8,0,0,4,0,4,0,0,0,0,0,2,0
660000,0,0,17,11,13,5,0,3,9,1,0,0,0,0,1,1,0
670000,0,0,10,7,13,10,6,2,2,0,0,0,0,0,0,0,0
680000,0,0,8,12,7,9,13,0,0,0,0,0,0,0,0,0,0
690000,0,0,15,11,9,7,15,1,0,3,0,0,0,0,0,0,0
700000,0,0,5,9,11,6,12,4,5,3,0,0,0,0,0,0,0
710000,0,0,2,0,2,5,6,3,6,0,0,0,0,0,4,0,0
720000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,2
730000,0,0,0,0,5,0,0,2,0,0,0,0,0,0,5,2,5
740000,0,0,7,6,11,0,0,2,0,7,0,0,0,0,0,2,0
750000,0,0,15,6,8,8,0,2,1,3,0,0,0,0,0,2,0
760000,0,0,13,10,11,10,9,2,0,0,0,0,0,0,1,0,0
770000,0,0,13,11,8,5,12,1,0,0,0,0,0,0,0,1,0
780000,0,0,11,12,14,11,9,2,0,2,0,0,0,0,0,0,0
790000,0,0,9,4,12,6,7,3,3,6,0,0,0,0,0,0,0
800000,0,0,2,0,2,7,6,1,6,1,0,0,0,0,5,0,0
810000,0,0,0,0,1,0,0,2,0,0,0,0,0,0,5,2,1
820000,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,2
830000,0,0,10,10,13,0,0,3,1,5,0,0,0,0,0,1,0
840000,0,0,15,8,11,9,0,4,9,4,0,0,0,0,0,1,0
850000,0,0,13,13,9,12,5,2,0,0,0,0,0,0,0,0,0
860000,0,0,10,12,6,8,13,1,0,1,0,0,0,0,0,0,0
870000,0,0,12,9,15,7,10,4,0,1,0,0,0,0,0,0,0
880000,0,0,6,8,12,8,8,2,3,4,0,0,0,0,0,0,0
890000,0,0,0,0,0,8,7,1,5,0,0,0,0,0,5,0,0
900000,0,0,0,0,1,0,0,1,0,1,0,0,0,0,6,1,3
910000,0,0,0,0,3,0,0,1,0,0,0,0,0,0,3,2,3
920000,0,0,7,7,11,0,0,2,0,3,1,0,0,0,0,2,0
930000,0,0,12,5,11,8,0,2,4,1,0,0,0,0,0,0,0
940000,0,0,7,11,10,8,8,3,0,1,0,0,0,0,0,0,0
