Time,E1_D,E1_T,E1_V,E1_N,E2_D,E2_T,E2_V,E2_N,E3_D,E3_T,E3_V,E3_N,E4_D,E4_T,E4_V,E4_N,E5_D,E5_T,E5_V,E5_N,E6_D,E6_T,E6_V,E6_N,E7_D,E7_T,E7_V,E7_N,off_R1_D,off_R1_T,off_R1_V,off_R1_N,off_R2_D,off_R2_T,off_R2_V,off_R2_N,off_R3_D,off_R3_T,off_R3_V,off_R3_N,off_R4_D,off_R4_T,off_R4_V,off_R4_N,on_R1_D,on_R1_T,on_R1_V,on_R1_N,on_R2_D,on_R2_T,on_R2_V,on_R2_N,on_R3_D,on_R3_T,on_R3_V,on_R3_N,on_R4_D,on_R4_T,on_R4_V,on_R4_N,on_R5_D,on_R5_T,on_R5_V,on_R5_N,on_R6_D,on_R6_T,on_R6_V,on_R6_N
10000,0.032996946227591646,0.333333333333333,0.09899083868277504,2,0.006813424938358171,0.01,0.681342493835817,1,0.3173950779247356,0.7433333333333343,0.42698889406915047,5,0.004869362858125291,0.01,0.48693628581252907,1,0.040749961809993816,0.05,0.8149992361998762,1,0.3980302043302424,0.5599999999999997,0.7107682220182904,5,0.1545208723448386,0.38999999999999957,0.3962073649867661,4,0.08399665573801643,0.1666666666666666,0.5039799344280987,1,0.016561798262215214,0.4033333333333328,0.04106230974102951,3,0.004507481402366263,0.21999999999999983,0.020488551828937576,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.1666666666666666,0.0,1,0.023545805623042787,0.1666666666666666,0.14127483373825678,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0
20000,0.023053084858081423,0.333333333333333,0.06915925457424435,2,0.0,0.0,0.0,0,0.08435230785182962,0.18666666666666656,0.45188736349194464,3,0.14291790822116746,0.3166666666666663,0.45131971017210826,2,0.0,0.0,0.0,0,0.08391855656116232,0.11333333333333333,0.7404578520102558,2,0.3792675330390439,0.6800000000000005,0.5577463721162407,6,0.0052628614833531775,0.01,0.5262861483353177,1,0.11538796078277966,0.6633333333333337,0.17395169967253207,4,0.020273584711758254,0.333333333333333,0.060820754135274824,2,0.0,0.0,0.0,0,0.010335765119720888,0.030000000000000002,0.34452550399069626,1,0.0,0.0,0.0,0,0.0,0.1666666666666666,0.0,1,0.0,0.1666666666666666,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0
30000,0.057902348107709355,0.4566666666666661,0.1267934630095827,3,0.0,0.0,0.0,0,0.0014050389716489726,0.0033333333333333335,0.42151169149469175,1,0.06733007046266881,0.496666666666666,0.13556390026040718,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.09812851337280483,0.3933333333333329,0.2494792712867922,4,0.0,0.0,0.0,0,0.11666631550986142,0.5333333333333329,0.21874934158099035,4,0.02614187786194124,0.43999999999999945,0.05941335877713926,3,0.0,0.0,0.0,0,0.15913876913971423,0.39333333333333287,0.40459009103317223,3,0.0,0.0,0.0,0,0.0,0.1666666666666666,0.0,1,0.018645811865673496,0.17666666666666658,0.10554233131513305,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0
40000,0.1554133673832149,0.41999999999999954,0.370031827102893,5,0.0495974922753821,0.14666666666666664,0.33816472005942344,2,0.0,0.0,0.0,0,0.0006588280643464383,0.47999999999999937,0.001372558467388415,3,0.009545774357342966,0.023333333333333334,0.4091046153146985,1,0.0,0.0,0.0,0,0.0015057895187519034,0.3199999999999997,0.004705592246099703,2,0.0,0.0,0.0,0,0.04095998047036573,0.3199999999999997,0.12799993896989303,2,0.0171196751051681,0.5033333333333327,0.034012599546691634,4,0.0,0.0,0.0,0,0.1554134970225683,0.6166666666666668,0.2520218870636242,4,0.0,0.0,0.0,0,0.0,0.15999999999999995,0.0,1,0.09840758955360414,0.37999999999999956,0.2589673409305375,3,0.05111617640713077,0.20999999999999985,0.24341036384348005,2,0.0,0.0,0.0,0
50000,0.17755661383094665,0.3199999999999997,0.5548644182217088,3,0.27955348422260134,0.5133333333333328,0.5445847095245487,4,0.0,0.0,0.0,0,0.019673602881089318,0.4433333333333328,0.04437654785208122,3,0.04791423570627406,0.22333333333333316,0.21454135390868997,2,0.013844688630141676,0.06666666666666667,0.20767032945212513,1,0.0,0.333333333333333,0.0,2,0.0,0.0,0.0,0,0.0,0.333333333333333,0.0,2,0.09501319228818295,0.7966666666666679,0.11926342128223782,5,0.0,0.0,0.0,0,0.029124523070972602,0.6666666666666671,0.043686784606458876,4,0.0,0.0,0.0,0,0.0,0.1666666666666666,0.0,1,0.05629724631675074,0.30666666666666637,0.18357797711983956,2,0.009809773298316421,0.03666666666666667,0.26753927177226605,1,0.0,0.0,0.0,0
60000,0.13378779227427492,0.333333333333333,0.4013633768228252,4,0.3814361211258129,0.6166666666666668,0.6185450612851018,5,0.15096658836893306,0.20666666666666653,0.7304834921077411,2,0.0455275968665749,0.22333333333333316,0.20385491134287284,2,0.1681292274304762,0.44333333333333275,0.3792388588657363,3,0.07050544453002637,0.1666666666666666,0.42303266718015836,1,0.0,0.333333333333333,0.0,2,0.0,0.0,0.0,0,0.0,0.333333333333333,0.0,2,0.0704154316653972,0.9433333333333356,0.07464533392091557,6,0.0,0.0,0.0,0,0.0,0.6666666666666671,0.0,4,0.0,0.0,0.0,0,0.0,0.1666666666666666,0.0,1,0.05070563608318531,0.24999999999999978,0.2028225443327414,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0
70000,0.2691310676235673,0.5233333333333329,0.5142631865418488,6,0.18777181657340863,0.343333333333333,0.5469082036118703,5,0.3307945757743045,0.3766666666666662,0.8782156878963847,5,0.05538243948326656,0.11333333333333334,0.48866858367588134,2,0.1216040278080157,0.33666666666666634,0.3612000825980668,4,0.24772262424286784,0.3999999999999995,0.6193065606071704,3,0.04064395042234575,0.21333333333333318,0.19051851760474584,2,0.0,0.0,0.0,0,0.028806344906844184,0.37666666666666626,0.07647702187657757,3,0.0759933380929714,0.760000000000001,0.09999123433285698,5,0.0,0.0,0.0,0,0.0,0.6133333333333334,0.0,4,0.0,0.0,0.0,0,0.0,0.1533333333333333,0.0,1,0.019488888998228662,0.30666666666666637,0.06355072499422396,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0
80000,0.25952915065049403,0.49999999999999933,0.5190583013009887,4,0.3173412151695189,0.4833333333333328,0.6565680313852122,4,0.11085517849275914,0.3166666666666664,0.35006898471397657,4,0.11589793070993923,0.30999999999999966,0.3738642926127076,2,0.07712004610450728,0.23666666666666647,0.325859349737355,2,0.193885730081262,0.333333333333333,0.5816571902437866,4,0.12195664696451995,0.1799999999999999,0.6775369275806667,2,0.0,0.0,0.0,0,0.16116622332523833,0.4733333333333327,0.34049202110965887,4,0.09461396784447386,0.7900000000000011,0.1197645162588275,5,0.010692458792780817,0.07666666666666667,0.13946685381888022,1,0.02155985040147902,0.7366666666666675,0.029266765250876466,5,0.0,0.0,0.0,0,0.007035247988879688,0.1666666666666666,0.04221148793327814,1,0.00035583305566981225,0.333333333333333,0.001067499167009438,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0
90000,0.07696483640301517,0.2733333333333331,0.2815786697671289,4,0.3512220148337622,0.6533333333333337,0.5375847165822888,5,0.22962943833315752,0.4299999999999995,0.5340219496119949,4,0.07020128861213538,0.20999999999999985,0.33429185053397825,4,0.17574323055998622,0.35333333333333294,0.49738650158486725,3,0.09612766725699431,0.17666666666666658,0.5441188712660058,2,0.17349396394434097,0.3166666666666664,0.5478756756137089,3,0.00096215151073077,0.0033333333333333335,0.28864545321923096,1,0.1032270608648004,0.3366666666666663,0.3066150322716847,3,0.04526607010736589,0.5733333333333331,0.07895244786168472,4,0.0,0.0,0.0,0,0.11537669882815652,0.9733333333333357,0.11853770427550298,6,0.0,0.0,0.0,0,0.005033249051019041,0.1666666666666666,0.030199494306114256,1,0.01308554205650213,0.3599999999999996,0.03634872793472818,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0
100000,0.03714696432492367,0.333333333333333,0.11144089297477112,2,0.09980960441400169,0.5399999999999996,0.18483260076666994,4,0.22769431909002924,0.48999999999999944,0.46468228385720306,4,0.1494205198372399,0.23999999999999977,0.6225854993218335,4,0.23904932907305385,0.37999999999999956,0.6290771817711951,5,0.10790782986512881,0.30999999999999966,0.34808977375848044,2,0.07644135934502891,0.1666666666666666,0.4586481560701736,1,0.1368392304695932,0.3599999999999996,0.3801089735266482,3,0.041277953976473006,0.333333333333333,0.12383386192941914,2,0.011102525174332148,0.5366666666666662,0.020687935107451226,4,0.0,0.0,0.0,0,0.1080674095717194,0.5166666666666662,0.20916272820332807,5,0.0,0.0,0.0,0,0.0020728552203479553,0.1666666666666666,0.012437131322087737,1,0.04914954087438326,0.49999999999999933,0.09829908174876664,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0
