Time,E1_D1,E1_T1,E1_D2,E1_T2,E2_D1,E2_T1,E2_D2,E2_T2,E3_D1,E3_T1,E3_D2,E3_T2,E4_D1,E4_T1,E4_D2,E4_T2,E5_D1,E5_T1,E5_D2,E5_T2,E6_D1,E6_T1,E6_D2,E6_T2,E7_D1,E7_T1,E7_D2,E7_T2,off_R1_D1,off_R1_T1,off_R1_D2,off_R1_T2,off_R2_D1,off_R2_T1,off_R2_D2,off_R2_T2,off_R3_D1,off_R3_T1,off_R3_D2,off_R3_T2,off_R4_D1,off_R4_T1,off_R4_D2,off_R4_T2,on_R1_D1,on_R1_T1,on_R1_D2,on_R1_T2,on_R2_D1,on_R2_T1,on_R2_D2,on_R2_T2,on_R3_D1,on_R3_T1,on_R3_D2,on_R3_T2,on_R4_D1,on_R4_T1,on_R4_D2,on_R4_T2,on_R5_D1,on_R5_T1,on_R5_D2,on_R5_T2,on_R6_D1,on_R6_T1,on_R6_D2,on_R6_T2
1990,73.62627284063316,8.333333333333334,47.84976632026541,7.25,116.0025290329391,11.916666666666666,178.1191258077489,15.416666666666666,120.32199981674474,63.666666666666664,229.19809176809085,33.5,56.80813948497505,11.25,34.205755310505964,4.25,78.58172343965644,22.833333333333332,58.188826498230604,6.833333333333333,78.75876962332346,8.333333333333334,137.87726404111598,12.333333333333334,50.8371207988341,5.833333333333333,81.65294315265517,9.583333333333334,0.0,0.0,0.0,0.0,8.015485190527746,0.5833333333333334,17.94609705498291,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.588648132432003,0.4166666666666667,7.55892934781383,1.4166666666666667,6.952477644022626,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.851710239662694,10.25,42.130956974314614,5.083333333333333,10.127396945215795,7.916666666666667,7.152623776285663,1.0833333333333333,0.0,0.0,0.0,0.0
2000,56.85796649471241,9.333333333333334,38.78854975659931,5.5,86.31806517947211,7.916666666666667,102.80294028044803,8.583333333333334,143.60666739321354,66.58333333333333,205.60582181276664,32.75,114.65837525972215,12.833333333333334,54.38582114195611,6.166666666666667,101.94081733449542,15.75,112.34668670141002,11.333333333333334,78.75876962332346,8.333333333333334,151.40630369899017,13.0,59.167080117363355,6.916666666666667,90.36658202578155,10.833333333333334,3.0588885167765176,0.25,10.639133703357775,1.0,8.015485190527746,0.5833333333333334,5.696814607914931,0.4166666666666667,0.0,0.0,0.15567722805773934,0.08333333333333333,7.500747816747084,0.5833333333333334,14.258673299408239,1.5,10.366763345768804,1.8333333333333333,6.952477644022626,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.789930937880445,15.166666666666666,42.130956974314614,5.083333333333333,10.283074173273535,9.5,4.03639564574358,0.4166666666666667,0.0,0.0,0.0,0.0
2010,35.200759509882204,10.666666666666666,34.70801068914958,5.75,47.97908398702814,4.166666666666667,69.51366322669325,5.583333333333333,123.67602697092862,63.166666666666664,141.37432844091887,27.583333333333332,120.76776982291138,18.25,61.19277616024664,6.833333333333333,106.78409666478024,18.0,122.91097726257107,12.5,84.41421348782102,8.916666666666666,123.12995670209932,10.333333333333334,65.85906744184537,7.75,95.77905202573506,11.416666666666666,9.408246289531697,0.75,10.639133703357775,1.0,0.0,0.0,17.24476230316824,1.5833333333333333,0.0,0.0,16.947604268506804,1.75,7.500747816747084,0.5833333333333334,14.258673299408239,1.5,10.366763345768804,1.8333333333333333,6.952477644022626,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.82313058355415,17.333333333333332,37.752925190930675,4.25,0.9168711112784026,8.25,0.0,0.0,0.0,0.0,0.0,0.0
2020,38.501949136421466,17.0,34.70801068914958,5.75,31.553020728411152,2.5,19.738582049507496,1.4166666666666667,108.13920889614526,51.25,85.95801594034079,21.75,119.62839685111067,27.833333333333332,61.19277616024664,6.833333333333333,93.63597140948097,29.166666666666668,121.72623128626218,12.0,65.10898442126222,6.916666666666667,76.22232451832065,6.416666666666667,72.81795744169564,8.5,92.24165990251525,11.0,9.408246289531697,0.75,10.639133703357775,1.0,8.638102830311425,0.75,24.271693888106295,2.25,8.07108905013274,0.5833333333333334,22.6784646987273,2.1666666666666665,7.500747816747084,0.5833333333333334,14.258673299408239,1.5,10.366763345768804,1.8333333333333333,6.952477644022626,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.838799396156258,16.583333333333332,30.96874120444099,3.6666666666666665,0.1556772280577417,6.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2030,46.8685503343163,21.0,35.00529455020598,6.416666666666667,9.142775789569958,0.6666666666666666,42.876596179385096,4.0,103.0085973439342,33.0,45.80786437678012,16.916666666666668,119.6336171828491,37.833333333333336,61.19277616024664,6.833333333333333,80.60135332479871,42.333333333333336,114.79333821565275,10.916666666666666,38.374567062793574,4.25,51.44745769741826,4.166666666666667,62.43490600885537,7.333333333333333,61.40443125565932,7.583333333333333,9.408246289531697,0.75,10.639133703357775,1.0,14.999088910096871,1.3333333333333333,35.823014632074134,3.3333333333333335,8.07108905013274,0.5833333333333334,22.6784646987273,2.1666666666666665,7.500747816747084,0.5833333333333334,14.258673299408239,1.5,10.366763345768804,1.8333333333333333,6.952477644022626,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.520916418728877,14.833333333333334,28.935879442357415,3.5,0.1556772280577417,4.916666666666667,0.0,0.0,0.0,0.0,0.0,0.0
2040,55.95211397559374,22.5,33.7132102041111,6.25,28.01910742453109,2.75,60.50083310702892,5.916666666666667,98.24989611351225,16.083333333333332,38.459466178025984,11.416666666666666,117.17234491806899,47.083333333333336,52.28318579076413,5.333333333333333,76.88622144100759,57.25,125.44778703573284,12.416666666666666,29.301750017163055,3.1666666666666665,19.402759296609503,1.5,35.62903741704739,4.25,35.89177626037832,4.583333333333333,17.017591217253422,1.3333333333333333,18.170919068398756,1.8333333333333333,16.995740329039105,1.5,35.823014632074134,3.3333333333333335,8.07108905013274,0.5833333333333334,22.6784646987273,2.1666666666666665,7.500747816747084,0.5833333333333334,14.258673299408239,1.5,10.366763345768804,1.8333333333333333,2.3594366343369315,0.25,0.0,0.0,0.9654005638755511,0.3333333333333333,0.0,0.0,0.0,0.0,21.897895236645713,11.5,28.62005467814093,3.3333333333333335,0.1556772280577417,3.25,0.0,0.0,0.0,0.0,0.0,0.0
2050,46.525694162286605,20.583333333333332,34.03599625789774,6.416666666666667,32.45855235930003,3.4166666666666665,87.6950622987264,8.416666666666666,62.01523046077231,6.5,66.85594958726865,9.416666666666666,88.70011098489626,48.25,26.987020849740677,2.5833333333333335,100.37572046343774,67.0,139.32190667519475,15.583333333333334,10.21283590621141,1.0,83.64785173109037,8.166666666666666,23.52725664282826,2.8333333333333335,22.631418872901204,2.75,17.017591217253422,1.3333333333333333,18.170919068398756,1.8333333333333333,16.995740329039105,1.5,35.823014632074134,3.3333333333333335,8.07108905013274,0.5833333333333334,22.6784646987273,2.1666666666666665,7.500747816747084,0.5833333333333334,11.670025166976236,1.0833333333333333,2.8078339979549782,0.4166666666666667,0.0,0.0,7.30553418892397,0.9166666666666666,7.0991352991400225,1.0833333333333333,0.0,0.0,0.0,0.0,21.05158938451851,8.083333333333334,14.744188980293456,1.75,0.1556772280577417,1.5833333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2060,51.65116167686089,17.916666666666668,54.88089257698115,10.166666666666666,51.44989918336739,5.5,101.51828607291367,9.583333333333334,41.426018926807245,6.916666666666667,74.73475133678329,7.666666666666667,34.82814895045057,42.833333333333336,6.806955018290534,0.6666666666666666,115.4373150268931,69.91666666666667,104.41925805004445,14.5,63.12104086987589,6.416666666666667,150.37335822115176,14.416666666666666,15.197297324299,1.75,25.568376754623113,2.75,13.958702700476906,1.0833333333333333,7.531785365040978,0.8333333333333334,16.995740329039105,1.5,35.823014632074134,3.3333333333333335,8.07108905013274,0.5833333333333334,22.52278747066956,2.0833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.772104667284486,2.5833333333333335,7.0991352991400225,1.0833333333333333,0.0,0.0,0.0,0.0,15.113368686300758,3.1666666666666665,14.744188980293456,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2070,105.1594473327782,18.666666666666668,63.81093371476742,10.583333333333334,63.11974770101216,6.5,152.96973527636888,14.0,29.99319700990871,11.666666666666666,88.21734752399907,9.75,21.5472256550823,35.0,0.0,0.0,107.2460914604947,62.5,84.71124969629132,12.333333333333334,96.56578925509343,9.916666666666666,193.04282841358858,17.916666666666668,22.840272815357633,2.5,92.28947520683391,11.0,7.609344927721726,0.5833333333333334,7.531785365040978,0.8333333333333334,16.995740329039105,1.5,18.57825232890589,1.75,8.07108905013274,0.5833333333333334,24.795027495749974,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7753170170113,4.25,7.0991352991400225,1.0833333333333333,0.0,0.0,0.0,0.0,9.080169040627053,1.0,14.744188980293456,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080,100.42450502264445,12.166666666666666,63.81093371476742,10.583333333333334,114.66708297470403,10.333333333333334,227.5117115494088,19.416666666666668,20.58331579769684,17.333333333333332,121.89499100871156,16.916666666666668,19.281823754878015,25.0,0.0,0.0,98.6204842160319,48.75,74.05543484890943,11.166666666666666,117.66697422408198,12.0,224.8272534358589,20.666666666666668,66.99424411960013,8.083333333333334,132.36417392776238,16.0,7.609344927721726,0.5833333333333334,7.531785365040978,0.8333333333333334,8.357637498727682,0.75,11.551320743967834,1.0833333333333333,9.095883713612613,0.5833333333333334,20.32557528524526,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7753170170113,5.916666666666667,7.0991352991400225,1.0833333333333333,0.0,0.0,0.0,0.0,9.080169040627053,1.0,4.88362599788942,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090,92.05790382474963,8.166666666666666,57.29501290383096,9.083333333333334,130.17745073134878,11.583333333333334,203.45725321332282,16.75,36.66423076881775,22.666666666666668,166.34898571174404,31.75,28.62966950059338,15.833333333333334,9.528431994570541,1.0833333333333333,98.29951274518119,33.75,72.00739174850939,10.916666666666666,132.6792351331712,13.833333333333334,224.8272534358589,20.666666666666668,98.27261129007151,11.75,152.61017579452405,18.5,7.609344927721726,0.5833333333333334,7.531785365040978,0.8333333333333334,1.9966514189422353,0.16666666666666666,0.0,0.0,9.095883713612613,0.5833333333333334,20.32557528524526,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7753170170113,7.583333333333333,7.417810724741316,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,85.23167059657537,7.25,68.6311427465429,11.25,111.30111909638765,9.5,172.87798539001676,13.916666666666666,79.00081010435646,28.666666666666668,200.65708359587643,42.25,54.268789934514835,8.833333333333334,22.785440043237386,2.4166666666666665,101.38519811515225,18.833333333333332,86.92406155653003,11.666666666666666,132.6792351331712,13.833333333333334,224.8272534358589,20.666666666666668,111.73756543008476,13.416666666666666,166.770654125535,20.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.095883713612613,0.5833333333333334,20.32557528524526,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.965136216159861,9.75,12.814500020773684,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,4.20554686171272,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110,104.62807597473692,13.583333333333334,84.95813601583627,13.5,97.71889837204878,8.166666666666666,139.81664925068242,11.0,128.10346614992935,34.25,182.3810434956921,41.75,66.47853468040857,11.333333333333334,48.338684680105736,5.083333333333333,81.69187772428133,12.666666666666666,60.122091764013305,7.833333333333333,132.6792351331712,13.833333333333334,158.71965418793445,13.833333333333334,118.63475464802046,14.25,166.770654125535,20.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.095883713612613,0.5833333333333334,20.32557528524526,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0443746910546,10.25,6.680765285509214,1.0833333333333333,0.0,0.0,0.0,0.0,7.242159150810928,0.75,13.819924529261618,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2120,109.90802297757917,23.916666666666668,82.26881138163003,12.916666666666666,78.7275515479814,6.083333333333333,125.99342547649515,9.833333333333334,132.16835994038246,31.916666666666668,176.5228296078025,41.166666666666664,68.34138282216854,24.916666666666668,56.63206843664903,7.25,42.56111730310682,12.416666666666666,46.47017760425542,4.916666666666667,79.77103016950672,8.416666666666666,75.4373250577316,6.333333333333333,118.63475464802046,14.25,155.12005737068668,19.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,4.657055433894229,0.4166666666666667,9.095883713612613,0.5833333333333334,20.32557528524526,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,3.1555586536580393,0.6666666666666666,11.577804212694085,8.583333333333334,6.680765285509214,1.0833333333333333,0.0,0.0,0.0,0.0,10.685724734516407,1.3333333333333333,13.819924529261618,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2130,91.86723539131695,33.666666666666664,85.32493100374235,14.0,67.05770303033664,5.083333333333333,89.71601955343927,7.75,134.18940815752748,26.416666666666668,148.993060021874,37.166666666666664,68.43670119580834,39.916666666666664,60.47728307111209,10.0,26.90497578933302,16.583333333333332,41.8189991421312,4.166666666666667,36.11344587807775,3.9166666666666665,31.78442502227035,2.75,104.29979183247981,12.666666666666666,82.98648891852238,10.25,0.0,0.0,0.0,0.0,5.073659823677134,0.4166666666666667,19.519721382533593,1.6666666666666667,9.095883713612613,0.5833333333333334,1.2614082197157803,0.08333333333333333,0.0,0.0,0.0,0.0,9.394988958606321,1.25,7.284738349255103,1.0833333333333333,11.574591862967273,6.916666666666667,12.764811895264435,2.0833333333333335,0.0,0.0,0.0,0.0,10.685724734516407,1.3333333333333333,13.819924529261618,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,129.03555630877997,39.916666666666664,87.71708286295352,14.25,34.06014168765706,2.75,144.0626414722628,15.25,133.9484251144311,19.75,114.63977875784826,29.916666666666668,68.58614609037063,54.666666666666664,60.56293954534652,13.333333333333334,26.196024010377815,23.166666666666668,42.56388522283314,4.416666666666667,15.012260909089198,1.8333333333333333,0.0,0.0,53.18693052838705,6.333333333333333,34.40648019777263,4.333333333333333,0.0,0.0,4.160169897609006,0.5833333333333334,7.1263984261592555,0.5833333333333334,19.519721382533593,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.080535947449711,2.9166666666666665,14.304522495453154,2.25,21.271930412494925,6.833333333333333,13.645967061254135,2.1666666666666665,0.0,0.0,0.0,0.0,10.685724734516407,1.3333333333333333,13.819924529261618,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2150,134.7248787800058,40.5,101.70397028100798,16.416666666666668,101.13006858314098,8.5,195.79992166548053,20.166666666666668,122.24258802708891,14.833333333333334,134.84012270408846,20.416666666666668,81.11577282393652,66.33333333333333,51.51795399282472,15.583333333333334,42.70824896195708,27.75,58.74386896021186,6.333333333333333,0.0,0.0,15.8065436982452,1.6666666666666667,20.36214335794894,2.5,14.16047833101093,1.8333333333333333,18.879898275034513,1.5,14.445579591053734,1.6666666666666667,7.1263984261592555,0.5833333333333334,19.519721382533593,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.393368697726384,6.166666666666667,15.061701363423344,2.3333333333333335,27.078972884080528,7.416666666666667,20.151886190051787,3.0833333333333335,0.0,0.0,0.0,0.0,10.685724734516407,1.3333333333333333,13.819924529261618,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160,143.31780559388758,41.166666666666664,95.86990577657694,15.25,111.26109117969584,9.416666666666666,222.18680440852657,22.166666666666668,123.54896935813876,17.333333333333332,182.4278664589597,16.916666666666668,97.55385896392063,70.41666666666667,39.79071952951642,14.916666666666666,68.22530501491241,30.583333333333332,97.81973258595731,10.75,12.946259539660806,1.25,46.483154130534494,4.416666666666667,6.897189217935705,0.8333333333333334,3.7103614068814283,0.4166666666666667,18.879898275034513,1.5,14.445579591053734,1.6666666666666667,7.1263984261592555,0.5833333333333334,19.519721382533593,1.6666666666666667,0.0,0.0,14.328740282199789,1.4166666666666667,0.0,0.0,0.0,0.0,17.46738581036882,9.5,15.061701363423344,2.3333333333333335,25.420401950404624,8.583333333333334,13.789796330143867,2.1666666666666665,0.0,0.0,0.0,0.0,10.685724734516407,1.3333333333333333,9.614377667548899,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2170,137.03668153387596,36.333333333333336,86.05831483330697,14.083333333333334,131.08341813133924,10.916666666666666,244.00904635990176,23.916666666666668,79.99179230817624,27.5,180.99797304438653,15.5,73.08354058391515,63.25,14.237474892648075,12.25,115.63198989264367,32.416666666666664,123.22895192403257,13.5,33.29902241552163,3.4166666666666665,107.71174505881157,9.5,3.4865619155929344,0.4166666666666667,22.04357764434071,2.6666666666666665,18.879898275034513,1.5,21.97497573867339,2.5833333333333335,7.1263984261592555,0.5833333333333334,19.519721382533593,1.6666666666666667,9.780961766537436,0.75,19.69410947917503,1.8333333333333333,0.0,0.0,0.0,0.0,17.467439519793878,12.833333333333334,15.061701363423344,2.3333333333333335,19.04841688108412,10.5,13.789796330143867,2.1666666666666665,0.0,0.0,0.0,0.0,3.4435655837054804,0.5833333333333334,4.653085196185388,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2180,139.3129635130366,27.0,67.90274314842979,10.916666666666666,139.91093036279145,11.583333333333334,262.71042511429215,25.583333333333332,66.85738678221664,43.75,187.53234195525792,16.416666666666668,66.8140760268329,49.083333333333336,5.944091136104781,10.083333333333334,129.4475992063854,29.166666666666668,114.6583074960072,12.416666666666666,76.49212982852394,7.833333333333333,167.221537686172,14.333333333333334,17.28642497203162,2.0833333333333335,51.637862298812955,6.583333333333333,26.443270273344684,2.0833333333333335,27.16536957696449,3.25,7.1263984261592555,0.5833333333333334,14.86266594863936,1.25,9.780961766537436,0.75,24.952319445902617,2.5833333333333335,0.0,0.0,0.0,0.0,17.467439519793878,16.166666666666668,13.751435379616902,2.1666666666666665,19.04841688108412,13.833333333333334,13.789796330143867,2.1666666666666665,0.0,0.0,0.0,0.0,9.281731957136,1.0,26.946730132187497,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190,102.18350880641044,12.916666666666666,49.81231511444799,8.0,149.11402671992963,12.5,262.22001621116453,25.25,83.5881343508191,59.833333333333336,196.64329841864028,18.083333333333332,76.52525964844614,35.0,18.127488582082794,9.416666666666666,124.19563057036804,22.583333333333332,113.95716130225009,12.333333333333334,97.5933506426821,10.166666666666666,171.04204533384618,14.666666666666666,40.613362872738364,5.0,106.93074290206702,13.75,34.150832947570464,2.6666666666666665,31.659711197128445,3.6666666666666665,2.0527386024821226,0.16666666666666666,0.0,0.0,15.032558701441701,1.1666666666666667,39.867635761026406,3.8333333333333335,0.0,0.0,3.040583186564637,0.4166666666666667,13.029816031585879,18.666666666666668,26.860224135105653,4.583333333333333,19.04841688108412,17.166666666666668,7.705749720388646,1.1666666666666667,0.0,0.0,0.0,0.0,17.907859819611442,4.333333333333333,27.265715317034832,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200,68.59807836381076,8.166666666666666,49.25914374935186,8.25,141.06053462178514,12.083333333333334,159.37498186469858,14.666666666666666,124.44016223765692,66.16666666666667,214.58874628169758,21.083333333333332,137.20910383506362,25.75,45.98537598474912,8.833333333333334,133.1468447945367,16.75,156.8205632232048,15.666666666666666,97.5933506426821,10.166666666666666,171.04204533384618,14.666666666666666,78.54921203133067,9.583333333333334,121.00290294228216,15.5,38.280330069078964,3.0833333333333335,37.78504239141793,4.25,0.0,0.0,2.35182294857033,0.25,19.2426861502215,1.5,39.867635761026406,3.8333333333333335,8.472400998309647,0.5833333333333334,13.72486669928235,1.3333333333333333,31.415096029465996,21.333333333333332,23.184207833761473,4.166666666666667,10.513574079495427,18.25,6.824594554398947,1.0833333333333333,0.0,0.0,0.0,0.0,18.78977463714624,7.75,41.59554524130622,5.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2210,76.39217080897612,11.083333333333334,63.817874070448,10.583333333333334,66.89130260198054,8.416666666666666,107.63770167148084,9.75,138.06112612993198,67.58333333333333,174.3199821169628,18.916666666666668,141.29002640854807,22.416666666666668,53.678242038429765,6.333333333333333,150.78167576258204,19.75,159.66053080032708,15.916666666666666,97.5933506426821,10.166666666666666,155.235501635601,13.0,84.20713423587414,10.25,121.00290294228216,15.5,38.55877966638163,3.25,56.30807471696307,5.75,0.8707146856672239,0.08333333333333333,18.583530675196695,1.8333333333333333,19.2426861502215,1.5,39.867635761026406,3.8333333333333335,8.472400998309647,0.5833333333333334,13.72486669928235,1.3333333333333333,32.8527565762593,19.333333333333332,22.42702896579128,4.083333333333333,4.706531607909823,16.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4794739140858,11.333333333333334,41.59554524130622,5.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2220,78.94827882507236,19.416666666666668,68.01697626673108,10.916666666666666,56.842786303970236,10.833333333333334,81.25081892843478,7.75,110.08472136098156,60.333333333333336,93.85774643289979,12.083333333333334,103.23442414431543,27.416666666666668,52.148468453071224,5.666666666666667,134.90293093872384,27.916666666666668,121.38208114631288,12.416666666666666,84.64709110302128,8.916666666666666,124.55889120331172,10.25,84.20713423587414,10.25,117.29254153540073,15.083333333333334,51.39647128912373,4.333333333333333,57.22866065583576,5.833333333333333,8.189759759941788,0.75,39.693419453013654,3.5,19.2426861502215,1.5,25.538895478826618,2.4166666666666665,8.472400998309647,0.5833333333333334,13.72486669928235,1.3333333333333333,32.778739463616866,16.0,25.389755424611234,4.75,5.430742440767266,13.083333333333334,6.835573097622664,1.0833333333333333,0.0,0.0,0.0,0.0,31.4794739140858,11.333333333333334,41.59554524130622,5.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,81.58601839971884,30.166666666666668,72.73055429860084,12.25,37.02045935232684,12.666666666666666,69.21320031152165,7.25,102.96392963353509,44.333333333333336,95.28835213517793,12.833333333333334,101.61376052877165,38.916666666666664,52.148468453071224,5.666666666666667,78.49611988598723,36.833333333333336,88.99677191598964,8.916666666666666,64.29432822716046,6.75,63.330300275034624,5.166666666666667,80.72057232028119,9.833333333333334,98.95932529794146,12.833333333333334,51.39647128912373,4.333333333333333,49.699264508216096,4.916666666666667,26.73939164534492,2.25,54.088868430519945,4.666666666666667,9.461724383684063,0.75,20.173526281851377,2.0,8.472400998309647,0.5833333333333334,13.72486669928235,1.3333333333333333,42.355368860741834,13.916666666666666,29.296246202750382,5.166666666666667,11.823555115501454,10.666666666666666,6.835573097622664,1.0833333333333333,0.0,0.0,0.0,0.0,31.4794739140858,11.333333333333334,36.94246004512083,4.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2240,104.26593080359335,35.25,81.29822475427916,14.416666666666666,40.209242011722765,14.583333333333334,144.91510374817446,15.25,116.19645424893694,27.75,94.4921011989669,13.0,102.9439431399794,50.833333333333336,57.72834128792258,6.416666666666667,64.43363858766189,50.0,89.32643715213335,9.083333333333334,21.101220814158147,2.3333333333333335,3.969977636778282,0.4166666666666667,66.92070926384251,8.166666666666666,69.36504064346921,8.916666666666666,43.83309929081357,3.75,44.508870669924995,4.25,26.73939164534492,2.25,54.088868430519945,4.666666666666667,9.461724383684063,0.75,14.915316315123789,1.25,8.472400998309647,0.5833333333333334,13.72486669928235,1.3333333333333333,43.27215464924034,12.25,27.450953532898783,4.666666666666667,11.823555115501454,7.333333333333333,6.835573097622664,1.0833333333333333,0.0,0.0,0.0,0.0,22.197741956949802,10.333333333333334,14.64881510911872,1.75,5.821159761284075,0.5833333333333334,6.9501090250796524,1.0833333333333333,0.0,0.0,0.0,0.0
2250,123.86713236417306,38.0,82.49928428459201,14.5,85.96735677701831,18.833333333333332,203.08328898488833,21.416666666666668,110.8192895654355,13.0,151.36122919793036,16.833333333333332,105.5627728584131,57.083333333333336,45.33891733253649,5.583333333333333,93.3434098334153,60.0,136.4204714041773,14.75,0.0,0.0,45.919148878341865,5.166666666666667,43.59377136313577,5.25,14.072160040215143,1.75,36.12553661658779,3.1666666666666665,40.54296629976104,3.9166666666666665,26.73939164534492,2.25,54.088868430519945,4.666666666666667,4.210127448779796,0.3333333333333333,0.0,0.0,8.472400998309647,0.5833333333333334,10.684283512717712,0.9166666666666666,38.31478917884202,10.166666666666666,10.212985081812976,1.8333333333333333,11.823555115501454,4.0,6.835573097622664,1.0833333333333333,0.0,0.0,0.0,0.0,13.571614094474361,7.0,14.329829924271385,1.5833333333333333,10.259372566117177,2.25,6.9501090250796524,1.0833333333333333,0.0,0.0,0.0,0.0
2260,118.81709995820968,36.416666666666664,80.66030379047699,14.0,104.59968206572353,21.0,221.76107420522726,24.416666666666668,108.63817459378303,16.083333333333332,199.41673765869538,20.083333333333332,65.8579308866044,54.916666666666664,17.395373455635742,2.8333333333333335,133.43133165036383,64.91666666666667,123.04329202538224,14.5,39.7792815942789,4.083333333333333,138.66548693503213,13.416666666666666,5.657922204543468,0.6666666666666666,4.97977737404138,0.5833333333333334,41.63111853460641,3.5,38.065472438109246,3.6666666666666665,26.73939164534492,2.25,51.737045481949615,4.416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.24396219211852,7.5,6.869217236959105,1.0833333333333333,10.661059367562494,1.3333333333333333,6.835573097622664,1.0833333333333333,0.0,0.0,0.0,0.0,12.689699276939558,3.5833333333333335,0.0,0.0,10.333734885738851,3.9166666666666665,6.9501090250796524,1.0833333333333333,0.0,0.0,0.0,0.0
2270,105.33368504181851,32.916666666666664,51.81578935291251,9.333333333333334,127.17753483870278,21.916666666666668,232.3028753754015,25.416666666666668,101.84694701294116,30.083333333333332,213.6466252980446,22.5,39.89431550210026,45.75,9.21906095990635,2.0,126.70832344215637,61.166666666666664,120.99816573765521,14.166666666666666,88.85931845540135,9.25,199.78368940678288,19.333333333333332,7.836185767894183,0.9166666666666666,63.00631339683607,7.583333333333333,22.472770662269237,1.8333333333333333,9.257030419119385,1.0833333333333333,25.868676959677696,2.1666666666666665,35.50533775532325,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.493468895048531,7.916666666666667,6.869217236959105,1.0833333333333333,10.661059367562494,1.3333333333333333,6.835573097622664,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.333734885738851,5.583333333333333,6.9501090250796524,1.0833333333333333,0.0,0.0,0.0,0.0
