Time,E1_e,E2_e,E3_e,E4_e,E5_e,E6_e,E7_e,off_R1_e,off_R2_e,off_R3_e,off_R4_e,on_R1_e,on_R2_e,on_R3_e,on_R4_e,on_R5_e,on_R6_e
50000,6,11,15,11,6,9,0,1,2,0,0,0,1,0,0,0,1
60000,11,8,16,11,15,9,12,1,0,0,0,0,0,0,0,0,0
70000,4,9,6,12,11,15,13,1,0,1,0,0,0,0,0,0,0
80000,0,6,10,5,13,10,10,0,0,2,0,8,0,0,0,0,0
90000,0,0,4,2,4,14,10,2,4,4,1,7,0,0,0,0,0
100000,2,0,0,0,0,3,8,3,5,0,0,3,1,1,7,1,0
110000,12,0,0,0,4,0,0,3,0,0,0,0,0,1,5,1,3
120000,16,8,2,3,3,0,0,3,0,1,0,0,0,0,1,4,3
130000,10,14,7,2,9,1,0,3,2,6,0,0,0,0,0,0,0
140000,15,13,11,6,4,2,1,2,5,0,0,0,0,0,0,0,0
150000,12,15,13,11,8,5,14,1,1,1,0,0,0,0,0,0,0
160000,4,13,13,9,11,1,15,1,0,0,0,0,0,0,0,0,0
170000,0,6,17,13,10,7,5,1,0,4,0,7,0,0,0,0,0
180000,0,1,10,6,9,8,7,3,7,0,0,9,0,0,0,0,0
190000,1,1,0,0,0,1,4,3,2,0,0,3,4,2,6,0,0
200000,14,1,0,0,1,1,0,1,0,0,0,0,2,0,4,4,4
210000,21,11,2,7,2,0,0,3,0,1,0,0,0,0,0,4,3
220000,13,18,8,10,8,0,0,2,1,4,0,0,0,0,0,0,0
230000,12,15,19,5,14,7,0,3,3,1,0,0,0,0,0,0,0
240000,13,11,15,15,11,9,10,2,0,0,0,0,0,0,0,0,0
250000,2,13,9,13,12,10,7,2,0,0,0,1,0,0,0,0,0
260000,1,5,13,10,16,9,8,3,0,6,0,8,0,0,0,0,0
270000,0,0,10,4,8,9,6,2,5,3,0,4,0,0,1,0,0
280000,1,0,0,0,0,3,6,2,5,0,0,5,4,0,6,1,1
290000,12,2,0,0,1,0,0,2,0,0,0,2,0,1,2,1,4
300000,14,8,4,3,5,0,0,0,0,1,0,0,0,0,0,5,3
310000,17,18,12,10,8,0,0,3,2,7,0,0,0,0,0,0,0
320000,13,11,14,11,12,13,0,3,5,2,0,0,0,0,0,0,0
330000,13,17,14,16,12,8,12,1,0,0,0,0,0,0,0,0,0
340000,3,13,13,11,13,11,13,0,0,0,0,0,0,0,0,0,0
350000,0,7,14,11,16,14,10,3,0,4,0,9,0,0,0,0,0
360000,1,0,6,5,6,10,11,3,5,2,0,6,0,0,0,0,0
370000,1,0,0,0,0,6,5,2,2,0,1,5,2,0,8,0,0
380000,12,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,3
390000,12,11,3,5,5,0,0,1,0,1,1,0,0,0,1,4,1
400000,11,13,10,5,13,2,0,5,1,3,0,0,0,0,0,0,0
410000,8,11,14,8,10,9,0,3,4,3,0,0,0,0,0,0,0
420000,12,4,13,12,9,9,16,1,0,0,0,0,0,0,0,0,0
430000,1,8,4,11,10,8,14,3,0,1,0,1,0,0,0,0,0
440000,0,8,9,5,11,4,12,3,0,4,0,7,0,0,0,0,0
450000,0,2,4,5,8,6,8,3,4,4,0,6,0,0,0,0,0
460000,2,0,0,0,1,3,4,1,3,0,0,0,1,1,8,1,0
470000,14,1,0,0,1,0,0,0,0,0,0,0,1,2,5,2,4
480000,14,13,1,3,5,0,0,2,0,1,0,0,0,0,1,3,1
490000,12,12,9,2,9,2,0,3,2,7,0,0,0,0,0,0,0
500000,11,14,12,8,10,6,0,3,3,1,1,0,0,0,0,1,0
510000,9,19,10,6,10,8,13,2,0,0,0,0,0,0,0,0,0
520000,3,7,20,5,6,11,9,2,0,0,0,1,0,0,0,0,0
530000,0,7,14,15,5,6,11,0,0,5,0,8,0,0,0,0,0
