Time,E1_e,E2_e,E3_e,E4_e,E5_e,E6_e,E7_e,off_R1_e,off_R2_e,off_R3_e,off_R4_e,on_R1_e,on_R2_e,on_R3_e,on_R4_e,on_R5_e,on_R6_e
10000,0,0,16,6,13,6,0,2,5,0,1,0,0,0,0,0,0
20000,0,0,17,13,6,9,10,1,0,0,0,2,0,0,0,0,0
30000,4,8,9,15,10,11,8,0,0,0,0,0,0,0,0,0,0
40000,0,3,7,9,16,11,12,1,0,5,0,7,0,0,0,0,0
50000,0,0,4,4,10,12,8,2,5,2,0,8,0,0,0,0,0
60000,0,0,0,0,0,9,4,4,2,0,1,2,4,0,6,0,0
70000,11,0,0,0,2,0,0,5,0,0,0,0,0,0,3,3,3
80000,15,10,0,1,4,0,0,1,0,0,0,0,0,0,0,4,4
90000,10,15,12,4,6,0,0,1,1,8,0,0,0,0,0,1,0
100000,11,12,16,9,8,5,0,0,2,2,0,0,0,0,0,0,0
110000,13,12,13,15,8,8,10,1,0,0,0,0,0,0,0,0,0
120000,5,11,10,8,14,1,14,2,0,0,0,0,0,0,0,0,0
130000,0,7,10,8,6,9,10,1,0,5,0,7,0,0,0,0,0
140000,0,0,7,3,8,10,9,3,2,0,0,1,0,0,0,0,0
150000,0,1,0,0,0,2,6,4,6,0,0,0,1,1,5,0,0
160000,14,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4
170000,16,10,1,2,3,0,0,2,0,1,0,0,0,0,1,5,3
180000,12,13,11,1,7,0,0,1,0,5,0,0,0,0,0,0,0
190000,13,10,12,10,8,8,0,1,9,2,0,0,0,0,0,0,0
200000,15,12,9,11,13,6,6,1,1,0,0,0,0,0,0,0,0
210000,6,15,11,9,7,7,7,3,0,0,0,0,0,0,0,0,0
220000,0,9,17,8,9,10,6,0,0,6,0,4,0,0,0,0,0
230000,0,1,10,6,9,6,8,2,4,6,1,6,0,0,0,0,0
240000,1,0,1,0,0,6,5,3,4,0,0,6,3,0,6,0,0
250000,14,1,0,0,1,0,0,4,0,0,0,0,3,0,2,0,2
260000,15,9,0,3,1,0,0,3,0,0,0,0,0,0,1,0,3
270000,11,15,8,5,9,0,0,3,0,6,0,0,0,0,0,0,0
280000,12,15,14,9,10,7,1,1,7,3,1,0,0,0,0,0,0
290000,9,12,17,10,8,11,6,1,1,0,0,0,0,0,0,0,0
300000,10,7,16,12,11,7,12,1,0,0,0,0,0,0,0,0,0
310000,0,10,10,13,7,9,13,1,0,0,0,7,0,0,0,0,0
320000,0,2,7,6,9,4,7,4,3,1,0,6,0,0,0,0,0
330000,0,0,0,0,0,4,4,2,4,0,0,2,3,0,4,0,0
340000,13,0,0,0,2,0,0,2,0,0,0,0,0,1,3,0,2
350000,17,9,1,1,3,0,0,2,0,0,0,0,0,0,1,0,4
360000,13,17,10,8,14,0,0,4,0,4,0,0,0,0,0,0,0
370000,13,17,16,9,12,7,0,1,9,3,0,0,0,0,0,0,0
380000,10,17,14,12,14,16,7,0,2,0,0,0,0,0,0,0,0
390000,7,10,16,12,10,11,10,0,0,0,0,0,0,0,0,0,0
400000,0,7,14,11,13,9,14,1,0,4,0,5,0,0,0,0,0
410000,0,1,7,6,4,8,12,3,4,5,0,6,0,0,0,0,0
420000,0,0,0,0,0,4,7,3,3,0,0,3,3,2,5,0,0
430000,13,0,0,0,2,0,0,2,0,0,0,0,2,0,4,3,2
440000,14,8,0,2,2,0,0,3,0,2,0,0,0,0,0,4,5
450000,15,13,13,7,10,0,0,2,1,4,0,0,0,0,0,0,0
460000,9,11,14,13,11,4,0,3,8,1,0,0,0,0,0,0,0
470000,8,12,14,12,14,6,9,2,0,0,0,0,0,0,0,0,0
480000,7,9,9,10,11,6,6,2,0,0,0,1,0,0,0,0,0
490000,0,7,7,10,14,7,7,1,0,4,0,6,0,0,0,0,0
500000,0,0,8,3,10,11,3,2,4,8,0,4,0,0,1,0,0
510000,1,0,0,0,1,6,6,3,5,0,0,1,3,1,4,0,0
520000,13,0,0,0,3,0,0,3,0,0,0,0,1,0,1,2,5
530000,11,8,1,0,2,0,0,0,0,2,0,0,0,0,2,4,4
540000,7,16,8,8,6,0,0,4,1,8,1,0,0,0,0,0,0
550000,11,5,16,10,3,8,1,0,2,2,0,0,0,0,0,0,0
560000,10,10,9,14,11,8,5,1,0,0,0,0,0,0,0,0,0
570000,5,11,9,8,13,7,10,0,0,0,0,0,0,0,0,0,0
580000,0,6,10,9,7,9,11,1,0,5,0,7,0,0,0,0,0
590000,0,0,8,4,8,7,8,2,2,2,0,6,0,1,0,0,0
600000,0,0,0,0,0,2,7,3,4,0,0,1,3,0,2,0,0
610000,12,0,0,0,1,0,1,4,0,0,0,0,1,0,4,2,0
620000,18,11,1,2,1,0,0,0,0,0,0,1,0,0,0,4,0
630000,13,18,11,7,9,0,0,3,0,4,0,0,0,0,0,1,0
640000,14,13,17,10,10,6,0,2,4,1,0,0,0,0,0,0,0
650000,12,11,15,13,12,9,8,1,1,0,0,0,0,0,0,0,0
660000,8,8,15,12,12,8,10,1,0,0,0,0,0,0,0,0,0
670000,0,13,7,11,13,7,9,0,0,2,0,6,0,0,0,0,0
680000,0,0,13,2,11,11,6,2,4,3,0,4,0,0,0,0,0
690000,1,0,0,0,0,10,6,3,7,0,0,1,2,0,4,0,0
700000,14,2,0,0,1,0,0,3,0,0,0,0,1,0,2,3,3
710000,15,8,0,4,5,0,0,0,0,0,0,0,0,0,1,4,1
720000,11,15,11,11,9,0,0,2,0,3,0,0,0,0,0,0,0
