Time,E1_e,E2_e,E3_e,E4_e,E5_e,E6_e,E7_e,off_R1_e,off_R2_e,off_R3_e,off_R4_e,on_R1_e,on_R2_e,on_R3_e,on_R4_e,on_R5_e,on_R6_e
20000,0,0,10,5,7,9,11,1,5,5,0,7,0,0,2,0,0
30000,4,0,0,0,0,2,7,5,3,0,0,2,4,0,3,1,1
40000,14,0,0,1,2,0,0,3,0,0,0,1,2,0,4,3,4
50000,16,11,2,4,3,0,0,3,0,2,0,0,0,0,0,3,3
60000,17,16,12,8,12,0,0,1,1,5,0,0,0,0,0,0,0
70000,11,16,16,9,11,6,1,1,7,0,1,0,0,0,0,0,0
80000,13,18,17,11,8,11,11,1,1,0,0,0,0,0,0,0,0
90000,6,8,19,14,11,8,9,0,0,0,0,0,0,0,0,0,0
100000,0,11,10,15,12,7,14,1,0,3,0,6,0,0,0,0,0
110000,0,1,9,5,10,8,7,3,5,4,0,7,0,0,0,0,0
120000,0,0,0,0,1,5,3,3,4,1,1,3,4,2,7,1,0
130000,14,0,0,0,2,0,0,2,0,0,0,1,2,0,0,4,5
140000,10,10,2,5,3,0,0,4,0,1,0,0,0,0,0,3,3
150000,14,12,13,10,11,0,0,3,1,5,0,0,0,0,0,0,0
160000,14,14,15,9,13,9,1,0,8,0,0,0,0,0,0,0,0
170000,10,14,13,14,10,5,13,0,1,0,0,0,0,0,0,0,0
180000,7,12,13,10,15,8,7,0,0,0,0,0,0,0,0,0,0
190000,1,6,14,12,11,13,8,2,0,5,0,5,0,0,0,0,0
200000,0,0,5,5,8,11,10,1,4,5,0,5,0,0,0,0,0
210000,0,0,0,0,0,4,7,4,6,0,0,4,4,2,5,1,0
220000,14,0,0,0,1,0,0,2,0,0,0,0,0,1,4,4,4
230000,15,8,1,4,2,0,0,2,0,1,0,0,0,0,1,2,4
240000,10,12,10,6,11,1,0,4,1,9,0,0,0,0,0,0,0
250000,11,16,14,8,11,10,1,1,2,1,0,0,0,0,1,0,0
260000,7,12,17,12,12,8,12,1,0,1,0,0,0,0,0,0,0
270000,2,8,13,16,9,10,14,0,0,0,0,0,0,0,0,0,0
280000,1,4,9,11,10,5,9,0,0,4,0,9,0,0,1,0,0
290000,1,1,3,3,16,8,9,3,2,6,1,9,0,0,0,0,0
300000,0,0,0,0,1,4,3,4,3,0,0,4,4,1,6,0,0
310000,16,0,0,0,1,0,0,6,0,0,0,0,3,1,1,4,4
320000,14,12,0,4,5,0,0,3,0,2,0,0,0,0,0,4,5
330000,13,14,11,4,6,0,0,4,0,6,0,0,0,0,0,0,0
340000,12,11,9,9,9,12,0,0,3,0,0,0,0,0,0,0,0
350000,13,10,17,10,10,10,13,1,1,0,0,0,0,0,0,0,0
360000,6,11,10,10,12,7,14,1,0,0,0,0,0,0,0,0,0
370000,1,11,8,4,9,9,10,3,0,5,0,6,0,0,0,0,0
380000,0,2,11,3,3,9,5,3,2,3,0,7,0,0,2,0,1
390000,0,0,1,1,1,2,0,2,4,0,0,4,4,0,4,1,0
400000,15,0,0,0,2,0,0,2,0,0,0,0,4,0,4,0,4
410000,14,12,2,4,3,0,0,1,0,1,0,0,0,0,0,2,0
420000,16,14,9,10,9,0,0,3,2,3,0,0,0,0,0,0,0
430000,14,13,18,10,9,5,0,3,5,0,0,0,0,0,0,0,0
440000,10,16,16,14,12,8,12,4,0,0,0,0,0,0,0,0,0
450000,6,13,15,12,11,4,15,1,0,0,0,0,0,0,0,0,0
460000,1,7,19,15,11,12,7,1,0,3,0,5,0,0,0,0,0
470000,0,1,11,7,10,4,8,2,5,2,0,3,0,0,1,0,0
480000,0,0,0,0,1,2,2,2,3,1,0,0,0,1,4,1,0
490000,14,2,0,0,0,0,0,2,0,0,0,0,0,0,3,3,3
500000,15,11,1,3,2,0,0,0,0,2,0,0,0,0,0,5,1
510000,13,15,11,11,18,0,0,0,3,5,0,0,0,0,0,0,0
520000,8,13,15,10,15,13,1,2,7,1,0,0,0,0,0,0,0
530000,7,7,14,10,10,11,12,1,0,0,0,0,0,0,0,0,0
540000,6,9,7,12,10,15,11,0,0,1,0,0,0,0,0,0,0
550000,0,8,10,8,15,9,13,0,0,7,0,4,0,0,0,0,0
560000,0,1,7,2,5,10,12,3,4,5,0,6,0,0,1,0,0
570000,0,0,0,0,1,2,4,4,6,0,0,4,5,1,8,0,0
580000,16,0,0,0,0,0,0,2,0,0,0,0,4,1,3,5,4
590000,12,5,0,3,5,0,0,4,0,1,0,0,0,0,2,3,0
600000,12,16,6,9,14,0,0,2,0,4,0,0,0,0,0,0,0
610000,13,14,16,3,11,9,0,2,3,0,0,0,0,0,0,0,0
620000,13,13,14,11,4,11,11,0,0,1,0,0,0,0,0,0,0
630000,4,16,20,13,9,7,14,0,0,0,0,0,0,0,0,0,0
640000,0,5,13,15,13,4,7,0,0,3,0,4,0,0,0,0,0
650000,0,1,8,4,12,9,5,2,4,5,0,4,0,0,1,0,0
