Time,E1_e,E2_e,E3_e,E4_e,E5_e,E6_e,E7_e,off_R1_e,off_R2_e,off_R3_e,off_R4_e,on_R1_e,on_R2_e,on_R3_e,on_R4_e,on_R5_e,on_R6_e
20000,0.0,0.0,10.0,5.0,7.0,9.0,11.0,1.0,5.0,5.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0
30000,2.0,0.0,5.0,2.5,3.5,5.5,9.0,3.0,4.0,2.5,0.0,4.5,2.0,0.0,2.5,0.5,0.5
40000,6.0,0.0,3.3333333333333335,2.0,3.0,3.6666666666666665,6.0,3.0,2.6666666666666665,1.6666666666666667,0.0,3.3333333333333335,2.0,0.0,3.0,1.3333333333333333,1.6666666666666667
50000,8.5,2.75,3.0,2.5,3.0,2.75,4.5,3.0,2.0,1.75,0.0,2.5,1.5,0.0,2.25,1.75,2.0
60000,10.2,5.4,4.8,3.6,4.8,2.2,3.6,2.6,1.8,2.4,0.0,2.0,1.2,0.0,1.8,1.4,1.6
70000,10.333333333333334,7.166666666666667,6.666666666666667,4.5,5.833333333333333,2.8333333333333335,3.1666666666666665,2.3333333333333335,2.6666666666666665,2.0,0.16666666666666666,1.6666666666666667,1.0,0.0,1.5,1.1666666666666667,1.3333333333333333
80000,12.5,10.166666666666666,7.833333333333333,5.5,6.0,3.1666666666666665,3.1666666666666665,2.3333333333333335,2.0,1.1666666666666667,0.16666666666666666,0.5,1.0,0.0,1.1666666666666667,1.1666666666666667,1.3333333333333333
90000,12.833333333333334,11.5,11.0,7.833333333333333,7.833333333333333,4.166666666666667,3.5,1.5,1.5,1.1666666666666667,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.6666666666666666,1.0,1.1666666666666667
100000,10.5,13.333333333333334,12.666666666666666,10.166666666666666,9.5,5.333333333333333,5.833333333333333,1.1666666666666667,1.5,1.6666666666666667,0.16666666666666666,1.0,0.0,0.0,0.0,0.5,0.5
110000,7.833333333333333,11.666666666666666,13.833333333333334,10.333333333333334,10.666666666666666,6.666666666666667,7.0,1.1666666666666667,2.3333333333333335,2.0,0.16666666666666666,2.1666666666666665,0.0,0.0,0.0,0.0,0.0
120000,5.0,9.0,11.833333333333334,9.0,8.833333333333334,7.5,7.5,1.5,2.8333333333333335,1.3333333333333333,0.3333333333333333,2.6666666666666665,0.6666666666666666,0.3333333333333333,1.1666666666666667,0.16666666666666666,0.0
130000,5.5,6.333333333333333,9.166666666666666,7.5,7.333333333333333,6.5,7.333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.16666666666666666,2.8333333333333335,1.0,0.3333333333333333,1.1666666666666667,0.8333333333333334,0.8333333333333334
140000,5.0,5.0,6.666666666666667,6.5,6.5,4.666666666666667,5.5,2.1666666666666665,1.5,1.5,0.16666666666666666,2.8333333333333335,1.0,0.3333333333333333,1.1666666666666667,1.3333333333333333,1.3333333333333333
150000,6.333333333333333,5.666666666666667,5.666666666666667,5.833333333333333,6.5,3.3333333333333335,4.0,2.6666666666666665,1.6666666666666667,2.3333333333333335,0.16666666666666666,2.8333333333333335,1.0,0.3333333333333333,1.1666666666666667,1.3333333333333333,1.3333333333333333
