Time,E1_e,E2_e,E3_e,E4_e,E5_e,E6_e,E7_e,off_R1_e,off_R2_e,off_R3_e,off_R4_e,on_R1_e,on_R2_e,on_R3_e,on_R4_e,on_R5_e,on_R6_e
10000,1.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,2.0,1.0,0.0,0.0,4.0,1.0,8.0,0.0,0.0
20000,7.5,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.5,0.0,0.0,3.5,0.5,7.0,2.0,0.0
30000,8.666666666666666,3.0,0.6666666666666666,0.6666666666666666,2.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.3333333333333333,0.0,0.0,2.3333333333333335,0.3333333333333333,5.0,2.6666666666666665,0.0
40000,9.0,5.5,2.75,2.25,4.5,0.5,1.0,1.75,0.5,1.5,0.0,0.0,1.75,0.25,3.75,2.25,0.0
50000,10.0,7.0,5.4,2.6,6.4,2.6,1.0,1.6,1.6,1.4,0.0,0.0,1.4,0.2,3.0,1.8,0.0
60000,10.0,7.666666666666667,6.5,4.0,6.5,3.8333333333333335,3.3333333333333335,1.3333333333333333,1.5,1.1666666666666667,0.0,0.0,1.1666666666666667,0.16666666666666666,2.5,1.5,0.0
70000,10.666666666666666,10.166666666666666,8.666666666666666,6.166666666666667,8.5,4.166666666666667,4.5,0.6666666666666666,1.1666666666666667,1.1666666666666667,0.0,0.0,0.5,0.0,1.1666666666666667,1.5,0.0
80000,8.333333333333334,10.833333333333334,11.0,8.0,10.5,5.833333333333333,5.833333333333333,0.6666666666666666,1.1666666666666667,2.1666666666666665,0.0,1.5,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0
90000,6.5,9.333333333333334,11.333333333333334,8.166666666666666,11.333333333333334,7.5,7.166666666666667,1.1666666666666667,1.8333333333333333,2.8333333333333335,0.0,2.3333333333333335,0.0,0.0,0.0,0.16666666666666666,0.0
100000,5.333333333333333,7.166666666666667,9.833333333333334,7.0,9.333333333333334,8.166666666666666,8.0,1.6666666666666667,2.6666666666666665,2.1666666666666665,0.0,2.3333333333333335,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.0
110000,5.166666666666667,5.0,7.166666666666667,6.333333333333333,7.166666666666667,6.5,7.833333333333333,2.1666666666666665,1.8333333333333333,2.0,0.0,2.3333333333333335,1.3333333333333333,0.16666666666666666,1.5,0.6666666666666666,0.0
120000,5.833333333333333,4.833333333333333,5.5,4.833333333333333,6.166666666666667,4.833333333333333,5.333333333333333,2.5,1.6666666666666667,2.1666666666666665,0.0,2.3333333333333335,1.3333333333333333,0.16666666666666666,1.5,1.0,0.0
130000,7.166666666666667,4.833333333333333,4.833333333333333,3.1666666666666665,6.333333333333333,4.166666666666667,3.5,2.6666666666666665,1.6666666666666667,3.1666666666666665,0.0,2.3333333333333335,1.3333333333333333,0.16666666666666666,1.5,1.1666666666666667,0.0
140000,9.333333333333334,6.0,5.5,2.8333333333333335,5.0,5.166666666666667,2.1666666666666665,2.8333333333333335,2.6666666666666665,2.3333333333333335,0.0,0.8333333333333334,1.3333333333333333,0.16666666666666666,1.5,1.1666666666666667,0.0
150000,11.333333333333334,8.166666666666666,6.833333333333333,4.333333333333333,5.0,4.833333333333333,2.5,2.5,2.1666666666666665,1.6666666666666667,0.0,0.0,1.3333333333333333,0.16666666666666666,1.5,1.1666666666666667,0.0
160000,11.833333333333334,9.666666666666666,8.833333333333334,5.833333333333333,7.666666666666667,5.666666666666667,3.5,2.0,1.3333333333333333,1.6666666666666667,0.0,0.16666666666666666,0.6666666666666666,0.0,0.8333333333333334,1.1666666666666667,0.0
170000,9.666666666666666,11.0,10.666666666666666,7.5,8.833333333333334,7.166666666666667,5.166666666666667,1.6666666666666667,1.1666666666666667,1.6666666666666667,0.0,0.8333333333333334,0.0,0.0,0.0,0.5,0.0
180000,7.333333333333333,9.333333333333334,12.0,8.0,9.833333333333334,8.166666666666666,7.166666666666667,1.6666666666666667,1.1666666666666667,1.5,0.0,2.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
190000,5.166666666666667,6.833333333333333,10.5,7.5,7.833333333333333,8.5,8.166666666666666,1.6666666666666667,1.1666666666666667,0.3333333333333333,0.0,3.0,0.5,0.16666666666666666,0.5,0.0,0.0
