Time,E1_D,E1_T,E2_D,E2_T,E3_D,E3_T,E4_D,E4_T,E5_D,E5_T,E6_D,E6_T,E7_D,E7_T,off_R1_D,off_R1_T,off_R2_D,off_R2_T,off_R3_D,off_R3_T,off_R4_D,off_R4_T,on_R1_D,on_R1_T,on_R2_D,on_R2_T,on_R3_D,on_R3_T,on_R4_D,on_R4_T,on_R5_D,on_R5_T,on_R6_D,on_R6_T
10,21.36587625538272,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.167222026556722,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,169.16748484575962,21.5,11.692224894853556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.55305905936193,6.0,0.0,0.0,36.153800161156646,5.0,0.8922646588518592,0.5,0.0,0.0,0.0,0.0
30,205.16399106917152,24.166666666666668,155.0883417652933,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.75127884010839,7.333333333333333,0.0,0.0,31.278350591553092,6.666666666666667,30.446879999694062,3.6666666666666665,0.0,0.0,0.0,0.0
40,215.32552274198295,25.375,245.2908734486687,19.5,55.05561290740192,4.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.10568226614862,10.25,0.0,0.0,23.45876294366482,7.5,35.78481541770513,5.25,0.0,0.0,0.0,0.0
50,216.72308357414335,24.4,284.5378203583283,22.5,130.78585054863441,10.0,8.203028812309146,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.888465918985695,1.7,0.0,0.0,0.0,0.0,65.70099205105838,16.0,0.0,0.0,18.767010354931855,8.0,28.832415026665608,6.2,0.0,0.0,0.0,0.0
60,227.86514021560447,27.25,303.9313809498312,24.0,169.4743923412104,13.0,55.82502659621239,4.333333333333333,20.222474934049067,1.5,0.0,0.0,0.0,0.0,0.0,0.0,27.058808581843312,1.9166666666666667,0.0,0.0,0.0,0.0,70.82022901012787,21.5,0.0,0.0,15.639175295776546,8.333333333333334,24.02701252222134,6.833333333333333,0.0,0.0,0.9659633350377234,0.3333333333333333
70,313.3908077372903,42.083333333333336,335.03376413764664,27.25,244.99166335639168,18.666666666666668,89.77920223893062,6.916666666666667,78.61983452405462,6.0,17.867991869031073,1.3333333333333333,0.0,0.0,0.0,0.0,27.058808581843312,1.9166666666666667,0.0,0.0,0.0,0.0,80.64048619172912,28.833333333333332,0.0,0.0,15.639175295776546,10.0,24.02701252222134,8.5,0.298852407977756,0.16666666666666666,15.133800831640107,2.0
80,304.9316366543044,56.083333333333336,396.15032874828415,33.083333333333336,272.3171071569852,21.166666666666668,129.63296077655002,10.083333333333334,133.36478629996577,10.583333333333334,68.1119825672334,5.5,7.127653499915559,0.75,25.130122751729374,2.25,27.058808581843312,1.9166666666666667,0.0,0.0,0.0,0.0,89.62396255693655,30.166666666666668,0.0,0.0,3.7366199836654217,9.25,23.72959096927072,10.0,13.744873238001603,1.8333333333333333,17.089413553540204,3.6666666666666665
90,291.6119912959144,75.5,358.30499195573907,32.166666666666664,297.9114668751419,24.5,131.21132113194955,11.75,169.38405647903414,18.833333333333332,80.65495094896052,6.833333333333333,40.629914509378295,4.416666666666667,59.81837726417434,5.083333333333333,27.058808581843312,1.9166666666666667,11.029671752557116,1.0833333333333333,0.0,0.0,97.34209283419496,30.5,0.0,0.0,0.14871140827442395,7.583333333333333,8.951773896738244,8.416666666666666,17.03468461418651,2.4166666666666665,17.089413553540204,5.333333333333333
100,266.456197888772,97.0,274.0968635033442,30.416666666666668,266.2900914904621,25.083333333333332,131.21132113194955,13.416666666666666,174.7723973014537,27.166666666666668,80.65495094896052,6.833333333333333,76.35865050933474,8.666666666666666,78.03857784581756,6.416666666666667,27.058808581843312,1.9166666666666667,31.857240910155543,2.5833333333333335,0.0,0.0,139.62577868174807,32.5,0.0,0.0,0.14871140827442395,5.916666666666667,0.3186702847818524,6.75,17.03468461418651,2.4166666666666665,17.250646065396577,5.583333333333333
