Time,E1_D1,E1_T1,E1_D2,E1_T2,E1_D3,E1_T3,E2_D1,E2_T1,E2_D2,E2_T2,E2_D3,E2_T3,E3_D1,E3_T1,E3_D2,E3_T2,E3_D3,E3_T3,E4_D1,E4_T1,E4_D2,E4_T2,E4_D3,E4_T3,E5_D1,E5_T1,E5_D2,E5_T2,E5_D3,E5_T3,E6_D1,E6_T1,E6_D2,E6_T2,E6_D3,E6_T3,E7_D1,E7_T1,E7_D2,E7_T2,E7_D3,E7_T3,off_R1_D1,off_R1_T1,off_R1_D2,off_R1_T2,off_R1_D3,off_R1_T3,off_R2_D1,off_R2_T1,off_R2_D2,off_R2_T2,off_R2_D3,off_R2_T3,off_R3_D1,off_R3_T1,off_R3_D2,off_R3_T2,off_R3_D3,off_R3_T3,off_R4_D1,off_R4_T1,off_R4_D2,off_R4_T2,off_R4_D3,off_R4_T3,on_R1_D1,on_R1_T1,on_R1_D2,on_R1_T2,on_R1_D3,on_R1_T3,on_R2_D1,on_R2_T1,on_R2_D2,on_R2_T2,on_R2_D3,on_R2_T3,on_R3_D1,on_R3_T1,on_R3_D2,on_R3_T2,on_R3_D3,on_R3_T3,on_R4_D1,on_R4_T1,on_R4_D2,on_R4_T2,on_R4_D3,on_R4_T3,on_R5_D1,on_R5_T1,on_R5_D2,on_R5_T2,on_R5_D3,on_R5_T3,on_R6_D1,on_R6_T1,on_R6_D2,on_R6_T2,on_R6_D3,on_R6_T3
10135,17.98238083981093,1.5,0.0,0.0,0,0,129.76511217597647,11.5,76.68301082377876,6.5,48.941104426632066,4.0,124.77474692397345,14.0,112.53281465608359,10.5,43.52539291588897,4.0,103.1189332752907,10.0,37.69674019485802,5.0,0,0,81.2900072346246,7.0,54.27449512489129,5.5,0.0,0.0,15.429369561876513,1.5,114.85921395914852,10.0,109.3998806794853,10.0,0.0,0.0,21.082919626294142,2.5,15.768507696451536,2.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.751968065454008,0.5,43.280326484857056,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,32.37794481526935,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
10140,0.0,0.0,19.32696697412371,5.0,0,0,77.01809929281316,6.5,61.75167176216624,5.0,6.2226356786605095,0.5,108.94050184405984,13.0,84.96039915509579,9.5,69.15891249736353,6.5,80.58729154395147,8.0,27.48895251328699,3.0,0,0,10.974753530938898,1.5,122.31543509346409,13.0,0.0,0.0,102.44508628868627,10.5,136.63893119675964,11.5,22.343725549757806,2.0,4.526335140138599,0.5,40.53400624661424,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,39.59420030113776,3.5,6.037838647114427,0.5,53.83695244667007,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,5.0540503598856645,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
10145,32.569939828012416,2.5,71.90141495651702,10.5,0,0,61.27739497163702,5.0,6.194628549309584,0.5,0.0,0.0,70.78417165588007,6.5,120.21413589119513,15.0,34.749907892414654,3.0,87.88157160150013,7.5,17.83872742163618,1.5,0,0,111.16707759469938,14.0,69.1093703512546,7.0,0.0,0.0,141.99241893910144,14.5,15.705141381162548,1.5,0.0,0.0,45.28265980291371,5.0,12.294590768010835,1.5,21.17998523450828,2.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,52.54144426327983,4.5,5.806126311903,0.5,48.36324318286097,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,0.20502112645390014,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
10150,93.85941763555228,7.0,42.69241321459858,6.0,0,0,6.081905706819043,0.5,7.526336783221495,0.5,53.26831870485548,3.5,110.57264693416894,10.0,105.182131948402,11.0,24.104786808377526,2.0,18.434519923972914,1.5,0.0,0.0,0,0,74.06655509567759,11.5,107.0013851122034,10.5,0.0,0.0,32.659377107214084,4.0,0.0,0.0,63.84445748419293,6.5,0.0,0.0,92.74109110075716,11.0,43.93985820827487,5.0,0.0,0.0,0.0,0.0,0,0,41.06172210719859,3.5,17.57491622747949,1.5,19.59805430248744,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,0.00607180859356049,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3266874338411,5.0,0,0,0.0,0.0,0.0,0.0,0,0
10155,48.23068757170884,4.0,36.479563319345026,4.5,0,0,6.7960929028962624,0.5,100.62748843010276,7.0,55.543841973420875,4.0,122.64082837371936,10.5,39.330905983132794,3.5,11.080479206663593,3.0,0.0,0.0,6.487559721456648,0.5,0,0,87.04645711551666,13.5,14.157405775916516,1.5,0.0,0.0,0.0,0.0,85.87609193483377,7.5,82.01667967797778,7.5,45.35485191538186,5.5,106.16092586608005,13.0,11.37408680236797,1.5,0.0,0.0,0.0,0.0,0,0,11.736147552327338,1.0,33.40313909438436,2.5,52.99185101819933,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,0.00010843332752585866,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,33.62975897987085,3.5,14.818413102255754,1.5,0,0,0.0,0.0,0.0,0.0,0,0
10160,59.79339763490941,4.5,0.0,0.0,0,0,99.08864702806068,7.0,52.397921394620255,4.0,37.524642015860145,3.0,35.48184972806291,3.0,43.95755967165077,4.5,25.851703104439224,2.0,49.92812080374233,3.5,20.586850911622093,1.5,0,0,61.790548687677585,10.0,0.0,0.0,0.0,0.0,85.96384612230963,8.5,78.95839223690461,6.5,0.0,0.0,110.87807551255088,13.5,33.73267229894549,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,47.80494599779621,3.5,54.759854475591766,4.0,34.10692083056668,2.5,0.0,0.0,0.0,0.0,30.31265919499498,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.529400951587725,4.0,0,0,0.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.543018274357735,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
10165,0.0,0.0,0.0,0.0,0,0,52.75106783220977,4.0,65.03605372948284,5.0,34.841406354918234,2.5,47.69698738543415,4.0,104.01702821397363,7.5,53.24776988797169,7.0,7.180801001106744,0.5,0.0,0.0,0,0,15.755914177107172,2.0,57.21435466158775,4.0,0.0,0.0,98.84324399378886,11.5,0.0,0.0,0.0,0.0,46.68419711534966,6.0,0.0,0.0,28.294051939237818,3.5,0.0,0.0,4.932100606387316,1.5,0,0,50.00251717568602,3.5,20.86571450592504,1.5,0.0,0.0,0.0,0.0,18.230398026343778,1.5,107.74480278481377,12.0,0.0,0.0,0.0,0.0,0.0,0.0,13.037059039209481,5.0,31.091003429288072,3.5,0,0,0.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9295940430458387,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
10170,0.0,0.0,0.0,0.0,0,0,71.60894492683013,6.0,20.198536868292933,1.5,0.0,0.0,110.52700057993194,7.5,80.87410720853111,7.5,24.431760018203928,5.5,25.164358189721824,2.0,38.812072089554405,3.0,0,0,63.20977409682587,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.933963402281961,0.5,15.220641967511938,2.0,99.81271442202268,11.5,33.005743791043415,3.5,0.0,0.0,46.414790930033476,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,19.217239637489996,1.5,131.90032956554572,10.5,33.541428535215346,3.0,0.0,0.0,0.0,0.0,0.0,0.0,22.897349849413352,5.0,0.0,0.0,0,0,0.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.033379146500237766,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
10175,0.0,0.0,0.0,0.0,0,0,17.702292409144093,1.5,0.0,0.0,0.0,0.0,55.011925801726875,4.5,77.60762073939648,9.0,55.14593776208258,6.0,106.9815462360128,8.0,0.0,0.0,0,0,0.0,0.0,29.428417669580426,2.0,0.0,0.0,0.0,0.0,33.454535827431926,2.5,39.83711338548407,4.5,56.434518066370856,6.5,74.29033990440973,8.5,0.0,0.0,62.46941524998279,4.5,20.081769011637476,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,104.63723314127367,8.0,37.86815209337078,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.06488660393802,3.5,0.0,0.0,0,0,0.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009811746277819111,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
10180,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,40.82077085731891,4.5,116.97412518468542,12.0,10.401959731121964,3.0,16.02687670063203,1.5,22.556599964077506,2.0,0,0,34.15358091143062,3.0,88.6085654451717,7.0,0.0,0.0,30.289776973419066,2.5,68.08565480964093,7.0,8.498451001953658,2.5,104.6273135484613,12.0,0.0,0.0,0.0,0.0,5.620222051385937,0.5,48.39893361746962,4.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.85042896651214,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.5948900948725537,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
10185,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,106.22478835389597,14.5,49.1721950194639,5.0,15.000861608126225,3.0,34.025777692999924,5.0,0.0,0.0,0,0,67.98878182789718,10.0,0.0,0.0,0.0,0.0,36.15585956150643,3.5,62.38215613498356,7.0,2.8009465404438316,0.5,0.0,0.0,0.0,0.0,0.0,0.0,47.05018165766796,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16.202399131117204,3.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.326953037504495,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
10190,0.0,0.0,10.629161514828183,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,54.21809825793538,18.5,63.81586324959868,6.5,32.629855444017,5.0,5.374442467084549,5.0,0.0,0.0,0,0,11.20019763517655,10.0,0.0,0.0,0.0,0.0,57.027465878909254,7.5,27.440981908995354,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.837850788729547,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,4.4700900233732455,0.5,23.228885524415205,4.5,7.950519722406618,1.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
10195,14.944950713573007,1.5,30.0648358241547,3.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,46.73930969912887,23.0,70.47780748550801,7.0,0.0,0.0,0.18816587179685484,5.0,0.0,0.0,0,0,1.5956119348451239,10.0,1.7226537690836077,1.0,0.0,0.0,24.99838009703815,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.123611779249316,0.5,52.49768696435244,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.962739327001017,4.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,54.95510565486586,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
10200,27.826414667436964,5.0,1.782306063211493,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,42.944610458715744,30.0,0.0,0.0,0.0,0.0,0.005607619009907694,5.0,0.0,0.0,0,0,0.01234592336066953,10.0,32.74843706407633,5.0,0.0,0.0,3.0275111182118906,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.217223375400266,0.5,55.749002249895426,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.380128667069947,2.5,24.138235152326622,2.5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,41.25326922080692,4.5,5.488243452538818,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
10205,6.252518425023737,5.0,42.9383368984884,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.167778700186261,30.0,11.671943993338903,1.5,14.110935761188859,3.5,5.722291408694787,5.0,0.0,0.0,0,0,37.61494823130542,14.5,19.910165292752698,3.0,0.0,0.0,0.042937481834002256,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,38.21354625576379,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.043863435675703,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,14.53087833572171,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
10210,67.36749793729709,8.5,34.618419174652175,4.0,0,0,0.0,0.0,0.0,0.0,20.38687905565763,2.5,0.14263258637861043,30.0,46.85726838821523,5.0,0.0,0.0,1.0770719320526894,5.0,0.0,0.0,0,0,15.591206733620226,15.5,40.579989649527974,4.5,0.0,0.0,0.0013344648280764204,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.160277003342301,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
10215,67.58589766701067,8.0,1.8196712712048324,1.0,0,0,0.0,0.0,30.839860832316475,2.5,33.12395440361243,3.0,21.005267374530952,34.5,3.942759613531841,0.5,0.0,0.0,0.0,5.0,0.0,0.0,0,0,27.677531768800293,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.048942000000004,1.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4788621216180218,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.684217753872078,2.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
10220,0.0,0.0,41.103782122631785,7.0,0,0,30.666498089359038,2.5,47.63136195080631,4.0,39.05022897177929,3.5,36.55010632810696,25.0,0.0,0.0,0.0,0.0,0.8917418490421767,3.5,47.5684253522699,7.5,0,0,5.352073215975565,18.5,4.450299663341639,1.5,0.0,0.0,0.0,10.0,0.0,0.0,4.47945708108108,1.5,0.0,0.0,0.0,0.0,0.0,0.0,5.758863576382225,0.5,39.52527361365924,4.5,0,0,0.0,0.0,0.0,0.0,15.977359906516355,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,26.62810521848433,2.5,17.67523642012453,2.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
10225,52.4761775223782,4.5,40.25298744148022,9.5,0,0,48.77325417530663,4.0,40.10579245838072,3.5,0.0,0.0,56.81202017519841,12.0,6.312614185591599,0.5,25.3918810431403,2.0,107.8453608205348,10.5,45.82075817669059,5.0,0,0,25.06673716822494,11.0,41.04303822874991,5.0,0.0,0.0,0.0,10.0,5.706166417393717,0.5,65.28023219383729,8.5,0.0,0.0,0.0,0.0,0.0,0.0,50.118239709945954,4.0,0.0,0.0,0,0,0.0,0.0,19.97679716719948,1.5,59.78311217471179,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,28.479322456466626,2.5,30.69274207464747,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
10230,38.224445205287964,4.5,45.765736683754014,6.0,0,0,51.75728135041837,4.5,6.650740915257941,0.5,51.97169492505554,4.0,16.532011731435162,2.0,53.39261030060666,4.5,5.755275905697545,0.5,112.63360916904932,10.0,44.72223992198826,5.0,0,0,57.47958307554018,6.5,113.27015916206241,10.0,0.0,0.0,7.267307304828037,10.0,100.48160334825326,8.5,58.07684436042338,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,36.66429513862181,2.5,62.59047326817263,5.0,25.926576754731585,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9572451352252784,0.5,0.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,30.458987899709285,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
10235,70.74769772752853,9.5,11.009424199863727,4.0,0,0,20.16397912294383,1.5,46.9042351811334,3.5,0.0,0.0,49.0980948496649,4.0,39.626601644748945,3.5,17.216782731506015,1.5,60.14864189897723,6.0,4.145513650416731,0.5,0,0,103.37002483949632,9.0,133.5267098686747,11.0,0.0,0.0,85.98622376214769,10.0,78.8663116635857,7.0,41.99861244565574,3.5,0.0,0.0,0.0,0.0,22.328140682749037,3.0,0.0,0.0,3.1224220000000003,0.5,0,0,31.108529821377658,2.5,37.93569619990211,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.165160397193262,1.5,16.15288779397153,3.5,0.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,4.0881114664336735,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
10240,23.877111987600777,3.5,73.50518558154093,9.0,0,0,47.06954771610356,3.5,0.0,0.0,0.0,0.0,27.768817151911037,2.5,27.77621514856395,2.5,20.159811035953823,1.5,14.269721377679659,1.5,0.0,0.0,0,0,120.39271757911311,11.5,54.420578597613016,5.0,0.0,0.0,81.87245082995477,10.0,52.199089213220674,4.5,5.962742848300792,0.5,0.0,0.0,79.33303143011689,8.0,20.42992007997536,2.0,5.975827184346414,0.5,57.56625295004627,7.0,0,0,33.72011586126922,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.02494123043357,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.47391128978475194,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
10245,99.8933403856329,9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,12.20650637072822,1.0,36.152349111075864,3.0,53.64950508475192,4.0,6.71532447793291,0.5,6.229647790324378,0.5,24.700425734788894,2.0,0,0,33.483834019191306,3.5,24.33801157479769,2.5,0.0,0.0,51.476067926237874,5.5,11.966046332270565,1.0,52.74281490468769,4.0,59.94176999325251,6.0,61.320655238346205,6.5,17.208517774975235,2.0,81.52843074224793,6.5,25.332514302086295,2.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.92960742177246,4.5,45.00498390362674,4.5,17.575644262134517,2.0,17.71566260666492,3.0,0.0,5.0,18.682131656033214,4.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,5.0,0.0,0.0,18.747590276493263,4.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
10250,0.0,0.0,18.7474633312029,4.0,0,0,0.0,0.0,39.27614358967095,3.0,91.34443735327662,7.0,60.09505028327246,4.5,0.0,0.0,0.0,0.0,56.45037093395197,4.5,6.656490077987115,0.5,0,0,46.531278642655195,4.5,6.285185306697571,0.5,0.0,0.0,29.272354638351402,3.0,44.01892224754812,3.5,5.326984246193263,0.5,44.46434381230833,4.5,49.246167968076634,6.0,16.651331999999996,2.0,24.949253123716403,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.9641413159934,3.5,19.219612869581397,1.5,15.796115125838867,1.5,49.18282926229,4.5,0.0,0.0,22.106114842359347,7.5,22.807136265307022,2.5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,5.0,49.828430391663304,4.5,4.512833406397668,0.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
10255,29.70088234902996,2.5,24.975175475497153,2.5,0,0,33.11553702260615,3.0,86.5497229880413,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.219373695111045,3.5,19.91505818630614,1.5,0,0,6.0845540464938495,0.5,55.90852313582889,4.5,0.0,0.0,44.34098352162806,4.5,15.728573285139504,1.5,37.24327389855384,3.5,41.66268460999464,5.0,41.1775541224672,5.0,4.674911000000009,0.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,52.047408522041394,3.5,7.311448566369734,0.5,0.0,0.0,46.809850316921825,4.0,0.0,0.0,0.0,0.0,18.71995975615129,10.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,26.38893939424861,8.5,16.95241765450959,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.8945291925097694,1.0,0,0
10260,31.19680417290501,2.5,5.132922502063256,2.0,0,0,83.15775197203905,7.0,0.0,0.0,31.48885138619037,2.5,0.0,0.0,0.0,0.0,37.164993126892625,3.0,6.559652425468528,0.5,0.0,0.0,0,0,56.04930955074457,4.5,57.78799208240815,4.5,0.0,0.0,14.807332918846669,1.5,35.89592108765214,3.5,6.261559909558912,0.5,46.31270305333578,5.5,42.59494075394525,5.0,14.024733000000026,1.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3169354661284558,10.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,7.928661213141709,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,35.67406647884583,5.0,0,0
10265,5.158437502892546,0.5,90.97186780378334,14.5,0,0,0.0,0.0,57.06788935581825,4.5,7.266103479032132,1.0,6.2254704082743615,0.5,91.13691426057844,7.5,23.806402407785725,2.0,0.0,0.0,0.0,0.0,0,0,44.39304570388515,4.5,5.9959160715856115,0.5,0.0,0.0,42.96312157172218,5.0,30.160881023613854,2.5,31.16389899837708,2.5,37.17045292231654,4.5,29.32675087961678,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9887852947492135,9.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.4178504685197595,10.0,0.0,0.0,5.344002642571306,2.0,0.0,0.0,0.0,0.0,0,0,40.23647341950581,4.5,5.27366363624402,0.5,0,0
10270,109.53970238322216,12.0,32.54239459543975,4.0,0,0,55.5017453675581,4.5,6.159861061215679,0.5,35.014483465576916,5.0,97.09937489912281,8.0,17.669241237147986,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21.328977425390633,2.5,0.0,0.0,0.0,0.0,36.21421913242236,4.0,28.728213719103792,2.5,27.61283305212004,2.5,43.27039073767651,5.0,10.769664701112504,1.5,14.361017204646458,2.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,6.1068887570639845,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.711135246197529,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.01881690567381611,10.0,23.5267426819939,2.5,16.374894088704615,2.5,0.0,0.0,0.0,0.0,0,0,12.353870474039496,5.0,0.0,0.0,0,0
10275,42.525336374545944,15.0,36.967012545780065,6.0,0,0,6.230269233357632,0.5,55.36409984976909,4.5,20.123837462777026,3.0,29.5935495545491,2.5,18.864733945922183,1.5,37.54359981061728,3.0,5.929766960808735,0.5,23.705934562984595,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,39.505378839291495,4.5,43.62577132170986,3.5,18.42026405227068,1.5,0.0,0.0,35.79972126829284,5.0,4.228115999999943,0.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,18.23923705724664,1.5,42.680276997862705,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.071559851484658,2.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,13.844340972437202,11.5,35.589599070245555,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7763828517819888,5.0,0.0,0.0,0,0
