Time,E1_D1,E1_T1,E1_D2,E1_T2,E1_D3,E1_T3,E2_D1,E2_T1,E2_D2,E2_T2,E2_D3,E2_T3,E3_D1,E3_T1,E3_D2,E3_T2,E3_D3,E3_T3,E4_D1,E4_T1,E4_D2,E4_T2,E4_D3,E4_T3,E5_D1,E5_T1,E5_D2,E5_T2,E5_D3,E5_T3,E6_D1,E6_T1,E6_D2,E6_T2,E6_D3,E6_T3,E7_D1,E7_T1,E7_D2,E7_T2,E7_D3,E7_T3,off_R1_D1,off_R1_T1,off_R1_D2,off_R1_T2,off_R1_D3,off_R1_T3,off_R2_D1,off_R2_T1,off_R2_D2,off_R2_T2,off_R2_D3,off_R2_T3,off_R3_D1,off_R3_T1,off_R3_D2,off_R3_T2,off_R3_D3,off_R3_T3,off_R4_D1,off_R4_T1,off_R4_D2,off_R4_T2,off_R4_D3,off_R4_T3,on_R1_D1,on_R1_T1,on_R1_D2,on_R1_T2,on_R1_D3,on_R1_T3,on_R2_D1,on_R2_T1,on_R2_D2,on_R2_T2,on_R2_D3,on_R2_T3,on_R3_D1,on_R3_T1,on_R3_D2,on_R3_T2,on_R3_D3,on_R3_T3,on_R4_D1,on_R4_T1,on_R4_D2,on_R4_T2,on_R4_D3,on_R4_T3,on_R5_D1,on_R5_T1,on_R5_D2,on_R5_T2,on_R5_D3,on_R5_T3,on_R6_D1,on_R6_T1,on_R6_D2,on_R6_T2,on_R6_D3,on_R6_T3
6350,52.336374054802626,14.0,53.28617626846221,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,158.92599425828507,13.5,64.64201957846153,6.5,21.886545347557607,4.5,43.514542522892896,20.0,6.5950942314425305,0.5,0,0,6.103374800989286,5.0,124.83356850914603,14.5,0.0,0.0,50.5436962279972,4.5,6.404049321560365,0.5,0.0,0.0,3.887718603493056,0.5,34.95376016635424,4.5,0.0,0.0,0.0,0.0,6.887922936485204,0.5,0,0,51.1170783333572,3.5,28.201742444893185,2.0,51.846180814478984,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.84757932354243,4.5,0.0,0.0,0,0,19.54270014689024,5.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,2.1176517931939713,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
6355,46.511810173323504,20.5,41.84293928568722,6.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,75.08709688210963,6.0,30.13890180023952,4.0,22.615881512113113,6.5,46.38987127958484,25.0,40.876654946442386,3.5,0,0,82.93409133408764,16.5,36.929524529301176,3.5,0.0,0.0,5.230047999999954,0.5,0.0,0.0,0.0,0.0,39.081200501534454,5.0,25.27190065033591,2.5,20.800118967399953,2.0,6.924092674581999,0.5,62.35479040045148,4.5,0,0,35.06749095469685,2.5,46.72820509868366,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,27.57652301044577,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
6360,32.3946752206537,25.5,62.86969490411498,9.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21.93376942776912,2.0,74.842199706537,8.5,30.431144627253044,4.5,57.97839859070431,33.0,31.11148964843555,4.5,0,0,22.46217460125908,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.63801721773018,3.5,34.89129236521694,3.5,0.0,0.0,42.70951642022601,3.0,0.0,0.0,0,0,40.23331979797899,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.7687695898028863,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
6365,37.07002198327758,32.0,16.09814937133617,3.5,0,0,0.0,0.0,0.0,0.0,4.30664451354005,1.5,93.85502333414422,8.5,68.97203587015659,6.0,10.890171913725954,3.0,38.92068733166491,40.0,0.0,0.0,0,0,1.0479149305360806,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.07451581226087,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,6.156952965885054,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.376128977293938,2.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
6370,39.554451881675824,30.5,33.45020073621714,4.5,0,0,0.0,0.0,0.0,0.0,40.93706503301283,5.0,65.9400798754006,9.0,45.745537239175405,4.5,9.018745354852655,2.5,3.5443534465101862,40.0,0.0,0.0,0,0,0.036420328394683565,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,20.16971602443118,1.5,45.42366866782302,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,25.867036787029086,2.5,16.845496732917923,2.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
6375,126.10534688569895,26.0,0.0,0.0,0,0,0.0,0.0,54.73689472923316,4.5,82.87603575393929,9.0,36.091088440192344,8.5,50.00387629487754,5.0,8.814146071554788,1.5,0.12090473524143874,40.0,0.0,0.0,0,0,1.5730430351219695,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8231844999999964,0.5,0,0,34.42239358661678,2.5,34.02353407955738,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,29.30328336876523,2.5,30.74716547956377,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
6380,47.13309130575331,8.0,10.822319029845985,3.0,0,0,40.55851151186708,4.5,94.1257651274072,8.0,141.69017562682603,14.5,44.494174029533305,12.5,27.762121049669084,2.5,0.0,0.0,0.002992790062954498,40.0,0.0,0.0,0,0,5.015479870021494,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.15104875769612,5.0,0,0,28.007596874795297,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,17.351823647325503,4.0,0,0,0.0,0.0,0.0,0.0,0,0,31.53303805736735,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
6385,29.071979378064384,3.0,30.82946871520327,3.5,0,0,105.70366130401031,9.5,172.92108143666132,15.0,70.54330710835606,6.5,30.965009813621606,15.0,0.0,0.0,21.53353129523225,2.5,21.713275126785696,34.0,0.0,0.0,0,0,7.442516563714662,15.5,35.2362804555344,6.0,0.0,0.0,0.0,0.0,0.0,0.0,27.80139929791858,4.5,0.0,0.0,0.0,0.0,0.0,0.0,53.62002123460243,4.5,5.752207811582338,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.754604872325877,1.0,0,0,24.86945592698736,2.5,22.876946554007557,2.5,0,0,0.0,0.0,0.0,0.0,0,0,4.036215009472585,5.0,0.0,0.0,1.895075525866762,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
6390,39.23065931411818,3.5,0.0,0.0,0,0,170.39605982075693,14.5,82.27530428820197,7.0,33.777722267522236,3.0,4.027670019035185,15.0,84.87813766448446,7.5,55.0515586972615,4.5,100.75446523641679,23.5,0.0,0.0,0,0,63.76336837083207,12.5,138.3857639176539,15.0,0.0,0.0,0.0,0.0,40.826095361967816,3.5,16.100546223768504,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.56059924005671,5.0,0,0,22.18445554924297,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.4485319302328321,5.0,15.090983478289207,1.5,21.458720354605674,3.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
6395,0.0,0.0,37.24802227293843,8.0,0,0,87.52096518830601,7.0,35.23613727018824,3.0,37.646811305228255,3.5,44.79243025745802,21.5,136.52775123842494,12.0,91.79347865564941,8.0,27.135302548890245,3.5,0.0,0.0,0,0,97.71157476612359,10.5,235.20956254980752,26.0,0.0,0.0,36.62685905167717,3.5,23.008653711036345,2.0,47.180231185501896,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.73220352805582,4.5,5.06363349851296,0.5,0,0,1.7910986532475164,5.0,1.7698877860481659,1.0,0,0,0.0,0.0,0.0,0.0,0,0,17.712004399532333,6.5,42.19585377129152,3.5,1.8018257923428154,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
6400,57.86966759410329,5.0,46.34009370036233,5.0,0,0,23.714386289171074,2.0,39.982128973829305,3.5,0.0,0.0,34.2219645673043,30.5,149.65671912141542,16.0,37.51370262424717,3.0,0.0,0.0,0.0,0.0,0,0,230.48440738579905,24.5,71.21316811515081,7.0,0.0,0.0,27.744689276447644,3.0,72.99103432247304,6.0,77.37460740653722,7.0,0.0,0.0,4.295714000000032,0.5,17.18285599999996,2.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.005332305744943,5.0,0.0,0.0,0,0,0.08386841849264215,5.0,33.987689391695774,5.0,0,0,0.0,0.0,0.0,0.0,0,0,38.39182613517504,10.0,14.63037581798061,1.5,20.94636066185358,3.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
6405,59.37064051038148,5.0,0.0,0.0,0,0,41.35564636320879,3.5,6.732973355864345,0.5,57.54319617035426,4.5,22.639750968355912,35.0,43.095030425849444,10.5,17.281026343821964,1.5,0.0,0.0,14.079180402567971,4.5,0,0,124.85964950878048,15.5,0.0,0.0,0.0,0.0,48.48105475030451,4.5,110.71318234512256,10.0,158.02952374995925,13.5,0.0,0.0,40.11569305939827,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1698524999999904,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.454326133117533,5.0,0.0,0.0,0,0,26.037216740702146,9.5,4.809198647313355,0.5,0,0,0.0,0.0,0.0,0.0,0,0,11.872378392155369,10.5,51.4640207407803,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
6410,0.0,0.0,0.0,0.0,0,0,6.417393823587076,0.5,87.68332334442647,7.0,29.55511655183105,2.5,6.485585383489024,27.5,25.762261668198676,11.0,26.17716408774541,4.5,70.91225243717297,6.5,61.97754877592705,8.5,0,0,9.443534479853298,1.5,0.0,0.0,0.0,0.0,91.47920221322485,9.0,207.09551445310186,18.0,35.232539732914944,3.0,20.141812474373978,2.5,20.073803609922265,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.18713575104411,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.013743974942372006,5.0,0.0,0.0,0,0,3.1653604080476327,10.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,38.032204122714845,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
6415,0.0,0.0,43.434177349642574,9.0,0,0,87.15897508218328,7.0,29.654058943122493,2.5,0.0,0.0,88.37481774596955,30.0,35.33698894138986,14.5,9.67732403951796,1.0,109.75980620803118,8.5,0.0,0.0,0,0,0.0,0.0,90.09312509324504,6.5,0.0,0.0,183.60013118491108,18.5,49.736818726127154,4.5,0.0,0.0,33.07956824653343,4.0,33.43301680344712,4.0,26.677376075725192,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.64301765868458,5.0,55.17108414764823,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031177182454200647,5.0,0.0,0.0,0,0,0.1318698142961665,10.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,6.269987096369988,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
6420,71.38262852658322,6.0,39.4602914297326,4.0,0,0,29.53978291261558,2.5,0.0,0.0,0.0,0.0,123.36981249896965,20.0,62.83923976702769,17.5,61.08175120423198,7.5,18.691956456128764,1.5,63.2458412590282,6.0,0,0,120.47351383169135,8.5,89.73520220001024,6.5,0.0,0.0,71.69650192277578,8.0,0.0,0.0,0.0,0.0,4.393467901407519,0.5,114.75961850198254,14.0,61.97235489376121,7.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,81.24175371593492,6.0,52.658224297557524,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,0.0051123049607895155,10.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.3162495357800026,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
6425,52.0706745692412,4.0,0.0,0.0,0,0,0.0,0.0,6.600029893042915,0.5,73.49177337249722,5.5,97.56032587602166,11.0,149.8622031936994,23.5,5.4218458512468715,0.5,110.4042084431108,9.5,48.4971688076009,4.5,0,0,46.5059851681996,3.5,32.38821699217996,2.5,0.0,0.0,0.0,0.0,0.0,0.0,32.5451362963972,2.5,80.31309882109588,9.5,154.65288979844587,20.0,3.857677896660732,0.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,43.544452129441254,3.5,27.146555377087225,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,0.0,10.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.014533227974396823,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
6430,0.0,0.0,0.0,0.0,0,0,5.976064398709951,0.5,118.0095396778894,9.0,6.713699873362785,0.5,177.3930781593076,20.0,39.90477673656188,5.5,18.608610038684226,7.0,133.35961340188254,11.0,30.488736487634924,2.5,0,0,31.515424584278662,2.5,100.86221514896806,8.5,0.0,0.0,0.0,0.0,55.219789718397976,4.5,6.3725076767719315,0.5,137.8455141861375,17.0,54.904364654750566,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.889426152701105,0.5,54.56877352529915,4.0,6.707563318082862,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7723947582960164,5.0,5.361266220308329,2.0,0,0,0.0,10.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0006095401664367728,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
6435,0.0,0.0,0.0,0.0,0,0,92.41069155440763,9.0,6.0742335653552,0.5,0.0,0.0,123.80954109138696,11.5,73.79896939792732,8.0,17.59307383702274,2.5,58.45268366129841,4.5,70.08262577729896,6.0,0,0,94.42922906022136,9.0,133.8261584813283,10.5,0.0,0.0,46.877070798050596,4.5,5.7335067218023426,0.5,31.269888441922205,2.5,111.34922944476313,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.580156240648016,0.5,0,0,41.6289186969035,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.452223088478217,5.0,34.82497510536544,4.5,0,0,0.0,10.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,18.580497902676132,4.0,0,0
6440,0.0,0.0,26.341289127338634,5.0,0,0,16.82857889535194,2.0,0.0,0.0,0.0,0.0,62.87137045966401,6.0,57.973965789625815,5.5,34.09348949662862,3.5,140.46330642956366,12.5,11.713911363008293,1.0,0,0,147.14317214695842,14.0,49.402820459196036,4.0,0.0,0.0,21.40199017427034,2.5,55.71461579265508,4.5,43.55373221623148,4.0,0.0,0.0,4.3727062010688655,0.5,17.52375820106886,2.0,0.0,0.0,52.87877714884905,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.795514163794394,5.0,0.0,0.0,0,0,0.0,10.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22.175422239820325,2.5,23.115157023265528,2.5,0,0
6445,29.299926863392244,3.5,24.40448162989251,6.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,71.42856538031805,6.5,39.530404193835864,3.5,8.482880580832438,2.5,26.017422440744085,6.0,48.351112597390824,4.5,0,0,47.09638612011645,7.0,103.40117094804195,10.5,0.0,0.0,47.26513394885967,4.5,89.35598351851206,7.0,95.85918814753586,8.5,0.0,0.0,43.72461966581034,5.0,0.0,0.0,57.629427121310826,4.5,60.77111840586112,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95307785817451,0.5,0.0,0.0,0,0,17.597931945211705,9.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,3.180108098805576,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17.95496211589134,5.0,0.0,0.0,0,0
6450,9.428487437309442,5.0,29.848554108438588,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,33.71131774664906,3.0,50.84735396449751,5.0,37.240284326157195,5.0,62.609159723829364,14.5,5.160921980620472,0.5,0,0,59.31521015612776,15.0,106.7320326784724,13.5,0.0,0.0,84.76466833705007,8.0,102.35154252306177,8.5,0.0,0.0,39.44716186750031,4.5,17.526365480633558,2.0,17.764384000000007,2.0,56.95468742073378,4.5,6.111871904310036,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.257208035858485,3.0,0,0,23.759923506771756,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,5.134147789976112,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.407060444761214,5.0,0.0,0.0,0,0
6455,13.716553379842292,9.5,2.3496822962719897,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,71.0317442895725,5.0,67.59626649165395,5.5,22.807717350790256,3.0,8.828172304533979,15.0,0.0,0.0,0,0,75.00537334657534,23.5,69.70780822902552,6.5,0.0,0.0,86.15755976821049,11.5,0.0,0.0,0.0,0.0,17.534659243224155,2.0,57.88266740327077,6.5,19.83571132779406,2.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.848666602588068,1.5,30.427492473513116,3.5,0,0,9.958811252433343,1.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.063450053209678,5.0,11.48980330411611,3.0,0,0
6460,5.852346613608439,10.0,11.377788197847515,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,55.15959047632082,4.5,55.253016780675665,4.5,0.0,0.0,0.31560764923182205,15.0,15.198045917496259,1.5,0,0,41.999334784294916,30.0,0.0,0.0,0.0,0.0,11.011870711918391,10.0,0.0,0.0,0.0,0.0,43.98552881290021,5.0,48.04820221061192,5.0,0.0,0.0,0.0,0.0,18.59605195719125,1.5,0,0,0.0,0.0,23.92611418854844,1.5,46.972362389245156,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.512667074171866,3.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18.31418750216271,6.5,29.13387743097624,3.5,0,0
6465,10.553233267500595,11.5,45.558097176314625,7.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,59.41585460424915,4.5,0.0,0.0,0.0,0.0,24.93582596095456,19.5,4.379285142461896,0.5,0,0,3.155671308792506,30.0,0.0,0.0,0.0,0.0,1.523627555485973,10.0,0.0,0.0,0.0,0.0,67.00835561839585,7.0,0.0,0.0,0.0,0.0,18.725606342556006,1.5,43.60551437669659,3.5,0,0,40.899676280989496,2.5,40.54779381674146,2.5,6.815474999999992,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.57483307383501,2.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.790170912760395,1.0,0,0,48.71805418403757,7.5,0.0,0.0,0,0
6470,23.76344647279882,16.5,26.009697748779324,3.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.57154283199813,1.5,15.123181117193916,3.5,5.2490737459228285,20.0,0.0,0.0,0,0,0.13921560560561375,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.39243775343877,2.5,37.910175822970615,3.0,0.0,0.0,0,0,16.40210602679707,1.0,35.543101646573234,2.5,34.59742415258711,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.401966596115784,4.5,4.9756348213270485,0.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.119705344768555,5.0,0,0,14.981019928246027,2.5,0.0,0.0,0,0
6475,53.06803009375301,17.5,5.354516869417026,2.0,0,0,0.0,0.0,0.0,0.0,21.167040460824005,2.5,5.327136350875719,0.5,47.55204629126928,4.5,0.0,0.0,0.5964657287012756,20.0,0.0,0.0,0,0,0.006150802067395489,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,37.59545112836227,4.5,3.709011931665131,0.5,0.0,0.0,0.0,0.0,0,0,50.26172655063485,3.5,21.490523173333855,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.036951295466025,3.5,15.537259500927206,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,60.13076015571171,4.5,5.805020173882951,0.5,0,0,0.0,0.0,0.0,0.0,0,0
6480,93.73571063237947,13.5,61.65575105040024,10.5,0,0,0.0,0.0,27.81192571869863,2.5,40.57657203633814,4.0,38.27687358554108,5.0,0.0,0.0,0.0,0.0,0.025719795053987582,20.0,0.0,0.0,0,0,0.00010672134092715169,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,21.84717722092512,2.5,21.775753007839228,2.5,0.0,0.0,0.0,0.0,3.4588619999999963,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.04816380484657,4.5,22.74935750126116,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.250175616334488,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
6485,99.09891576946967,9.0,48.662763943729416,6.5,0,0,28.91236611078199,2.5,45.90111010954318,4.0,82.31741857288101,8.0,7.224496923224692,5.0,0.0,0.0,0.0,0.0,1.7940384421887359,16.5,0.0,0.0,0,0,9.083410888163655,26.5,18.22414949425965,3.5,0.0,0.0,0.0,10.0,0.0,0.0,16.130280928609636,3.5,35.42881952891676,4.0,0.0,0.0,0.0,0.0,6.148177547433761,0.5,42.71458873464694,4.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.444745224031465,0.5,59.09480743715919,4.0,7.379654129393501,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,10.728689555889165,3.0,0,0
6490,70.55472085217176,6.5,42.27899845248904,8.5,0,0,56.025144044638864,5.0,84.53360726025788,8.0,95.6654541448274,8.5,0.26363267998041806,5.0,0.0,0.0,17.58670058908288,1.5,43.507107475330685,14.5,0.0,0.0,0,0,74.16479968224638,18.5,45.71227745547213,5.0,0.0,0.0,0.0,10.0,28.52221925125292,2.5,44.16078038871683,5.0,0.0,0.0,0.0,0.0,0.0,0.0,40.490853850682754,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,45.05915015622338,3.0,0.0,0.0,3.3856049999999698,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15.273467109162848,1.5,30.149234737235673,3.5,0,0
