Time,E1_C,E2_C,E3_C,E4_C,E5_C,E6_C,E7_C,off_R1_C,off_R2_C,off_R3_C,off_R4_C,on_R1_C,on_R2_C,on_R3_C,on_R4_C,on_R5_C,on_R6_C
2400,0,4,20,8,0,5,0,0,0,0,0,7,1,1,0,0,0
2410,0,0,25,3,0,1,0,0,0,0,0,2,2,0,6,2,0
2420,0,0,16,0,0,0,0,0,0,0,0,3,1,0,4,0,2
2430,10,0,6,0,0,0,0,0,0,0,0,0,0,0,5,1,2
2440,21,5,7,0,0,0,0,0,0,0,0,0,0,1,1,1,3
2450,8,19,5,15,13,0,0,0,0,0,0,0,0,0,0,0,2
2460,8,15,0,17,15,5,0,0,0,0,0,0,0,0,0,0,0
2470,8,8,0,21,14,14,0,0,0,0,0,0,0,0,0,0,0
2480,5,9,0,2,22,15,0,0,0,0,0,0,0,0,0,0,0
2490,1,6,5,0,7,17,0,0,0,0,0,2,0,0,0,0,0
2500,0,2,17,4,0,17,0,0,0,0,0,9,1,0,0,0,0
2510,0,0,11,4,0,3,0,0,0,0,0,2,3,0,4,2,0
2520,0,0,16,0,0,0,0,0,0,0,0,3,1,0,3,5,2
2530,10,0,16,0,0,0,0,0,0,0,0,1,2,0,2,3,2
2540,24,5,10,0,0,0,0,0,0,0,0,0,1,0,2,2,0
2550,16,21,6,12,11,0,0,0,0,0,0,0,0,0,0,0,0
2560,7,20,3,18,12,6,0,0,0,0,0,0,0,0,0,0,0
2570,9,16,0,18,14,11,0,0,0,0,0,0,0,0,0,0,0
2580,10,7,0,6,14,13,0,0,0,0,0,0,0,0,0,0,0
2590,6,10,0,0,7,12,0,0,0,0,0,2,0,0,0,0,0
2600,0,8,8,0,2,9,0,0,0,0,0,8,0,0,0,0,0
2610,0,0,8,4,0,2,0,0,0,0,0,5,1,0,4,2,0
2620,0,0,12,0,0,0,0,0,0,0,0,2,3,0,3,4,2
2630,10,0,14,0,0,0,0,0,0,0,0,0,0,2,0,1,2
2640,10,5,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2650,5,17,8,12,9,0,0,0,0,0,0,0,0,0,0,0,0
2660,6,7,6,18,7,6,0,0,0,0,0,0,0,0,0,0,0
2670,9,4,0,21,15,5,0,0,0,0,0,0,0,0,0,0,0
2680,4,7,0,2,18,11,0,0,0,0,0,0,0,0,0,0,0
2690,9,6,0,0,7,8,0,0,0,0,0,2,0,0,0,0,0
2700,0,5,9,0,0,16,0,0,0,0,0,6,0,0,0,0,0
2710,0,0,20,2,0,1,0,0,0,0,0,1,3,4,4,2,0
2720,0,0,19,0,0,0,0,0,0,0,0,3,5,1,6,4,1
2730,5,0,15,0,0,0,0,0,0,0,0,1,0,2,1,3,2
2740,21,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2750,21,16,7,9,7,0,0,0,0,0,0,0,0,0,1,0,0
2760,8,21,1,17,8,1,0,0,0,0,0,0,0,0,0,0,0
2770,8,17,1,20,9,11,0,0,0,0,0,0,0,0,0,0,0
2780,7,7,0,9,14,8,0,0,0,0,0,0,0,0,0,0,0
2790,5,6,0,1,12,8,0,0,0,0,0,0,0,0,0,0,0
2800,0,3,5,1,2,9,0,0,0,0,0,8,0,0,0,0,0
2810,0,0,12,0,1,4,0,0,0,0,0,10,0,0,2,1,0
2820,0,0,11,0,0,1,0,0,0,0,0,4,1,0,2,2,0
2830,5,0,16,0,0,0,0,0,0,0,0,0,3,1,0,0,0
2840,16,0,11,0,0,0,0,0,0,0,0,0,1,0,1,0,2
2850,9,15,7,8,2,0,0,0,0,0,0,0,0,0,1,0,0
2860,5,16,4,16,3,3,0,0,0,0,0,0,0,0,0,0,0
2870,8,7,1,18,15,2,0,0,0,0,0,0,0,0,0,0,0
2880,6,4,0,10,15,10,0,0,0,0,0,0,0,0,0,0,0
2890,9,11,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0
2900,0,3,0,0,1,8,0,0,0,0,0,8,0,0,0,0,0
2910,0,0,16,0,0,9,0,0,0,0,0,6,1,0,2,1,0
2920,0,0,11,0,0,1,0,0,0,0,0,4,0,0,3,3,1
2930,5,0,16,0,0,0,0,0,0,0,0,0,2,0,1,1,3
2940,19,0,12,0,0,0,0,0,0,0,0,0,1,0,2,0,1
2950,17,14,6,8,5,0,0,0,0,0,0,0,0,0,0,0,0
2960,7,19,4,16,1,1,0,0,0,0,0,0,0,0,0,0,0
2970,4,14,9,15,15,4,0,0,0,0,0,0,0,0,0,0,0
2980,12,6,0,16,15,7,0,0,0,0,0,0,0,0,0,0,0
2990,11,8,0,3,12,8,0,0,0,0,0,0,0,0,0,0,0
3000,0,8,0,0,5,13,0,0,0,0,0,6,0,0,0,0,0
3010,0,3,8,0,0,8,0,0,0,0,0,5,2,1,2,1,0
3020,0,0,17,0,0,0,0,0,0,0,0,3,3,0,5,4,0
3030,0,0,16,0,0,0,0,0,0,0,0,1,2,0,3,3,3
3040,20,0,17,0,0,0,0,0,0,0,0,0,2,0,1,0,0
3050,22,10,8,4,4,0,0,0,0,0,0,0,0,0,1,0,1
3060,14,24,6,20,9,2,0,0,0,0,0,0,0,0,0,0,0
3070,5,17,8,18,14,7,0,0,0,0,0,0,0,0,0,0,0
3080,5,10,0,18,13,11,0,0,0,0,0,0,0,0,0,0,0
3090,7,7,0,5,16,13,0,0,0,0,0,0,0,0,0,0,0
3100,0,5,0,0,9,12,0,0,0,0,0,6,0,0,0,0,0
3110,0,3,5,0,0,12,0,0,0,0,0,3,2,2,0,0,0
3120,0,0,20,0,0,3,0,0,0,0,0,1,2,0,8,2,0
3130,0,0,22,0,0,0,0,0,0,0,0,3,2,0,4,0,4
3140,19,0,14,0,0,0,0,0,0,0,0,0,0,0,2,0,2
3150,19,6,3,4,4,0,0,0,0,0,0,0,0,0,1,0,2
3160,10,21,1,16,8,2,0,0,0,0,0,0,0,0,0,0,0
3170,5,16,9,21,15,8,0,0,0,0,0,0,0,0,0,0,0
3180,9,7,4,18,15,11,0,0,0,0,0,0,0,0,0,0,0
3190,7,5,0,12,15,13,0,0,0,0,0,0,0,0,0,0,0
3200,2,6,0,0,13,12,0,0,0,0,0,4,0,0,0,0,0
3210,0,3,0,0,1,11,0,0,0,0,0,10,2,0,0,0,0
3220,0,0,18,0,0,8,0,0,0,0,0,0,3,0,6,3,0
3230,0,0,20,0,0,0,0,0,0,0,0,5,0,0,1,0,3
3240,15,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3250,18,8,7,4,4,0,0,0,0,0,0,0,0,0,2,1,1
3260,13,21,1,16,3,0,0,0,0,0,0,0,0,0,0,0,0
3270,4,17,9,17,14,9,0,0,0,0,0,0,0,0,0,0,0
3280,8,9,9,20,16,6,0,0,0,0,0,0,0,0,0,0,0
3290,8,6,0,14,16,11,0,0,0,0,0,0,0,0,0,0,0
3300,2,6,0,0,14,13,0,0,0,0,0,4,0,0,0,0,0
3310,0,4,0,0,4,15,0,0,0,0,0,9,1,1,0,0,0
3320,0,0,15,0,0,10,0,0,0,0,0,3,2,0,2,1,0
3330,0,0,24,0,0,0,0,0,0,0,0,1,2,0,1,0,1
3340,14,0,22,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3350,21,4,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1
3360,15,18,1,16,4,0,0,0,0,0,0,0,0,0,0,0,1
3370,10,18,5,18,13,7,0,0,0,0,0,0,0,0,0,0,0
3380,7,10,16,21,18,8,0,0,0,0,0,0,0,0,0,0,0
3390,6,13,0,16,17,13,0,0,0,0,0,0,0,0,0,0,0
3400,3,9,0,4,15,16,0,0,0,0,0,4,0,0,0,0,0
3410,0,4,0,2,10,14,0,0,0,0,0,5,1,1,0,0,0
3420,0,0,10,0,1,11,0,0,0,0,0,3,0,0,3,3,0
3430,0,0,19,0,0,2,0,0,0,0,0,1,0,0,0,1,2
3440,10,0,21,0,0,0,0,0,0,0,0,0,1,0,1,0,2
3450,22,7,10,0,0,0,0,0,0,0,0,0,0,0,1,2,0
3460,16,18,1,15,6,0,0,0,0,0,0,0,0,0,0,0,1
3470,5,16,9,18,9,7,0,0,0,0,0,0,0,0,0,0,0
3480,7,12,14,17,14,2,0,0,0,0,0,0,0,0,0,0,0
3490,5,9,3,16,15,14,0,0,0,0,0,0,0,0,0,0,0
3500,1,6,0,9,17,11,0,0,0,0,0,2,0,0,0,0,0
3510,0,2,0,0,9,10,0,0,0,0,0,8,1,0,0,0,0
3520,0,0,5,0,0,12,0,0,0,0,0,3,1,0,4,2,0
3530,0,0,19,0,0,2,0,0,0,0,0,4,1,0,3,3,2
3540,10,0,21,0,0,0,0,0,0,0,0,1,1,0,1,0,1
3550,20,3,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3560,13,15,2,12,6,0,0,0,0,0,0,0,0,0,0,0,0
3570,6,14,7,17,11,6,0,0,0,0,0,0,0,0,0,0,0
3580,8,14,19,19,15,3,0,0,0,0,0,0,0,0,0,0,0
3590,1,6,10,21,13,13,0,0,0,0,0,0,0,0,0,0,0
3600,4,3,0,10,18,13,0,0,0,0,0,2,0,0,0,0,0
3610,0,3,0,1,14,15,0,0,0,0,0,8,0,0,0,0,0
3620,0,0,0,0,0,14,0,0,0,0,0,2,3,1,3,2,0
3630,0,0,15,0,0,4,0,0,0,0,0,2,0,0,0,4,2
3640,9,0,15,0,0,0,0,0,0,0,0,1,2,0,0,1,3
3650,20,5,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0
3660,14,14,3,12,3,0,0,0,0,0,0,0,0,0,0,0,0
3670,4,15,13,14,8,4,0,0,0,0,0,0,0,0,0,0,0
3680,6,13,18,10,16,4,0,0,0,0,0,0,0,0,0,0,0
3690,5,5,9,12,9,12,0,0,0,0,0,0,0,0,0,0,0
3700,5,4,0,5,11,8,0,0,0,0,0,2,0,0,0,0,0
3710,0,6,0,0,6,9,0,0,0,0,0,7,0,0,0,0,0
3720,0,0,0,0,0,6,0,0,0,0,0,10,2,1,4,2,0
3730,0,0,9,0,0,1,0,0,0,0,0,2,0,0,6,4,1
3740,5,0,18,0,0,0,0,0,0,0,0,1,0,0,0,3,4
3750,24,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
