Time,E1_Q,E1_K,E2_Q,E2_K,E3_Q,E3_K,E4_Q,E4_K,E5_Q,E5_K,E6_Q,E6_K,E7_Q,E7_K,off_R1_Q,off_R1_K,off_R2_Q,off_R2_K,off_R3_Q,off_R3_K,off_R4_Q,off_R4_K,on_R1_Q,on_R1_K,on_R2_Q,on_R2_K,on_R3_Q,on_R3_K,on_R4_Q,on_R4_K,on_R5_Q,on_R5_K,on_R6_Q,on_R6_K
10,6.705445710586265,21.69811320754717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6174562371659285,9.084302325581392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40.143271238957816,72.16981132075465,7.900200431300528,9.403342736676072,0.0,0.0,1.190249274636721,4.634994206257242,0.0,0.0,1.8310130851015378,4.527081649151173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.924697916181067,21.80232558139534,1.6103666065288313,4.6459765842780145,4.349765409403245,10.026067776218174,0.0713336169635064,0.6662225183211193,0.0,0.0,0.0,0.0
30,29.78564507055965,53.77358490566028,37.76256968946798,48.23004823004824,4.440189810384973,5.0244523346955186,3.2182261229442024,5.214368482039397,3.453281221690444,4.573899665273707,3.2361171285218493,6.143896523848021,0.1794408680922493,0.3660724091225244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.242761959704036,29.069767441860453,7.607980032054007,17.654711020256446,1.2950141238628021,10.026067776218174,3.579857855351572,6.662225183211192,0.0,0.0,0.0,0.0
40,39.94804665393707,81.60377358490568,36.92013117766096,48.83671550338218,28.861889780702764,34.50123936490916,7.617112695498824,8.690614136732329,2.8862465146703755,3.742281544314851,2.6953837579684636,3.5569927243330643,4.242466658478775,7.321448182450486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.41146078807646,56.32267441860481,1.7409809356148773,18.58390633711205,0.0,10.026067776218174,2.070564490542506,6.662225183211192,0.0,0.0,0.0,0.0
50,47.43192878298713,82.07547169811323,44.195367882316674,57.93672460339128,37.72367639851871,46.55992496817847,22.037520335221696,26.07184241019697,12.859003168186529,15.38493523773882,4.0737004371013885,6.46725949878739,1.4663141765645942,2.5625068638576707,0.0,0.0,4.293912388074122,5.0928699820251655,0.0,0.0,0.0,0.0,14.563285837353586,80.85029069767475,0.004849420626746374,18.58390633711205,0.0,10.026067776218174,4.733702018624908,17.321785476349117,0.0,0.0,0.0,0.0
60,39.07869332113545,79.71698113207547,52.05495645596575,69.46340279673602,34.93080814449944,44.885107523279956,36.643245064418515,46.92931633835461,24.991128677716127,34.0963429593131,7.414837480417102,9.700889248181086,3.7700338982473847,7.321448182450486,1.3010521803619985,3.035427778500499,4.0887372614864965,4.493708807669263,1.2987375038478985,2.385180081096123,0.0,0.0,7.35083569360042,96.29360465116324,5.581140732843254e-06,18.58390633711205,0.0,10.026067776218174,6.287846115770107,19.9866755496336,2.7794547653281656,6.386861313868612,0.32062216541912264,1.8439977872026556
70,43.970207605172305,124.52830188679289,29.566080832287884,43.37671004337672,57.70334703827211,75.7017485094124,24.147095221353457,30.706836616454204,30.535902671199544,39.0860516850662,15.685441400448044,21.018593371058994,5.336718715949364,9.517882637185636,9.424908331217225,17.34530159143142,4.846891146726094,5.0928699820251655,4.089634669322516,4.770360162192246,0.0,0.0,15.16063907780361,102.65261627907026,0.0,18.58390633711205,0.0,10.026067776218174,0.3110137890728477,19.9866755496336,2.9384632185170263,10.036496350364962,7.928741671837804,16.595980084823893
80,40.920180204117315,199.999999999999,18.05880002247945,35.793369126702466,24.8405774470743,36.51102029878738,47.77112691717646,70.68366164542307,28.85625009674791,39.50186074554563,19.099342491662814,25.222312045270776,11.936961578813145,20.50005491086137,36.95069070365401,54.20406747322313,4.490658047916049,4.793289394847214,0.0,0.0,0.0,0.0,18.3214096191107,43.604651162790766,0.390521494515896,13.008734435978432,0.05367566370442412,5.514337276919994,0.0009583866356699978,19.9866755496336,4.474964801655511,18.248175182481756,3.704525042942978,22.127973446431852
90,29.378085561083353,264.15094339622414,14.617831887215608,43.37671004337672,14.523380897480783,27.132042607355743,19.11941354651504,92.1205098493629,25.71268993025697,79.41953055157073,6.6758956623803,11.641067097817304,12.993967156270173,23.428634183841556,24.70791831411619,33.823338103291306,0.0,0.0,5.141181293583822,8.480640288341766,0.0,0.0,4.496679571551976,14.080668604651157,0.0,0.0,0.0,0.0,0.3420885191401401,2.998001332445037,1.1347949381620723,3.64963503649635,4.159480424942507,29.503964595242465
100,31.092619209295933,340.5660377358452,14.403453308329734,59.453392786726134,3.3894872879430027,26.797079118376043,1.611690453042311,81.11239860950191,5.56295557584149,83.16181209588562,0.1641096526956086,6.46725949878739,9.417099212932841,18.669692865248752,5.688627734609568,6.938120636572567,0.0,0.0,6.9626799228359495,7.950600270320406,2.8862296096900706,5.51552966320797,19.24028392060196,36.3372093023256,0.6330252814765966,2.787585950566809,0.0,0.0,0.0,0.0,1.9501383688610914,5.474452554744524,6.343883588149048,21.66697399963119
